C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:45:55

dec >=0&rah >=10.0&rah< 10.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2625

 #  |                                                                                                                     identifier                                                                                                                      |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2489|TYC 835-772-1                                                                                                                                                                                                                                        |Star                              |10 00 41.0028040824 +14 13 54.089397228|222.1015169939369 +48.2629953286845|  -10.328 0.376    |10.95    |~                   |    ~     ~    |    1|  546.418   pc  |  -8.5392     +8.5392  |paral   |2020yCat.1350....0G
2490|TYC 836-266-1                                                                                                                                                                                                                                        |Star                              |10 08 48.1092630072 +13 10 02.655492780|224.8651328344540 +49.5759909644601| -11.605 -1.738    |10.98    |~                   |    ~     ~    |    1|  919.202   pc  | -13.9414    +13.9414  |paral   |2020yCat.1350....0G
2491|TYC 836-609-1                                                                                                                                                                                                                                        |Star                              |10 07 03.6519163416 +13 48 31.602659400|223.6906618032383 +49.4792659981497|  3.654 -10.710    |10.96    |~                   |    ~     ~    |    1|  457.059   pc  |  -4.6377     +4.6377  |paral   |2020yCat.1350....0G
2492|TYC 836-633-1                                                                                                                                                                                                                                        |Star                              |10 09 15.1508690520 +13 16 55.518067632|224.7823679115867 +49.7253624985860|  -9.135 -0.404    |10.83    |~                   |    ~     ~    |    1| 2458.210   pc  | -97.2891    +97.2891  |paral   |2020yCat.1350....0G
2493|TYC 836-1461-1                                                                                                                                                                                                                                       |Star                              |10 04 27.0471234456 +14 47 11.582089908|221.9174003371221 +49.3234452073823|  2.218 -17.027    |10.84    |~                   |    ~     ~    |    1|  336.564   pc  |  -2.1636     +2.1636  |paral   |2020yCat.1350....0G
2494|TYC 836-1526-1                                                                                                                                                                                                                                       |Star                              |10 11 00.3238454376 +13 28 09.196792536|224.8172310973028 +50.1904171836797| -12.301 30.464    |10.12    |~                   |    ~     ~    |    1|   70.433   pc  |  -0.0938     +0.0938  |paral   |2020yCat.1350....0G
2495|TYC 837-269-1                                                                                                                                                                                                                                        |Star                              |10 13 43.4425755552 +08 41 51.155035116|231.7199059113414 +48.4598084968063|  -21.986 2.035    |10.97    |~                   |    ~     ~    |    1|  368.216   pc  |  -3.1862     +3.1862  |paral   |2020yCat.1350....0G
2496|TYC 840-46-1                                                                                                                                                                                                                                         |Star                              |10 14 30.5728727136 +10 46 05.726483436|229.1477768938772 +49.6790329551771|   -5.011 1.631    |10.84    |~                   |    ~     ~    |    1| 2269.632   pc  |-129.8110   +129.8110  |paral   |2020yCat.1350....0G
2497|TYC 840-619-1                                                                                                                                                                                                                                        |High Proper Motion Star           |10 14 11.8373830104 +12 28 58.410291324|226.7467354794046 +50.4339095771094|-48.138 -96.579    |10.90    |K0V                 |    ~     ~    |    1|  113.854   pc  |  -0.2891     +0.2891  |paral   |2020yCat.1350....0G
2498|TYC 840-693-1                                                                                                                                                                                                                                        |Star                              |10 14 25.2129261600 +12 15 28.605662100|227.0986840632191 +50.3769271585950| -22.647 -1.578    |10.86    |~                   |    ~     ~    |    1|  839.772   pc  | -11.9182    +11.9182  |paral   |2020yCat.1350....0G
2499|TYC 843-606-1                                                                                                                                                                                                                                        |Star                              |10 13 02.7782620128 +13 09 53.687016684|225.5924796119685 +50.4975882090957| -16.312 -9.133    |10.93    |~                   |    ~     ~    |    1|  953.016   pc  | -14.3502    +14.3502  |paral   |2020yCat.1350....0G
2500|TYC 1412-738-1                                                                                                                                                                                                                                       |Star                              |10 07 27.0426205920 +16 35 59.184950460|219.7847630485883 +50.7133776668567|  -36.550 7.958    |10.98    |~                   |    ~     ~    |    1|  334.202   pc  |  -2.2562     +2.2562  |paral   |2020yCat.1350....0G
2501|TYC 1415-397-1                                                                                                                                                                                                                                       |Star                              |10 03 32.0518877448 +19 50 59.900926128|214.4476772817627 +51.0014541599961|  -2.670 -3.769    |9.73     |~                   |    ~     ~    |    1|  600.528   pc  |  -6.2750     +6.2750  |paral   |2020yCat.1350....0G
2502|TYC 1415-923-1                                                                                                                                                                                                                                       |Star                              |10 00 05.8284615648 +19 50 43.800812808|214.0411891624495 +50.2354707808509|   2.020 -4.298    |10.80    |~                   |    ~     ~    |    1| 2807.412   pc  |-221.4718   +221.4718  |paral   |2020yCat.1350....0G
2503|TYC 1415-1359-1                                                                                                                                                                                                                                      |Star                              |10 01 08.3653951176 +18 24 00.710681328|216.2920518879265 +49.9791206087629|  -7.026 -2.358    |10.88    |~                   |    ~     ~    |    1|  231.096   pc  |  -0.9132     +0.9132  |paral   |2020yCat.1350....0G
2504|TYC 1418-930-1                                                                                                                                                                                                                                       |Star                              |10 06 50.1149 +21 06 31.007            |212.9124195 +52.1289496            |    4.384 8.144    |10.77    |~                   |    ~     ~    |    0|                |                       |        |                   
2505|TYC 1418-1084-1                                                                                                                                                                                                                                      |High Proper Motion Star           |10 06 45.1370811792 +21 07 03.197948160|212.8890808246397 +52.1131704170384| 53.638 -25.491    |10.91    |~                   |    ~     ~    |    1|  155.427   pc  |  -0.6957     +0.6957  |paral   |2020yCat.1350....0G
2506|TYC 1418-1237-1                                                                                                                                                                                                                                      |Star                              |10 03 59.4365423304 +22 11 00.500642016|210.9321638497623 +51.8066987428402| -24.024 -9.891    |10.93    |~                   |    ~     ~    |    1|  406.405   pc  |  -2.8739     +2.8739  |paral   |2020yCat.1350....0G
2507|TYC 1418-1238-1                                                                                                                                                                                                                                      |Star                              |10 04 31.0485505296 +22 12 24.939253440|210.9505467634904 +51.9303707287515| -9.592 -15.853    |10.44    |~                   |    ~     ~    |    1| 1109.755   pc  | -22.7838    +22.7838  |paral   |2020yCat.1350....0G
2508|TYC 1418-1301-1                                                                                                                                                                                                                                      |Star                              |10 01 44.6775117864 +22 22 03.813063096|210.4159920987155 +51.3583099836107|  -1.373 -9.848    |10.91    |~                   |    ~     ~    |    1|  834.446   pc  | -13.2297    +13.2297  |paral   |2020yCat.1350....0G
2509|TYC 1418-1368-1                                                                                                                                                                                                                                      |Star                              |10 07 36.1596373560 +22 08 13.604573472|211.3845174857202 +52.5970825453249|  12.720 -7.535    |10.49    |~                   |    ~     ~    |    1|  291.469   pc  |  -8.5549     +8.5549  |paral   |2020yCat.1350....0G
2510|TYC 1419-133-1                                                                                                                                                                                                                                       |Star                              |10 10 29.8557480984 +17 07 16.471394724|219.4623247586588 +51.5865488334339| -41.480 -0.967    |10.97    |~                   |    ~     ~    |    1|  528.709   pc  |  -4.1371     +4.1371  |paral   |2020yCat.1350....0G
2511|TYC 1419-540-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 11 24.4154905128 +17 06 21.597032484|219.6181925334634 +51.7817369923050| -71.741 -3.637    |10.93    |G0V                 |    ~     ~    |    1|  227.796   pc  |  -0.8614     +0.8614  |paral   |2020yCat.1350....0G
2512|TYC 1419-1128-1                                                                                                                                                                                                                                      |Star                              |10 13 34.0448555880 +16 26 43.514657304|220.9296205676437 +52.0026033641062|   11.120 3.779    |10.99    |~                   |    ~     ~    |    1|  627.038   pc  |  -7.0379     +7.0379  |paral   |2020yCat.1350....0G
2513|TYC 1425-928-1                                                                                                                                                                                                                                       |Star                              |10 13 30.4289585136 +21 16 49.305843804|213.4090835858307 +53.6646035679135|  -23.544 4.555    |10.91    |~                   |    ~     ~    |    1|  174.746   pc  |  -0.6046     +0.6046  |paral   |2020yCat.1350....0G
2514|TYC 1968-61-1                                                                                                                                                                                                                                        |Spectroscopic Binary              |10 08 06.0181220448 +24 48 44.185920480|207.1278603461400 +53.3751830126090| 57.161 -52.210    |10.57    |~                   |    ~     ~    |    1|  383.406   pc  | -16.5228    +16.5228  |paral   |2020yCat.1350....0G
2515|TYC 1968-98-1                                                                                                                                                                                                                                        |Star                              |10 07 41.2601745864 +24 10 09.559433496|208.1387862844916 +53.1375691919352| -1.211 -30.756    |10.88    |~                   |    ~     ~    |    1|  452.018   pc  |  -3.6369     +3.6369  |paral   |2020yCat.1350....0G
2516|TYC 1968-179-1                                                                                                                                                                                                                                       |Star                              |10 10 49.4555228760 +24 52 38.064958500|207.2488148679580 +53.9924084891178|  -7.316 -8.360    |10.92    |~                   |    ~     ~    |    1|  894.294   pc  | -13.9159    +13.9159  |paral   |2020yCat.1350....0G
2517|TYC 1968-264-1                                                                                                                                                                                                                                       |Star                              |10 09 43.1171478216 +24 44 46.446663480|207.3724986901382 +53.7189332713950|  -6.442 -5.700    |10.83    |~                   |    ~     ~    |    1|  818.331   pc  | -10.9825    +10.9825  |paral   |2020yCat.1350....0G
2518|TYC 1968-285-1                                                                                                                                                                                                                                       |Star                              |10 08 41.7140640696 +24 21 01.744197192|207.9333660063407 +53.4030227704219| -44.482 -6.632    |10.83    |~                   |    ~     ~    |    1|  164.633   pc  |  -1.6642     +1.6642  |paral   |2020yCat.1350....0G
2519|TYC 1968-445-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 05 23.7045895008 +24 15 40.015599084|207.7879176816337 +52.6508919066143|-51.406 -20.299    |10.84    |~                   |    ~     ~    |    1|  238.829   pc  |  -5.3902     +5.3902  |paral   |2020yCat.1350....0G
2520|TYC 1968-599-1                                                                                                                                                                                                                                       |Star                              |10 08 27.2885471520 +23 38 04.204798152|209.0748815236198 +53.1792524236321|   5.201 -6.088    |10.88    |~                   |    ~     ~    |    1|  986.582   pc  | -15.6709    +15.6709  |paral   |2020yCat.1350....0G
2521|TYC 1968-650-1                                                                                                                                                                                                                                       |Star                              |10 06 37.0741149576 +23 44 12.169462056|208.7389271197028 +52.7966244596111|-19.748 -12.841    |10.77    |~                   |    ~     ~    |    1|  935.191   pc  | -13.5560    +13.5560  |paral   |2020yCat.1350....0G
2522|2MASS J10034962+2355523                                                                                                                                                                                                                              |Long-Period Variable              |10 03 49.6239789648 +23 55 52.489389072|208.1739073629843 +52.2248673941973|  -5.639 -3.554    |10.87    |~                   |    ~     ~    |    0|                |                       |        |                   
2523|TYC 1968-1095-1                                                                                                                                                                                                                                      |Star                              |10 10 39.6787785768 +22 31 14.418567912|211.0937157389105 +53.3824399916727| -27.858 -7.621    |10.84    |~                   |    ~     ~    |    1|  510.725   pc  | -13.0942    +13.0942  |paral   |2020yCat.1350....0G
2524|BD+25 2215B                                                                                                                                                                                                                                          |Star                              |10 14 00.535210 +24 49 52.76299        |207.593921948 +54.687772088        |     -74.1 -9.6    |10.80    |~                   |    ~     ~    |    0|                |                       |        |                   
2525|BD+25 2215A                                                                                                                                                                                                                                          |Star                              |10 14 00.2897717352 +24 49 54.109631100|207.5929433145092 +54.6869466698680|  -6.451 -6.770    |10.33    |~                   |    ~     ~    |    1|  729.767   pc  | -11.3435    +11.3435  |paral   |2020yCat.1350....0G
2526|TYC 1971-256-1                                                                                                                                                                                                                                       |Star                              |10 04 50.8974878928 +26 27 41.482338228|204.1845155198378 +52.9921652451486| -4.985 -10.043    |10.53    |~                   |    ~     ~    |    1| 1600.768   pc  | -44.0743    +44.0743  |paral   |2020yCat.1350....0G
2527|BD+27 1861                                                                                                                                                                                                                                           |Star                              |10 13 47.7219127488 +26 18 28.828664640|205.0657533014974 +54.9337956570981|-15.704 -15.895    |10.86    |~                   |    ~     ~    |    1|  328.753   pc  |  -2.6371     +2.6371  |paral   |2020yCat.1350....0G
2528|TYC 1974-990-1                                                                                                                                                                                                                                       |Star                              |10 04 28.5590370624 +28 44 30.516447228|200.4103347168936 +53.2763438384117|  0.093 -16.161    |10.99    |~                   |    ~     ~    |    1| 3507.541   pc  |-195.6152   +195.6152  |paral   |2020yCat.1350....0G
2529|TYC 1974-1018-1                                                                                                                                                                                                                                      |High Proper Motion Star           |10 05 59.2886313192 +29 00 43.786373904|200.0326369481200 +53.6398013957569|-19.583 -52.225    |10.01    |~                   |    ~     ~    |    1|  203.384   pc  |  -0.8108     +0.8108  |paral   |2020yCat.1350....0G
2530|TYC 1974-1158-1                                                                                                                                                                                                                                      |Star                              |10 10 33.3908588976 +29 41 01.257419832|199.0880797082750 +54.7057929958829|  -2.270 -3.780    |10.94    |~                   |    ~     ~    |    1| 1056.301   pc  | -18.6334    +18.6334  |paral   |2020yCat.1350....0G
2531|TYC 2503-76-1                                                                                                                                                                                                                                        |Star                              |10 07 20.8957256328 +32 05 29.398760232|194.8669058179102 +54.2043506458882|  -22.950 0.491    |10.86    |~                   |    ~     ~    |    1|  603.209   pc  | -48.7574    +48.7574  |paral   |2020yCat.1350....0G
2532|TYC 2503-665-1                                                                                                                                                                                                                                       |Star                              |10 07 33.3595463304 +30 52 19.086844908|196.9516412014954 +54.1691821046795| -13.411 -5.732    |10.93    |~                   |    ~     ~    |    1|  227.936   pc  |  -0.8261     +0.8261  |paral   |2020yCat.1350....0G
2533|TYC 2503-680-1                                                                                                                                                                                                                                       |Star                              |10 05 13.8691657800 +30 50 12.892569756|196.9414275444042 +53.6690359992449|  3.780 -23.245    |10.88    |~                   |    ~     ~    |    1|  328.709   pc  |  -2.6364     +2.6364  |paral   |2020yCat.1350....0G
2534|TYC 2506-343-1                                                                                                                                                                                                                                       |Spectroscopic Binary              |10 05 37.8774488232 +33 08 50.633087028|193.0454830010952 +53.8850232510779|  -36.102 4.358    |10.44    |~                   |    ~     ~    |    1|  364.166   pc  |  -7.3868     +7.3868  |paral   |2020yCat.1350....0G
2535|TYC 2506-781-1                                                                                                                                                                                                                                       |Star                              |10 11 03.7653701664 +33 35 53.848983300|192.3034162652564 +55.0265572733632|  -2.812 -6.042    |10.81    |~                   |    ~     ~    |    1| 1004.419   pc  | -14.3258    +14.3258  |paral   |2020yCat.1350....0G
2536|TYC 2506-1279-1                                                                                                                                                                                                                                      |Star                              |10 11 04.8616754208 +34 39 19.131948684|190.4593882926482 +55.0220114541936| 33.302 -13.665    |10.58    |~                   |    ~     ~    |    1|  229.568   pc  |  -1.0698     +1.0698  |paral   |2020yCat.1350....0G
2537|TYC 2509-139-1                                                                                                                                                                                                                                       |Star                              |10 09 15.7776879936 +35 50 24.898085016|188.4254366661297 +54.6115101580710|  -7.693 -8.509    |10.70    |M1e                 |    ~     ~    |    1| 2595.380   pc  |-141.4560   +141.4560  |paral   |2020yCat.1350....0G
2538|TYC 2509-501-1                                                                                                                                                                                                                                       |Star                              |10 10 27.8636887992 +36 00 25.264836648|188.1162419908790 +54.8462336478466|   7.255 -4.339    |10.15    |~                   |    ~     ~    |    1|  759.936   pc  |  -9.7598     +9.7598  |paral   |2020yCat.1350....0G
2539|TYC 2509-1122-1                                                                                                                                                                                                                                      |Star                              |10 09 44.0640709872 +37 13 38.308918728|186.0244460787441 +54.6183969452106|  -6.067 -2.846    |10.74    |~                   |    ~     ~    |    1| 1712.915   pc  | -57.2145    +57.2145  |paral   |2020yCat.1350....0G
2540|TYC 2516-24-1                                                                                                                                                                                                                                        |Star                              |10 12 32.9842679808 +36 58 24.173671980|186.3846261418551 +55.1986846786836|  3.943 -10.118    |10.99    |~                   |    ~     ~    |    0|                |                       |        |                   
2541|TYC 3000-150-1                                                                                                                                                                                                                                       |Star                              |10 09 48.6415122984 +37 39 07.326246780|185.2915810593376 +54.5969057729317|   0.500 -4.747    |10.83    |~                   |    ~     ~    |    1|  453.700   pc  |  -3.3758     +3.3758  |paral   |2020yCat.1350....0G
2542|TYC 3000-715-1                                                                                                                                                                                                                                       |Star                              |10 05 25.8959227512 +38 46 18.093595656|183.5343588747156 +53.6311225444092|  -8.656 -0.880    |10.86    |~                   |    ~     ~    |    1| 1903.674   pc  | -53.9972    +53.9972  |paral   |2020yCat.1350....0G
2543|TYC 3000-749-1                                                                                                                                                                                                                                       |Star                              |10 10 05.7559943376 +39 24 50.566090896|182.2638649186035 +54.4528162158865| -9.616 -12.067    |10.89    |~                   |    ~     ~    |    1| 1151.145   pc  | -20.8046    +20.8046  |paral   |2020yCat.1350....0G
2544|BD+39 2307                                                                                                                                                                                                                                           |Star                              |10 03 51.3935128152 +38 40 09.245499420|183.7576471104737 +53.3357851017731| -11.433 -5.255    |10.53    |~                   |    ~     ~    |    1|  463.113   pc  |  -4.6541     +4.6541  |paral   |2020yCat.1350....0G
2545|TYC 3003-241-1                                                                                                                                                                                                                                       |Star                              |10 11 45.158 +42 22 00.88              |177.179597 +54.250475              |        1.6 3.0    |10.01    |~                   |    ~     ~    |    0|                |                       |        |                   
2546|TYC 3003-523-1                                                                                                                                                                                                                                       |Star                              |10 05 00.1699610208 +41 18 50.681326356|179.3237781370733 +53.2111773129119| -9.167 -18.956    |10.83    |~                   |    ~     ~    |    1|  346.789   pc  |  -1.9001     +1.9001  |paral   |2020yCat.1350....0G
2547|TYC 3003-705-1                                                                                                                                                                                                                                       |Star                              |10 01 32.8032752976 +41 29 47.310730440|179.1946233574134 +52.5424653554854|   6.888 -4.467    |10.79    |~                   |    ~     ~    |    1| 1556.420   pc  | -37.0634    +37.0634  |paral   |2020yCat.1350....0G
2548|TYC 3003-815-1                                                                                                                                                                                                                                       |Star                              |10 00 15.8874138888 +41 02 43.753953372|179.9846079583001 +52.3701956049978|   -3.127 0.173    |10.93    |~                   |    ~     ~    |    1| 2572.678   pc  | -99.9420    +99.9420  |paral   |2020yCat.1350....0G
2549|HD 87411B                                                                                                                                                                                                                                            |Star                              |10 05 43.4860380404 +41 02 43.141257591|179.7313621990595 +53.3882432789723| -36.211 -7.909    |8.74     |~                   |    ~     ~    |    1|  135.518   pc  |  -1.1312     +1.1312  |paral   |2020yCat.1350....0G
2550|TYC 3004-145-1                                                                                                                                                                                                                                       |Star                              |10 13 33.1239817320 +42 10 30.387118440|177.3806503047842 +54.6164307661207| 34.814 -12.036    |10.69    |~                   |    ~     ~    |    1|  433.595   pc  | -21.4701    +21.4701  |paral   |2020yCat.1350....0G
2551|TYC 3006-750-1                                                                                                                                                                                                                                       |Star                              |10 11 13.2620166960 +42 32 15.582309072|176.9298667537568 +54.1185074905560|  -10.157 1.387    |10.95    |~                   |    ~     ~    |    1|  789.640   pc  |  -8.8541     +8.8541  |paral   |2020yCat.1350....0G
2552|TYC 3007-792-1                                                                                                                                                                                                                                       |Star                              |10 13 46.2040021008 +43 37 35.651623224|174.9342402435210 +54.3210157542151| -23.415 -4.839    |10.74    |~                   |    ~     ~    |    1| 1261.352   pc  | -93.7104    +93.7104  |paral   |2020yCat.1350....0G
2553|TYC 3007-854-1                                                                                                                                                                                                                                       |Star                              |10 14 34.9349278944 +43 55 22.148645988|174.3788460341508 +54.3880947977917|   -5.296 1.974    |10.56    |~                   |    ~     ~    |    1|  842.318   pc  |  -9.9330     +9.9330  |paral   |2020yCat.1350....0G
2554|TYC 3434-378-1                                                                                                                                                                                                                                       |Star                              |10 00 24.8947920720 +47 06 08.784576936|170.3887799085974 +51.1559879796565|  -4.464 -6.103    |10.95    |~                   |    ~     ~    |    1| 1579.779   pc  | -38.1842    +38.1842  |paral   |2020yCat.1350....0G
2555|TYC 3434-778-1                                                                                                                                                                                                                                       |Star                              |10 13 02.1783903168 +46 19 50.326454388|170.5846796243415 +53.4495439255252|   0.440 -2.285    |10.45    |~                   |    ~     ~    |    1|  949.938   pc  | -14.9796    +14.9796  |paral   |2020yCat.1350....0G
2556|TYC 3434-820-1                                                                                                                                                                                                                                       |Star                              |10 08 53.3020243944 +47 16 51.132146088|169.4425028279235 +52.4833538290693|-26.472 -18.512    |10.92    |~                   |    ~     ~    |    1|  236.183   pc  |  -0.9316     +0.9316  |paral   |2020yCat.1350....0G
2557|TYC 3434-1008-1                                                                                                                                                                                                                                      |Spectroscopic Binary              |10 10 32.5048916640 +46 47 22.764726132|170.0724644455792 +52.9015320480100|  -7.027 -1.946    |10.92    |~                   |    ~     ~    |    1|  606.796   pc  | -12.9239    +12.9239  |paral   |2020yCat.1350....0G
2558|BD+50 1715                                                                                                                                                                                                                                           |Double or Multiple Star           |10 07 19.7141232888 +49 42 15.179623272|165.8638606956402 +51.4445744484681|  7.227 -42.233    |10.615   |~                   |    ~     ~    |    1|  209.789   pc  |  -1.0343     +1.0343  |paral   |2020yCat.1350....0G
2559|TYC 3440-250-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 09 56.7109972656 +50 09 02.129696604|164.9507763085118 +51.6777470729755| -51.621 -1.616    |10.99    |~                   |    ~     ~    |    1|  267.201   pc  |  -1.1281     +1.1281  |paral   |2020yCat.1350....0G
2560|TYC 3440-740-1                                                                                                                                                                                                                                       |Star                              |10 01 57.5188830816 +52 15 36.437623380|162.5890519458301 +49.7339874814260|  3.867 -10.453    |10.81    |~                   |    ~     ~    |    1| 1003.613   pc  | -14.7057    +14.7057  |paral   |2020yCat.1350....0G
2561|TYC 3440-1288-1                                                                                                                                                                                                                                      |Star                              |10 07 53.3574159408 +50 26 01.115082888|164.7212032644144 +51.2684893751643|  19.969 -1.765    |10.51    |~                   |    ~     ~    |    1|  197.734   pc  |  -2.3146     +2.3146  |paral   |2020yCat.1350....0G
2562|TYC 3814-35-1                                                                                                                                                                                                                                        |High Proper Motion Star           |10 03 12.3180187824 +54 58 17.797919448|158.6639845257021 +48.8221456098871|  7.772 -57.747    |10.35    |~                   |    ~     ~    |    1|  247.121   pc  |  -2.3328     +2.3328  |paral   |2020yCat.1350....0G
2563|TYC 3817-264-1                                                                                                                                                                                                                                       |Star                              |10 01 57.0517480896 +57 02 16.730435904|155.9874105369021 +47.7591844100982|   2.774 -3.807    |10.96    |~                   |    ~     ~    |    1| 2237.136   pc  | -65.5626    +65.5626  |paral   |2020yCat.1350....0G
2564|TYC 3820-110-1                                                                                                                                                                                                                                       |Star                              |10 02 08.1293325144 +59 00 02.504945196|153.4100763485709 +46.8648487363824|  12.432 -8.790    |10.98    |~                   |    ~     ~    |    1|  250.069   pc  |  -1.0443     +1.0443  |paral   |2020yCat.1350....0G
2565|TYC 3821-1178-1                                                                                                                                                                                                                                      |Star                              |10 13 13.5905471304 +58 19 42.877018056|153.2020226661351 +48.4494150581786|-10.282 -15.803    |9.69     |~                   |    ~     ~    |    1|  618.314   pc  |  -5.5818     +5.5818  |paral   |2020yCat.1350....0G
2566|TYC 4140-1510-1                                                                                                                                                                                                                                      |Star                              |10 09 02.5464993432 +64 26 43.707109848|146.1759761376602 +44.6582937052008| -9.715 -25.233    |10.56    |~                   |    ~     ~    |    1|  175.405   pc  |  -0.4184     +0.4184  |paral   |2020yCat.1350....0G
2567|TYC 4143-342-1                                                                                                                                                                                                                                       |Star                              |10 10 24.2047413672 +65 14 13.470470628|145.1591552529932 +44.3100231117279|  -10.871 2.903    |10.57    |~                   |    ~     ~    |    1|  321.048   pc  | -21.4698    +21.4698  |paral   |2020yCat.1350....0G
2568|TYC 4384-1329-1                                                                                                                                                                                                                                      |Star                              |10 08 39.4336796712 +69 10 32.680775928|141.0378510519976 +41.7654395295071|  -3.806 -7.365    |10.99    |~                   |    ~     ~    |    1| 1452.855   pc  | -22.5854    +22.5854  |paral   |2020yCat.1350....0G
2569|TYC 4387-574-1                                                                                                                                                                                                                                       |Star                              |10 10 39.4328041152 +70 30 39.656866356|139.5206810969741 +41.0458778513042|  -0.855 -4.517    |10.72    |~                   |    ~     ~    |    1| 1896.094   pc  | -48.8943    +48.8943  |paral   |2020yCat.1350....0G
2570|BD+75 403B                                                                                                                                                                                                                                           |High Proper Motion Star           |10 10 58.9233676879 +75 08 28.181723373|135.0305205756940 +37.9719771947163|226.884 246.836    |10.26    |~                   |    ~     ~    |    1|   21.0485  pc  |  -0.0087     +0.0087  |paral   |2020yCat.1350....0G
2571|TYC 4542-373-1                                                                                                                                                                                                                                       |Star                              |10 11 35.6932755816 +75 26 02.124833244|134.7275026502530 +37.7986889312711|   1.915 -7.276    |10.54    |~                   |    ~     ~    |    1|  781.006   pc  |  -5.8557     +5.8557  |paral   |2020yCat.1350....0G
2572|TYC 4545-1543-1                                                                                                                                                                                                                                      |Star                              |10 02 22.3108310688 +79 02 37.127962752|131.9041932827517 +34.9491325574000|  -2.607 -6.920    |10.71    |~                   |    ~     ~    |    1| 2126.302   pc  | -54.2539    +54.2539  |paral   |2020yCat.1350....0G
2573|TYC 4548-182-1                                                                                                                                                                                                                                       |Star                              |10 08 37.8125003880 +80 04 35.018606892|130.7632520150205 +34.4327025184724|   0.837 -2.630    |10.94    |~                   |    ~     ~    |    1| 2087.247   pc  | -49.2296    +49.2296  |paral   |2020yCat.1350....0G
2574|TYC 1967-947-1                                                                                                                                                                                                                                       |Star                              |10 01 59.2558578216 +28 00 49.622547564|201.4747919906149 +52.6295366996105|  6.366 -22.486    |10.95    |~                   |    ~     ~    |    1|  375.446   pc  |  -2.8897     +2.8897  |paral   |2020yCat.1350....0G
2575|HD 87443B                                                                                                                                                                                                                                            |Star                              |10 05 38.5338028835 +31 05 12.524085885|196.5325811183961 +53.7771793578314|-42.967 -10.929    |9.37     |~                   |    ~     ~    |    1|  197.363   pc  |  -3.3498     +3.3498  |paral   |2020yCat.1350....0G
2576|TYC 2509-3-1                                                                                                                                                                                                                                         |Star                              |10 02 58.3243144608 +35 00 08.682764112|189.9086650293056 +53.3529579628888| -15.632 -2.081    |10.75    |~                   |    ~     ~    |    1|  387.087   pc  |  -2.5023     +2.5023  |paral   |2020yCat.1350....0G
2577|NAME AG+16 1088A                   NAME AG+16 1088A                                                                                                                                                                                                  |High Proper Motion Star           |10 10 04.2559623672 +16 23 12.531673428|220.4849571627327 +51.2087318289134| -131.905 4.903    |10.55    |~                   |    ~     ~    |    1|  164.560   pc  |  -0.6201     +0.6201  |paral   |2020yCat.1350....0G
