C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:38:56

dec >=0&rah >=9.25&rah< 9.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3041

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
2365|HD 81857                                                                                                                                    |Star                                |09 28 31.2578197128 +11 38 06.560374488|220.6830044890360 +40.0709972937076| -11.793 24.667   |8.82     |G5             |    ~     ~    |    1|  324.876   pc  |  -2.4486     +2.4486  |paral   |2020yCat.1350....0G
2366|BD+12 2044                                                                                                                                  |High Proper Motion Star             |09 28 42.6273633960 +11 28 41.641850712|220.8939446403620 +40.0443226658810| 29.606 -91.419   |9.78     |G5             |    ~     ~    |    1|  153.461   pc  |  -0.3862     +0.3862  |paral   |2020yCat.1350....0G
2367|NGC 2873                           NGC 2873                                                                                                 |Galaxy                              |09 25 48.4908844680 +11 27 15.296501376|220.5185798099499 +39.3940447167640|            ~ ~   |     ~   |~              |0.410 0.189    |    0|                |                       |        |                   
2368|NGC 2872                           NGC 2872                                                                                                 |Interacting Galaxies                |09 25 42.5308974048 +11 25 55.727649480|220.5305962225003 +39.3625064410163|            ~ ~   |     ~   |~              |1.083 0.845    |    1|   48.1     Mpc |                       |        |2008MNRAS.389.1924F
2369|NGC 2874                           NGC 2875                           NGC 2874 75                        NGC 2874                           |LINER-type Active Galaxy Nucleus    |09 25 47.3242685280 +11 25 28.605679896|220.5504052576439 +39.3768411258900|            ~ ~   |     ~   |~              |1.747 0.559    |    1|   35.81    Mpc |  -2.09       +2.09    |T-F     |2020ApJ...902..145K
2370|TYC 823-304-1                                                                                                                               |Star                                |09 25 35.3714015712 +11 40 43.988788848|220.2265424773688 +39.4433547628753|   5.777 -0.050   |10.60    |~              |    ~     ~    |    1| 1266.143   pc  | -51.4601    +51.4601  |paral   |2020yCat.1350....0G
2371|TYC 823-398-1                                                                                                                               |Star                                |09 26 55.8151564608 +11 54 10.518242616|220.1482036292073 +39.8360490644310|  -7.365 -4.311   |10.93    |~              |    ~     ~    |    1|  348.396   pc  |  -2.0877     +2.0877  |paral   |2020yCat.1350....0G
2372|TYC 823-449-1                                                                                                                               |Star                                |09 25 54.4897982568 +12 13 34.081956732|219.6287383424966 +39.7489124511578| -24.938 -5.668   |10.69    |~              |    ~     ~    |    1|  379.406   pc  |  -4.5200     +4.5200  |paral   |2020yCat.1350....0G
2373|TYC 823-532-1                                                                                                                               |Star                                |09 27 40.0996169832 +11 22 06.448700856|220.8769998847363 +39.7666605545755| -16.632 -4.492   |10.41    |~              |    ~     ~    |    1|  805.932   pc  | -11.7564    +11.7564  |paral   |2020yCat.1350....0G
2374|TYC 823-590-1                                                                                                                               |Star                                |09 29 55.7267925912 +11 55 40.445535540|220.5331690144703 +40.5084270972498|-10.701 -10.295   |10.04    |~              |    ~     ~    |    1|  348.299   pc  |  -2.5961     +2.5961  |paral   |2020yCat.1350....0G
2375|TYC 823-676-1                                                                                                                               |Star                                |09 26 37.7472909720 +11 42 51.624037548|220.3280309822933 +39.6881150967227|   2.076 -2.078   |10.25    |~              |    ~     ~    |    1| 1071.008   pc  | -22.5970    +22.5970  |paral   |2020yCat.1350....0G
2376|TYC 823-694-1                                                                                                                               |Star                                |09 29 40.6425046800 +11 15 35.278411572|221.2865036963757 +40.1614456134498|   0.957 -2.730   |10.32    |~              |    ~     ~    |    1| 1011.634   pc  | -26.1991    +26.1991  |paral   |2020yCat.1350....0G
2377|GSC 00823-00766                                                                                                                             |Double or Multiple Star             |09 23 07.3616146392 +11 14 33.799865568|220.3940911421347 +38.7094394116877|  -1.417 -4.634   |10.054   |~              |    ~     ~    |    1|  763.825   pc  |  -9.0431     +9.0431  |paral   |2020yCat.1350....0G
2378|TYC 823-850-1                                                                                                                               |Star                                |09 27 30.1501442568 +11 42 44.664797268|220.4508620399745 +39.8799582870302|  -20.298 6.012   |9.97     |~              |    ~     ~    |    1|  632.551   pc  |  -6.9621     +6.9621  |paral   |2020yCat.1350....0G
2379|TYC 823-866-1                                                                                                                               |Star                                |09 26 03.8592013296 +11 45 59.647068756|220.1892247718640 +39.5860689455175| -9.673 -11.127   |10.26    |~              |    ~     ~    |    1|  219.529   pc  |  -1.8603     +1.8603  |paral   |2020yCat.1350....0G
2380|TYC 823-890-1                                                                                                                               |High Proper Motion Star             |09 29 35.0577318792 +11 26 17.045572236|221.0637390048241 +40.2192563947574|-60.701 -43.911   |9.89     |~              |    ~     ~    |    1|  184.522   pc  |  -0.6844     +0.6844  |paral   |2020yCat.1350....0G
2381|TYC 823-931-1                                                                                                                               |Star                                |09 27 19.6794472608 +11 37 04.122066468|220.5376876690843 +39.8004016897364| -1.016 -10.161   |10.49    |~              |    ~     ~    |    1|  866.476   pc  | -16.5172    +16.5172  |paral   |2020yCat.1350....0G
2382|TYC 823-942-1                                                                                                                               |Star                                |09 25 18.2850498672 +12 00 29.748323268|219.8025337190444 +39.5224005193052| -2.771 -11.464   |10.83    |~              |    ~     ~    |    1|  428.247   pc  |  -3.0627     +3.0627  |paral   |2020yCat.1350....0G
2383|TYC 823-950-1                                                                                                                               |Star                                |09 27 41.1324455376 +11 22 50.932074036|220.8649477903177 +39.7758623823308| -24.304 -6.423   |10.72    |~              |    ~     ~    |    1|  249.364   pc  |  -6.7157     +6.7157  |paral   |2020yCat.1350....0G
2384|TYC 823-1009-1                                                                                                                              |Star                                |09 24 38.8043539656 +11 07 40.920478572|220.7365331988160 +38.9953445926400|-17.669 -29.194   |10.71    |~              |    ~     ~    |    1|  206.152   pc  |  -0.6885     +0.6885  |paral   |2020yCat.1350....0G
2385|TYC 823-1134-1                                                                                                                              |Star                                |09 29 44.2938865392 +11 51 11.612616264|220.5951317529383 +40.4340797172683|  22.240 -6.994   |10.82    |~              |    ~     ~    |    1|  395.148   pc  |  -3.0448     +3.0448  |paral   |2020yCat.1350....0G
2386|TYC 823-1225-1                                                                                                                              |Star                                |09 28 32.2206943992 +11 24 10.719640656|220.9580172615030 +39.9731803184509|  -9.953 -2.505   |10.56    |~              |    ~     ~    |    1|  510.725   pc  |  -5.1907     +5.1907  |paral   |2020yCat.1350....0G
2387|TYC 826-492-1                                                                                                                               |Star                                |09 23 41.4041707152 +12 46 37.749308520|218.6833253744686 +39.4912733614882|   -5.638 3.690   |10.52    |~              |    ~     ~    |    1|  980.488   pc  | -24.9953    +24.9953  |paral   |2020yCat.1350....0G
2388|TYC 826-662-1                                                                                                                               |Star                                |09 29 16.7336370936 +13 26 52.329956136|218.6263245969851 +41.0077332924355|-12.771 -18.218   |10.37    |~              |    ~     ~    |    1|  724.061   pc  | -12.9493    +12.9493  |paral   |2020yCat.1350....0G
2389|TYC 826-867-1                                                                                                                               |Star                                |09 27 16.2849332472 +13 05 40.278850044|218.7829249283194 +40.4166634500820| 11.405 -21.682   |10.95    |~              |    ~     ~    |    1|  426.803   pc  |  -3.5339     +3.5339  |paral   |2020yCat.1350....0G
2390|TYC 826-897-1                                                                                                                               |Star                                |09 29 34.0424016144 +13 25 36.033419136|218.6903654639761 +41.0628337357359|  -6.424 -2.237   |10.05    |~              |    ~     ~    |    1| 1370.614   pc  | -34.0023    +34.0023  |paral   |2020yCat.1350....0G
2391|TYC 826-903-1                                                                                                                               |Star                                |09 28 33.1415756304 +12 32 00.304846512|219.6243546130593 +40.4639729368874|-16.531 -13.620   |10.17    |~              |    ~     ~    |    1|  290.554   pc  |  -1.7897     +1.7897  |paral   |2020yCat.1350....0G
2392|TYC 826-908-1                                                                                                                               |Star                                |09 28 06.9802235088 +12 52 08.768967204|219.1652222540569 +40.5092931619077|  -0.757 -4.346   |9.65     |~              |    ~     ~    |    1|  587.199   pc  |  -6.4478     +6.4478  |paral   |2020yCat.1350....0G
2393|TYC 826-987-1                                                                                                                               |Star                                |09 24 21.6610542672 +12 34 00.197701032|219.0200310940489 +39.5512976208439| -12.692 -9.217   |10.55    |~              |    ~     ~    |    1|  589.414   pc  |  -5.5933     +5.5933  |paral   |2020yCat.1350....0G
2394|TYC 826-1008-1                                                                                                                              |Star                                |09 23 57.2778397464 +12 48 11.257732620|218.6877754533038 +39.5607214705303|   -3.346 1.861   |10.16    |~              |    ~     ~    |    1|  320.667   pc  |  -2.2314     +2.2314  |paral   |2020yCat.1350....0G
2395|TYC 826-1068-1                                                                                                                              |Star                                |09 25 52.9478202816 +12 53 38.774458644|218.8363089925572 +40.0255321317574|  -36.333 9.769   |9.57     |~              |    ~     ~    |    1|  131.489   pc  |  -4.9966     +4.9966  |paral   |2020yCat.1350....0G
2396|TYC 826-1085-1                                                                                                                              |Star                                |09 26 45.2587252800 +13 22 18.886993032|218.3828421800489 +40.4172858356427|-44.121 -21.258   |9.69     |~              |    ~     ~    |    1|   92.054   pc  |  -0.1551     +0.1551  |paral   |2020yCat.1350....0G
2397|TYC 826-1088-1                                                                                                                              |Star                                |09 29 13.9318321200 +13 22 56.059178556|218.6992547021137 +40.9702390248303|    8.075 2.961   |10.83    |~              |    ~     ~    |    1|  294.794   pc  |  -1.7468     +1.7468  |paral   |2020yCat.1350....0G
2398|TYC 826-1110-1                                                                                                                              |Star                                |09 26 03.6380771208 +12 31 51.131369244|219.2901075617616 +39.9120838826129|  -31.398 6.589   |10.77    |~              |    ~     ~    |    1|  724.795   pc  | -11.8199    +11.8199  |paral   |2020yCat.1350....0G
2399|TYC 826-1155-1                                                                                                                              |Star                                |09 23 24.2166790368 +13 12 11.806790796|218.1431979037836 +39.6052638268451|    4.144 5.280   |9.87     |~              |    ~     ~    |    1|  614.100   pc  |  -6.0716     +6.0716  |paral   |2020yCat.1350....0G
2400|TYC 826-1221-1                                                                                                                              |Star                                |09 29 40.9405299192 +12 31 05.467524600|219.7967491422703 +40.7071632050044|  0.932 -16.448   |10.81    |~              |    ~     ~    |    1|  646.162   pc  |  -7.0144     +7.0144  |paral   |2020yCat.1350....0G
2401|BD+11 2030                                                                                                                                  |Star                                |09 24 28.1335101888 +10 59 40.596397656|220.8659866482122 +38.8975215103605|  4.501 -10.213   |10.55    |K2             |    ~     ~    |    1|  755.458   pc  |  -8.2183     +8.2183  |paral   |2020yCat.1350....0G
2402|HD 81228                                                                                                                                    |Star                                |09 24 44.0593758384 +10 56 27.197060100|220.9648520893463 +38.9323430571679|-42.832 -15.964   |8.86     |F5             |    ~     ~    |    1|  197.761   pc  |  -0.6766     +0.6766  |paral   |2020yCat.1350....0G
2403|HD 81123                                                                                                                                    |Star                                |09 24 09.3673638000 +10 32 48.655940388|221.3373553535350 +38.6304911263012| 30.353 -15.373   |8.08     |K2             |    ~     ~    |    1|  547.705   pc  |  -7.7395     +7.7395  |paral   |2020yCat.1350....0G
2404|BD+11 2031                                                                                                                                  |Star                                |09 24 32.3285199144 +10 26 24.096064200|221.5134803582097 +38.6670965976888| -12.121 -2.510   |9.87     |F5             |    ~     ~    |    1|  272.673   pc  |  -1.9852     +1.9852  |paral   |2020yCat.1350....0G
2405|HD 81285                                                                                                                                    |High Proper Motion Star             |09 25 02.2323595656 +10 24 54.637887024|221.6121296999746 +38.7656325579893|-45.928 -21.655   |8.91     |A2             |    ~     ~    |    1|  310.049   pc  |  -6.4023     +6.4023  |paral   |2020yCat.1350....0G
2406|BD+10 1986                                                                                                                                  |Star                                |09 22 46.4820713424 +10 09 54.685743444|221.5794626623043 +38.1560733812814|-12.682 -32.612   |10.05    |F8             |    ~     ~    |    1|  260.681   pc  |  -1.3115     +1.3115  |paral   |2020yCat.1350....0G
2407|BD+10 1987                                                                                                                                  |Double or Multiple Star             |09 23 12.518688 +10 07 32.65104        |221.685287850 +38.233813482        |    -60.6 -25.2   |9.65     |K0             |    ~     ~    |    0|                |                       |        |                   
2408|BD+10 1988                                                                                                                                  |Star                                |09 23 46.9091281032 +09 51 02.024250804|222.0789890094882 +38.2357720772301| 10.222 -11.513   |9.63     |A5             |    ~     ~    |    1|  297.522   pc  |  -1.7792     +1.7792  |paral   |2020yCat.1350....0G
2409|BD+10 1989                                                                                                                                  |Star                                |09 24 00.1072854552 +10 20 13.331620644|221.5558747677913 +38.5029407978224| -20.274 -7.486   |9.61     |A5             |    ~     ~    |    1|  263.852   pc  |  -1.2949     +1.2949  |paral   |2020yCat.1350....0G
2410|BD+10 1990                                                                                                                                  |Star                                |09 24 25.0145212104 +09 33 07.029927288|222.5081884408588 +38.2395518857782| -11.246 -8.156   |9.78     |K2             |    ~     ~    |    1|  335.739   pc  |  -1.8712     +1.8712  |paral   |2020yCat.1350....0G
2411|HD 81249                                                                                                                                    |Star                                |09 24 49.2354640032 +09 31 29.630156376|222.5967176038568 +38.3157585984897|  -0.736 -5.772   |8.68     |F0             |    ~     ~    |    1|  140.938   pc  |  -0.4906     +0.4906  |paral   |2020yCat.1350....0G
2412|HD 81324                                                                                                                                    |High Proper Motion Star             |09 25 09.5677329000 +09 28 44.341090248|222.6974779481763 +38.3690890863675| -3.558 -54.183   |8.42     |K0             |    ~     ~    |    1|  143.602   pc  |  -0.5341     +0.5341  |paral   |2020yCat.1350....0G
2413|BD+09 2166                                                                                                                                  |Star                                |09 23 02.1601057440 +09 02 35.038886388|222.8838426485522 +37.7035094558083|  10.235 -8.885   |10.33    |G5             |    ~     ~    |    1|  415.541   pc  |  -5.5429     +5.5429  |paral   |2020yCat.1350....0G
2414|BD+09 2167                                                                                                                                  |Star                                |09 23 09.6637527552 +09 00 45.600935292|222.9359307468435 +37.7169071666858| -27.759 -2.595   |9.68     |F2             |    ~     ~    |    1|  202.976   pc  |  -0.7333     +0.7333  |paral   |2020yCat.1350....0G
2415|BD+09 2168                                                                                                                                  |Double or Multiple Star             |09 23 17.355 +09 21 26.43              |222.566760 +37.903280              |      3.0 -31.0   |10.6     |G0             |    ~     ~    |    0|                |                       |        |                   
2416|HD 81211                                                                                                                                    |Star                                |09 24 33.5721197208 +09 22 47.754178716|222.7233828482668 +38.1922035276994|  -8.088 -1.074   |8.59     |K0             |    ~     ~    |    1|  572.541   pc  |  -8.1623     +8.1623  |paral   |2020yCat.1350....0G
2417|BD+09 2176                                                                                                                                  |Star                                |09 24 43.2416494800 +08 49 37.799088528|223.3698290329625 +37.9726075408848|  -0.883 -1.574   |9.49     |K5             |    ~     ~    |    1| 1070.205   pc  | -20.2725    +20.2725  |paral   |2020yCat.1350....0G
2418|BD+09 2179                                                                                                                                  |Star                                |09 24 51.9934711704 +08 56 10.825156032|223.2682540750672 +38.0551465477872|  -4.222 -3.214   |9.52     |G5             |    ~     ~    |    1|  562.905   pc  |  -4.4994     +4.4994  |paral   |2020yCat.1350....0G
2419|BD+09 2180                                                                                                                                  |Star                                |09 24 58.1850665520 +08 58 39.591567552|223.2367084635607 +38.0968651312393| -23.449 -8.783   |9.73     |F5             |    ~     ~    |    1|  174.161   pc  |  -0.4883     +0.4883  |paral   |2020yCat.1350....0G
2420|** J 388B                                                                                                                                   |Star                                |09 27 32.87 +10 00 00.0                |222.44640 +39.13029                |         -2 -24   |9.9      |G5             |    ~     ~    |    0|                |                       |        |                   
2421|HD 81690                                                                                                                                    |Star                                |09 27 32.8456922784 +10 53 53.911433544|221.4082238117387 +39.5329446324351| -18.888 -3.514   |8.48     |K0             |    ~     ~    |    1|  463.951   pc  |  -5.6180     +5.6180  |paral   |2020yCat.1350....0G
2422|HD 81406                                                                                                                                    |High Proper Motion Star             |09 25 40.5695816352 +10 34 14.891507688|221.5233014113701 +38.9756483504892| 22.389 -49.091   |9.15     |F2             |    ~     ~    |    1|  172.420   pc  |  -0.5024     +0.5024  |paral   |2020yCat.1350....0G
2423|BD+11 2038                                                                                                                                  |High Proper Motion Star             |09 27 18.9934659168 +10 47 02.897579436|221.5081923844101 +39.4314801950372|-36.992 -42.854   |9.64     |G5             |    ~     ~    |    1|  277.870   pc  |  -1.6292     +1.6292  |paral   |2020yCat.1350....0G
2424|BD+10 1993                                                                                                                                  |High Proper Motion Star             |09 25 34.7460186528 +10 11 28.309912188|221.9455887401489 +38.7843258980845|-23.526 -97.635   |9.09     |G0             |    ~     ~    |    1|   74.702   pc  |  -0.0965     +0.0965  |paral   |2020yCat.1350....0G
2425|BD+10 1996                                                                                                                                  |Star                                |09 26 17.6733039988 +09 58 42.216978465|222.2913079758793 +38.8454270667024| -42.229 -1.257   |10.52    |G0             |    ~     ~    |    0|                |                       |        |                   
2426|BD+10 1997                                                                                                                                  |Star                                |09 26 29.3463711600 +10 13 00.505637220|222.0456715099528 +38.9957972818750|   -2.099 8.221   |10.07    |F0             |    ~     ~    |    1|  313.303   pc  |  -1.9926     +1.9926  |paral   |2020yCat.1350....0G
2427|BD+10 1999                                                                                                                                  |Star                                |09 27 27.5118009864 +09 50 04.132957848|222.6234861074877 +39.0355007977765| -20.326 -6.467   |9.21     |K0             |    ~     ~    |    1|  387.177   pc  |  -2.8182     +2.8182  |paral   |2020yCat.1350....0G
2428|BD+10 2000                                                                                                                                  |High Proper Motion Star             |09 27 35.7865438584 +09 57 43.672500900|222.4969070071953 +39.1237796556872|-18.883 -53.999   |10.31    |K5             |    ~     ~    |    1|  207.503   pc  |  -0.6889     +0.6889  |paral   |2020yCat.1350....0G
2429|StKM 1-776                                                                                                                                  |High Proper Motion Star             |09 27 46.6201654176 +10 08 09.198132468|222.3230361268476 +39.2421155837744|-44.889 -60.349   |10.97    |K7             |    ~     ~    |    1|   67.240   pc  |  -0.0868     +0.0868  |paral   |2020yCat.1350....0G
2430|HD 81794                                                                                                                                    |Star                                |09 28 07.0879810080 +10 13 04.577762172|222.2774433259084 +39.3540682032090|-26.645 -11.316   |8.29     |K2             |    ~     ~    |    1|  285.984   pc  | -12.7015    +12.7015  |paral   |2020yCat.1350....0G
2431|BD+10 2005                                                                                                                                  |Star                                |09 29 19.1288664840 +10 16 48.597642372|222.3783100759114 +39.6457261691145|  -3.817 -0.485   |10.10    |K0             |    ~     ~    |    1|  793.399   pc  | -14.7299    +14.7299  |paral   |2020yCat.1350....0G
2432|BD+10 2006                                                                                                                                  |Star                                |09 29 42.9723894840 +09 55 37.638276924|222.8442821608542 +39.5726981767897| -10.191 -8.424   |9.38     |K2             |    ~     ~    |    1| 1097.815   pc  | -21.8141    +21.8141  |paral   |2020yCat.1350....0G
2433|BD+10 2007                                                                                                                                  |Spectroscopic Binary                |09 29 49.4752908720 +09 49 46.595825184|222.9726256098039 +39.5519335872169|-12.563 -56.891   |9.29     |G0             |    ~     ~    |    1|  156.669   pc  |  -0.4271     +0.4271  |paral   |2020yCat.1350....0G
2434|BD+09 2184                                                                                                                                  |Star                                |09 27 09.2344039872 +09 09 12.467195388|223.3561265106019 +38.6562371956793|   0.331 -4.839   |9.41     |F5             |    ~     ~    |    1|  175.707   pc  |  -0.5032     +0.5032  |paral   |2020yCat.1350....0G
2435|BD+09 2186                                                                                                                                  |Double or Multiple Star             |09 27 37.1349 +08 57 43.809            |223.6413593 +38.6692245            |   -24.30 13.20   |10.53    |F8             |    ~     ~    |    0|                |                       |        |                   
2436|BD+09 2187                                                                                                                                  |Star                                |09 27 58.2650832552 +08 56 27.352959288|223.7173013795986 +38.7363249961027|   -4.553 5.612   |10.03    |A2             |    ~     ~    |    1|  424.016   pc  |  -3.9913     +3.9913  |paral   |2020yCat.1350....0G
2437|BD+09 2189                                                                                                                                  |Pulsating Variable                  |09 28 33.7893243288 +09 17 25.737994356|223.4065815097924 +39.0279439985585|-14.780 -11.150   |9.85     |A5             |    ~     ~    |    1|  243.968   pc  |  -1.2678     +1.2678  |paral   |2020yCat.1350....0G
2438|ASAS J092430+0910.3                                                                                                                         |Eclipsing Binary                    |09 24 29.7151741680 +09 10 18.037304976|222.9493342409019 +38.0824863011195| 15.139 -18.794   |10.74    |~              |    ~     ~    |    1|  537.403   pc  | -10.2236    +10.2236  |paral   |2020yCat.1350....0G
2439|TYC 820-485-1                                                                                                                               |High Proper Motion Star             |09 24 06.0127317312 +09 05 06.316495980|222.9898824622023 +37.9560531652113|  -54.112 7.009   |10.36    |~              |    ~     ~    |    1|  124.207   pc  |  -0.2237     +0.2237  |paral   |2020yCat.1350....0G
2440|TYC 820-579-1                                                                                                                               |High Proper Motion Star             |09 26 19.6085136552 +09 07 04.429472232|223.2757286189104 +38.4587777514598|  -59.402 7.830   |10.56    |~              |    ~     ~    |    1|  195.419   pc  |  -0.6874     +0.6874  |paral   |2020yCat.1350....0G
2441|TYC 820-654-1                                                                                                                               |High Proper Motion Star             |09 24 16.1339933832 +09 11 56.451065784|222.8858631595597 +38.0454629333820|-101.919 -36.082  |9.88     |~              |    ~     ~    |    1|  130.574   pc  |  -0.2472     +0.2472  |paral   |2020yCat.1350....0G
2442|TYC 820-678-1                                                                                                                               |Star                                |09 29 24.4228384968 +09 42 24.075553428|223.0532311716269 +39.4042122931200|-15.037 -24.422   |10.82    |~              |    ~     ~    |    1|  344.792   pc  |  -3.1147     +3.1147  |paral   |2020yCat.1350....0G
2443|TYC 820-734-1                                                                                                                               |Star                                |09 28 21.6809063160 +09 46 10.454214756|222.8286567623821 +39.2038518611330|  2.139 -25.972   |10.35    |~              |    ~     ~    |    1| 1348.254   pc  | -29.0846    +29.0846  |paral   |2020yCat.1350....0G
2444|TYC 820-885-1                                                                                                                               |Star                                |09 22 50.5416390504 +09 17 06.099863208|222.5842941506954 +37.7721620657148|   -9.521 0.348   |10.47    |~              |    ~     ~    |    1|  820.412   pc  | -10.4327    +10.4327  |paral   |2020yCat.1350....0G
2445|TYC 820-954-1                                                                                                                               |Star                                |09 26 46.5885850416 +09 10 45.008031468|223.2718357530445 +38.5855178974545|   4.600 -5.026   |10.14    |~              |    ~     ~    |    1| 1268.392   pc  | -28.3152    +28.3152  |paral   |2020yCat.1350....0G
2446|GSC 00823-00336                                                                                                                             |Double or Multiple Star             |09 29 01.4991677880 +10 47 04.556641344|221.7499947948428 +39.8074344693013|-17.529 -12.950   |9.796    |~              |    ~     ~    |    1|  205.288   pc  |  -1.0831     +1.0831  |paral   |2020yCat.1350....0G
2447|TYC 823-460-1                                                                                                                               |Star                                |09 23 43.4867023200 +10 45 04.348938096|221.0427305630977 +38.6261798390010|   0.268 -5.896   |10.93    |~              |    ~     ~    |    1|  143.488   pc  |  -0.3624     +0.3624  |paral   |2020yCat.1350....0G
2448|TYC 823-618-1                                                                                                                               |Star                                |09 23 38.1169878528 +10 46 48.932092308|220.9969390245040 +38.6193114318319|  -9.213 -5.189   |10.13    |~              |    ~     ~    |    1|  780.518   pc  | -28.6328    +28.6328  |paral   |2020yCat.1350....0G
2449|TYC 823-641-1                                                                                                                               |High Proper Motion Star             |09 27 04.6484773224 +10 07 13.045785132|222.2406432559712 +39.0814916633351|-63.301 -16.369   |10.47    |~              |    ~     ~    |    1|  107.326   pc  |  -0.2212     +0.2212  |paral   |2020yCat.1350....0G
2450|TYC 823-756-1                                                                                                                               |Star                                |09 22 47.6122439376 +10 11 55.960981728|221.5437991906046 +38.1753117798000|  -9.501 -7.043   |10.82    |~              |    ~     ~    |    1|  306.157   pc  |  -1.6872     +1.6872  |paral   |2020yCat.1350....0G
2451|TYC 823-875-1                                                                                                                               |High Proper Motion Star             |09 26 07.1628642528 +10 10 17.177349072|222.0450769668471 +38.8941407093690|  8.194 -45.874   |10.54    |~              |    ~     ~    |    1|  236.083   pc  |  -3.6005     +3.6005  |paral   |2020yCat.1350....0G
2452|TYC 823-876-1                                                                                                                               |High Proper Motion Star             |09 29 11.3237023536 +10 35 17.251655496|222.0021133295013 +39.7556584201623| -60.046 13.530   |10.71    |~              |    ~     ~    |    1|  273.038   pc  |  -1.3941     +1.3941  |paral   |2020yCat.1350....0G
2453|TYC 823-902-1                                                                                                                               |Star                                |09 23 47.2366144512 +10 45 04.729716144|221.0513025795109 +38.6399931249793|   30.280 3.861   |10.38    |~              |    ~     ~    |    1|  314.515   pc  | -12.1374    +12.1374  |paral   |2020yCat.1350....0G
2454|TYC 823-1031-1                                                                                                                              |Star                                |09 26 18.5982124560 +10 10 11.411236321|222.0740719379865 +38.9352875995444| -27.837 -3.326   |10.05    |~              |    ~     ~    |    0|                |                       |        |                   
2455|TYC 823-1060-1                                                                                                                              |Star                                |09 22 32.7073472784 +10 24 33.727392072|221.2694444484932 +38.2146631467198|  2.977 -10.951   |9.99     |~              |    ~     ~    |    1|  586.854   pc  |  -6.6124     +6.6124  |paral   |2020yCat.1350....0G
2456|BD+10 1987B                                                                                                                                 |High Proper Motion Star             |09 23 12.500586 +10 07 32.36799        |221.685334849 +38.233711835        |    -60.4 -25.1   |10.22    |~              |    ~     ~    |    0|                |                       |        |                   
2457|TYC 823-1140-1                                                                                                                              |High Proper Motion Star             |09 23 54.0663033432 +10 49 23.546054244|220.9845347787310 +38.6968481976477|-58.872 -34.568   |10.87    |~              |    ~     ~    |    1|  175.673   pc  |  -0.4845     +0.4845  |paral   |2020yCat.1350....0G
2458|TYC 823-1149-1                                                                                                                              |Star                                |09 26 30.6366518160 +10 24 41.633188416|221.8246904969974 +39.0879967821601| -13.129 -1.599   |10.70    |~              |    ~     ~    |    1|  326.062   pc  |  -1.9988     +1.9988  |paral   |2020yCat.1350....0G
2459|TYC 823-1205-1                                                                                                                              |Star                                |09 29 20.3675851272 +10 47 45.530715696|221.7815388476800 +39.8816449675058|  -7.995 -4.838   |10.28    |~              |    ~     ~    |    1|  818.130   pc  | -14.2569    +14.2569  |paral   |2020yCat.1350....0G
2460|TYC 823-1279-1                                                                                                                              |Star                                |09 29 04.1659702680 +10 20 56.645921148|222.2625355571304 +39.6220623581537|-28.705 -30.282   |10.07    |~              |    ~     ~    |    1|  251.756   pc  |  -1.2169     +1.2169  |paral   |2020yCat.1350....0G
2461|BD+09 2169                                                                                                                                  |Star                                |09 23 44.1940286232 +08 37 59.317900284|223.4442132639871 +37.6671092806131|   5.279 -5.564   |9.05     |M0             |    ~     ~    |    1| 1122.083   pc  | -31.6026    +31.6026  |paral   |2020yCat.1350....0G
2462|BD+09 2170                                                                                                                                  |Star                                |09 23 48.4205478120 +08 36 22.816050876|223.4844252015142 +37.6700371429980|   5.205 -8.703   |10.03    |G0             |    ~     ~    |    1|  548.968   pc  | -24.3504    +24.3504  |paral   |2020yCat.1350....0G
2463|BD+09 2174                                                                                                                                  |Star                                |09 24 23.9445474120 +08 31 32.188355616|223.6610012024458 +37.7618489758721|  -24.045 3.533   |10.43    |F8             |    ~     ~    |    1|  253.267   pc  |  -1.2765     +1.2765  |paral   |2020yCat.1350....0G
2464|BD+09 2177                                                                                                                                  |Spectroscopic Binary                |09 24 44.9123795304 +08 25 28.516986444|223.8251036426844 +37.7909681287059|-37.484 -22.654   |10.25    |F8             |    ~     ~    |    1|  202.511   pc  |  -6.8119     +6.8119  |paral   |2020yCat.1350....0G
2465|HD 81250                                                                                                                                    |Star                                |09 24 45.8526530520 +08 26 45.477274380|223.8034969756277 +37.8044046176533|   -5.624 6.510   |9.17     |F5             |    ~     ~    |    1|  191.777   pc  |  -0.6252     +0.6252  |paral   |2020yCat.1350....0G
2466|BD+08 2212                                                                                                                                  |Star                                |09 22 50.9113027896 +08 09 04.827488508|223.8513421306766 +37.2476713616364|-20.988 -16.403   |10.26    |G5             |    ~     ~    |    1|  716.230   pc  |  -8.5669     +8.5669  |paral   |2020yCat.1350....0G
