C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:35:45

dec< 0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 3999

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
3551|HD 199577                                                                                                |High Proper Motion Star             |21 03 23.8776457440 -73 02 48.467998536|320.3639770305818 -35.2728417922640| 41.583 -71.652   |8.77     |K1III          |    ~     ~    |    1|  199.223   pc  |  -1.3495     +1.3495    |paral   |2020yCat.1350....0G
3552|TYC 9334-940-1                                                                                           |Star                                |21 12 02.2689879504 -73 28 19.285708692|319.5668418398503 -35.6552958250719|  -3.595 -3.701   |10.732   |~              |    ~     ~    |    1|  933.310   pc  | -33.5700    +33.5700    |ST-L    |2020AJ....160...83S
3553|CD-73 1551                                                                                               |Star                                |21 12 10.8249961248 -72 53 41.254550628|320.1994281999533 -35.9198385924534|  0.462 -14.297   |9.75     |~              |    ~     ~    |    1|  573.493   pc  |  -4.1441     +4.1441    |paral   |2020yCat.1350....0G
3554|HD 200924                                                                                                |Star                                |21 11 20.9361204288 -72 32 39.682379292|320.6223431339381 -36.0171088093073| 33.581 -25.516   |6.186    |K1III          |    ~     ~    |    1|  121.208   pc  |  -1.0005     +1.0005    |paral   |2020yCat.1350....0G
3555|TYC 9329-1089-1                                                                                          |Star                                |21 09 46.7117963256 -72 19 37.786326096|320.9276982350760 -36.0030593651463|  -7.075 -2.678   |10.99    |~              |    ~     ~    |    1|  976.574   pc  | -29.7800    +29.7800    |ST-L    |2020AJ....160...83S
3556|CD-72 1662                                                                                               |Star                                |21 10 45.6296827776 -72 01 31.233238068|321.2264849001896 -36.1991750110199|  0.358 -11.485   |10.63    |~              |    ~     ~    |    1|  418.358   pc  |  -8.3311     +8.3311    |paral   |2020yCat.1350....0G
3557|CD-71 1663                                                                                               |Star                                |21 08 12.0696197856 -71 18 29.029606884|322.1392366647774 -36.3143104375276|  19.279 -8.798   |10.13    |~              |    ~     ~    |    1|  281.754   pc  |  -7.2100     +7.2100    |ST-L    |2020AJ....160...83S
3558|TYC 9325-945-1                                                                                           |Star                                |21 05 22.1832734064 -70 48 31.804630236|322.8210421071296 -36.3022144814587|  3.724 -10.660   |10.81    |~              |    ~     ~    |    1| 1017.605   pc  | -12.0120    +12.0120    |paral   |2020yCat.1350....0G
3559|HD 199819                                                                                                |High Proper Motion Star             |21 04 02.9220235032 -70 25 43.024846152|323.3089859141970 -36.3472648294269|-54.191 -31.201   |8.80     |F8V            |    ~     ~    |    1|   79.228   pc  |  -0.1048     +0.1048    |paral   |2020yCat.1350....0G
3560|TYC 9325-412-1                                                                                           |Star                                |21 00 19.0408065696 -69 58 10.514165736|323.9829634281401 -36.2231715151768| 15.696 -21.041   |10.65    |~              |    ~     ~    |    1|  160.393   pc  |  -1.4200     +1.4200    |ST-L    |2020AJ....160...83S
3561|CD-70 1816                                                                                               |Star                                |21 11 37.7683247616 -70 04 57.268392960|323.3913313186877 -37.0719966887538|   7.213 -3.150   |9.07     |~              |    ~     ~    |    1|  685.636   pc  | -19.3680    +19.3680    |paral   |2020yCat.1350....0G
3562|HD 201062                                                                                                |Star                                |21 11 25.6404998472 -69 25 22.675274400|324.1578677418724 -37.3221366066411|  -4.746 -5.571   |9.28     |K3III          |    ~     ~    |    1|  407.332   pc  |  -2.2731     +2.2731    |paral   |2020yCat.1350....0G
3563|CD-69 1967                                                                                               |Star                                |21 09 18.0678976824 -69 26 37.999281444|324.2263841983983 -37.1423298449925|  10.918 -6.504   |10.171   |~              |    ~     ~    |    1|  737.766   pc  | -26.0900    +26.0900    |ST-L    |2020AJ....160...83S
3564|HD 199576                                                                                                |High Proper Motion Star             |21 02 24.3354285288 -69 31 05.192175360|324.4249771943349 -36.5546648109576| 18.194 -50.581   |9.00     |F6V            |    ~     ~    |    1|  106.929   pc  |  -0.1635     +0.1635    |paral   |2020yCat.1350....0G
3565|CD-69 1964                                                                                               |Star                                |21 06 17.1705329064 -68 41 28.350758868|325.2283746389192 -37.1794360595327|   7.170 35.973   |10.112   |~              |    ~     ~    |    1|  227.613   pc  |  -6.0250     +6.0250    |ST-L    |2020AJ....160...83S
3566|IRAS 20560-6918                                                                                          |Star                                |21 00 43.1739101688 -69 06 58.919322600|324.9583189942798 -36.5589887649927|  11.242 -3.592   |9.33     |~              |    ~     ~    |    1| 1181.754   pc  | -24.0205    +24.0205    |paral   |2020yCat.1350....0G
3567|HD 199475                                                                                                |Star                                |21 01 28.0181029344 -68 12 34.587635976|325.9899674249234 -36.9378408366209|  -17.071 8.790   |6.360    |A2V            |    ~     ~    |    1|   82.076   pc  |  -0.1590     +0.1590    |paral   |2020yCat.1350....0G
3568|TYC 9321-1505-1                                                                                          |Star                                |21 04 43.2456971208 -68 11 40.074724284|325.8749925201510 -37.2260351934190|   15.559 0.136   |10.83    |~              |    ~     ~    |    1|  627.510   pc  |  -7.4029     +7.4029    |paral   |2020yCat.1350....0G
3569|HD 200250                                                                                                |Star                                |21 06 12.6530597040 -67 56 10.538143368|326.1152713825073 -37.4486056350034|   13.732 0.941   |8.93     |A2V            |    ~     ~    |    1|  480.839   pc  | -14.8665    +14.8665    |paral   |2020yCat.1350....0G
3570|HD 201683                                                                                                |Star                                |21 14 39.6163299120 -66 47 00.725825112|327.0903040409712 -38.6317612183473|  8.350 -22.544   |9.30     |G0V            |    ~     ~    |    1|  156.725   pc  |  -0.3881     +0.3881    |paral   |2020yCat.1350....0G
3571|TYC 9114-363-1                                                                                           |Star                                |21 14 20.5851100872 -66 35 19.200511896|327.3363516676252 -38.6769118101975|  5.307 -11.253   |10.875   |~              |    ~     ~    |    1|  678.230   pc  | -24.1800    +24.1800    |ST-L    |2020AJ....160...83S
3572|HD 200133                                                                                                |High Proper Motion Star             |21 05 13.3043137800 -66 57 28.299394692|327.3126390552927 -37.7050293254549| 51.458 -69.978   |9.20     |G2V            |    ~     ~    |    1|  110.087   pc  |  -0.1818     +0.1818    |paral   |2020yCat.1350....0G
3573|TYC 9113-987-1                                                                                           |Star                                |21 03 42.0849624096 -66 47 59.064808920|327.5646749576526 -37.6186048718985|   7.281 -6.029   |10.923   |~              |    ~     ~    |    1|  399.185   pc  |  -8.7250     +8.7250    |ST-L    |2020AJ....160...83S
3574|HD 199491                                                                                                |Star                                |21 01 03.6794806680 -65 32 01.945281660|329.1875038754039 -37.7757974830013|   30.923 3.028   |9.87     |F2V            |    ~     ~    |    1|  236.731   pc  |  -5.5369     +5.5369    |paral   |2020yCat.1350....0G
3575|CPD-64 4105                                                                                              |Star                                |21 13 05.8594822080 -64 03 09.452366136|330.4437377781193 -39.4704152125004|-17.786 -10.451   |10.48    |~              |    ~     ~    |    1|  872.600   pc  | -11.1930    +11.1930    |paral   |2020yCat.1350....0G
3576|HD 201020                                                                                                |High Proper Motion Star             |21 10 07.4327862288 -64 01 31.645012332|330.6181291569067 -39.1730034328959| -7.443 -57.303   |6.92     |A3mA3-A8       |    ~     ~    |    1|  115.682   pc  |  -0.2730     +0.2730    |paral   |2020yCat.1350....0G
3577|CD-64 1323                                                                                               |Star                                |21 11 43.4991264168 -63 33 55.340772372|331.1042527549338 -39.4916511133852|  -17.943 0.199   |10.38    |~              |    ~     ~    |    1|  220.566   pc  |  -1.2503     +1.2503    |paral   |2020yCat.1350....0G
3578|HD 199575                                                                                                |Star                                |21 01 22.6656528000 -63 27 16.819563744|331.6968066345436 -38.4281233971504|  6.875 -17.850   |9.27     |F3/5V          |    ~     ~    |    1|  207.301   pc  |  -4.8474     +4.8474    |paral   |2020yCat.1350....0G
3579|TYC 9106-1280-1                                                                                          |Star                                |21 10 14.1327060840 -62 51 44.677889640|332.0370537296352 -39.5596645626008|    1.373 0.725   |10.667   |~              |    ~     ~    |    1| 1655.430   pc  |-138.6000   +138.6000    |ST-L    |2020AJ....160...83S
3580|CPD-63 4645                                                                                              |High Proper Motion Star             |21 13 49.3387975200 -62 42 10.673783028|332.0619368606093 -39.9992656774236| -7.510 -96.175   |10.807   |~              |    ~     ~    |    1|  172.860   pc  |  -1.7760     +1.7760    |ST-L    |2020AJ....160...83S
3581|CPD-63 4639                                                                                              |Star                                |21 10 20.1237905592 -62 40 27.598816596|332.2641271862628 -39.6295703014677| 12.352 -28.580   |10.89    |~              |    ~     ~    |    1|  257.327   pc  |  -0.8674     +0.8674    |paral   |2020yCat.1350....0G
3582|HD 200706                                                                                                |Spectroscopic Binary                |21 08 00.6724866600 -62 56 46.754302452|332.0357676076886 -39.2928463201217| 33.884 -32.395   |7.46     |K0III          |    ~     ~    |    1|  211.269   pc  |  -3.1958     +3.1958    |paral   |2020yCat.1350....0G
3583|CD-63 1506                                                                                               |Star                                |21 10 04.0364681760 -62 34 46.424909496|332.3935192077272 -39.6298399086331|   2.835 -3.366   |10.062   |~              |    ~     ~    |    1|  644.949   pc  | -21.4600    +21.4600    |ST-L    |2020AJ....160...83S
3584|CPD-62 6200                                                                                              |Star                                |21 09 01.0614493368 -61 55 46.030823652|333.2463668591076 -39.7112380447443|   5.073 -4.482   |10.15    |~              |    ~     ~    |    1| 1247.080   pc  | -82.8400    +82.8400    |ST-L    |2020AJ....160...83S
3585|TYC 9105-98-1                                                                                            |Star                                |21 03 01.0762878096 -62 04 07.390177860|333.3344647100033 -38.9966564959055|  9.108 -11.031   |10.94    |~              |    ~     ~    |    1|  760.955   pc  | -31.0300    +31.0300    |ST-L    |2020AJ....160...83S
3586|CD-61 6543                                                                                               |Star                                |21 01 18.7703008128 -60 47 37.034808144|334.9880349704180 -39.1350074899930| 31.649 -28.542   |10.47    |~              |    ~     ~    |    1|  262.655   pc  |  -3.6390     +3.6390    |ST-L    |2020AJ....160...83S
3587|TYC 9102-1410-1                                                                                          |Star                                |21 09 01.4217012384 -61 17 35.042661456|334.0379885170845 -39.8987192543525|    1.809 9.286   |10.910   |~              |    ~     ~    |    1|  152.275   pc  |  -1.3270     +1.3270    |ST-L    |2020AJ....160...83S
3588|CD-61 6554                                                                                               |Star                                |21 05 26.8170238176 -61 18 07.751428704|334.1840196834913 -39.4841434205777| 23.234 -24.485   |10.338   |~              |    ~     ~    |    1|  239.012   pc  |  -2.9890     +2.9890    |ST-L    |2020AJ....160...83S
3589|CD-61 6557                                                                                               |Star                                |21 06 43.7263312536 -61 10 25.490640612|334.2888254315153 -39.6678227569329|   21.974 1.683   |9.87     |~              |    ~     ~    |    1|  750.807   pc  |  -7.8356     +7.8356    |paral   |2020yCat.1350....0G
3590|TYC 9101-509-1                                                                                           |Star                                |21 07 57.0475395432 -60 58 38.853320628|334.4803049213454 -39.8645428363703|  5.388 -18.257   |10.239   |~              |    ~     ~    |    1|  859.877   pc  | -54.1900    +54.1900    |ST-L    |2020AJ....160...83S
3591|TYC 9102-1378-1                                                                                          |Star                                |21 09 24.4255756104 -60 42 53.224289208|334.7439828553414 -40.1087542643071|  -0.629 -5.609   |10.845   |~              |    ~     ~    |    1|  663.226   pc  | -26.7400    +26.7400    |ST-L    |2020AJ....160...83S
3592|TYC 9102-1089-1                                                                                          |Star                                |21 13 37.4200432104 -61 02 21.526579896|334.1394204113558 -40.5036706563804|   -6.016 2.374   |10.372   |~              |    ~     ~    |    1|  741.031   pc  | -26.6900    +26.6900    |ST-L    |2020AJ....160...83S
3593|TYC 8805-1234-1                                                                                          |Spectroscopic Binary                |21 07 18.4736699616 -59 51 39.273150024|335.9107070800862 -40.0916229180609|  11.629 -3.242   |10.81    |~              |    ~     ~    |    1|  293.324   pc  |  -1.1615     +1.1615    |paral   |2020yCat.1350....0G
3594|IRAS 21095-5918                                                                                          |Star                                |21 13 29.3909630592 -59 05 51.589081968|336.5987679387903 -41.0535633322961|  -3.698 -3.018   |10.08    |~              |    ~     ~    |    1| 1361.841   pc  | -55.0820    +55.0820    |paral   |2020yCat.1350....0G
3595|HD 201171                                                                                                |Star                                |21 10 27.0448610616 -58 57 01.511289180|336.9261446325695 -40.7169137058344|   7.433 -9.009   |10.10    |K0/1(III)      |    ~     ~    |    1| 1172.745   pc  | -18.5670    +18.5670    |paral   |2020yCat.1350....0G
3596|CD-58 7985                                                                                               |Star                                |21 10 16.7253934464 -58 03 28.575881856|338.0736488141786 -40.9241515522707|    8.931 4.594   |10.73    |~              |    ~     ~    |    1|  591.261   pc  |  -7.0617     +7.0617    |paral   |2020yCat.1350....0G
3597|HD 200337                                                                                                |Star                                |21 05 23.3639298504 -58 07 04.954493928|338.2013970572798 -40.2825115401931| 28.336 -25.371   |10.196   |G0/2           |    ~     ~    |    1|  125.933   pc  |  -0.9246     +0.9246    |ST-L    |2020AJ....160...83S
3598|HD 201855                                                                                                |Star                                |21 14 37.2974147640 -57 35 03.247013616|338.4865116497849 -41.6041485475477|  15.866 13.378   |10.451   |F6/8V          |    ~     ~    |    1|  198.891   pc  |  -2.3200     +2.3200    |ST-L    |2020AJ....160...83S
3599|HD 201304                                                                                                |Star                                |21 11 03.0254366328 -57 18 00.664212348|339.0141574199008 -41.2105680429688|  11.780 -9.678   |9.867    |K0/1(III)      |    ~     ~    |    1|  624.799   pc  | -16.2000    +16.2000    |ST-L    |2020AJ....160...83S
3600|TYC 8800-736-1                                                                                           |Star                                |21 04 16.7318417088 -57 54 50.582278008|338.5053888825842 -40.1856524760122|  16.951 -1.120   |10.860   |~              |    ~     ~    |    1|  723.983   pc  | -28.1000    +28.1000    |ST-L    |2020AJ....160...83S
3601|TYC 8800-1153-1                                                                                          |Star                                |21 04 35.9444875056 -57 28 01.025818392|339.0643506398026 -40.3262167689597|  14.244 -9.055   |10.793   |~              |    ~     ~    |    1|  208.446   pc  |  -2.2390     +2.2390    |ST-L    |2020AJ....160...83S
3602|TYC 8801-713-1                                                                                           |Star                                |21 08 18.3526917888 -57 13 08.826302856|339.2347390126013 -40.8691089022153| 21.079 -22.139   |10.597   |~              |    ~     ~    |    1|  268.441   pc  |  -5.4710     +5.4710    |ST-L    |2020AJ....160...83S
3603|HD 201086                                                                                                |Star                                |21 09 50.6806524552 -56 55 52.372332768|339.5419246578074 -41.1390521183621|    9.591 6.702   |9.03     |K0III          |    ~     ~    |    1|  497.438   pc  |  -3.8601     +3.8601    |paral   |2020yCat.1350....0G
3604|HD 200787                                                                                                |Star                                |21 07 53.5159550568 -56 38 09.505996188|340.0033651364184 -40.9452495780512| 19.097 -10.920   |8.51     |F5/6V          |    ~     ~    |    1|  217.680   pc  |  -1.1372     +1.1372    |paral   |2020yCat.1350....0G
3605|HD 200284                                                                                                |High Proper Motion Star             |21 04 46.0434144408 -55 20 09.349234800|341.8041943784559 -40.7831225420792| 25.096 -49.459   |9.64     |F2IV/V         |    ~     ~    |    1|  220.391   pc  |  -4.1529     +4.1529    |paral   |2020yCat.1350....0G
3606|TYC 8801-1280-1                                                                                          |Star                                |21 13 24.8225343552 -56 15 55.089728316|340.2520948838143 -41.7726192525624|  -6.221 -2.867   |10.840   |~              |    ~     ~    |    1| 1600.760   pc  |-124.5000   +124.5000    |ST-L    |2020AJ....160...83S
3607|TYC 8797-959-1                                                                                           |Star                                |21 10 32.0693246352 -55 50 33.522021528|340.9251344149398 -41.4775163334703|  -0.886 -3.074   |10.930   |~              |    ~     ~    |    1| 1328.710   pc  | -89.3300    +89.3300    |ST-L    |2020AJ....160...83S
3608|TYC 8797-444-1                                                                                           |Star                                |21 08 42.6643675680 -55 56 56.572833228|340.8603190278389 -41.2049673506296|  24.862 -0.618   |10.90    |~              |    ~     ~    |    1|  540.035   pc  | -20.1200    +20.1200    |ST-L    |2020AJ....160...83S
3609|TYC 8797-635-1                                                                                           |Star                                |21 10 44.9917845360 -55 12 25.523808156|341.7459778283240 -41.6437139431515| 24.117 -14.226   |10.961   |~              |    ~     ~    |    1|  199.147   pc  |  -2.0820     +2.0820    |ST-L    |2020AJ....160...83S
3610|TYC 8797-202-1                                                                                           |Star                                |21 09 28.2308084568 -55 06 21.987298512|341.9286010619316 -41.4858570369836|   2.966 -9.616   |10.64    |~              |    ~     ~    |    1|  720.825   pc  |  -7.2223     +7.2223    |paral   |2020yCat.1350....0G
3611|CD-54 8860                                                                                               |High Proper Motion Star             |21 01 17.3725825608 -54 05 00.738722508|343.5443321462964 -40.5048754799061|  68.619 -8.064   |10.79    |~              |    ~     ~    |    1|  149.676   pc  |  -0.4705     +0.4705    |paral   |2020yCat.1350....0G
3612|CD-54 8873                                                                                               |Star                                |21 03 13.4076540504 -54 05 49.083454320|343.4667566597336 -40.7825888835377| -1.973 -14.918   |10.693   |~              |    ~     ~    |    1|  852.303   pc  | -37.3500    +37.3500    |ST-L    |2020AJ....160...83S
3613|CD-53 8762                                                                                               |High Proper Motion Star             |21 10 44.3643172344 -52 55 07.811647932|344.7612427899409 -42.0843602682373| -7.445 -67.093   |10.54    |~              |    ~     ~    |    1|  444.280   pc  | -10.3000    +10.3000    |ST-L    |2020AJ....160...83S
3614|TYC 8793-879-1                                                                                           |Chemically Peculiar Star            |21 11 51.2756757552 -52 57 07.247817396|344.6767824087287 -42.2437880744131|-48.699 -59.730   |10.783   |~              |    ~     ~    |    1|  813.589   pc  | -35.4500    +35.4500    |ST-L    |2020AJ....160...83S
3615|TYC 8434-225-1                                                                                           |Star                                |21 13 59.6109748656 -51 43 35.592460860|346.2358227001277 -42.7802796401967| 25.915 -16.339   |10.634   |~              |    ~     ~    |    1|  195.779   pc  |  -2.5120     +2.5120    |ST-L    |2020AJ....160...83S
3616|HD 200541                                                                                                |Star                                |21 06 06.2137629888 -52 54 50.815365768|344.9238950875741 -41.3961424693096|   29.508 3.566   |8.40     |F3V            |    ~     ~    |    1|  174.584   pc  |  -2.1701     +2.1701    |paral   |2020yCat.1350....0G
3617|TYC 8433-1071-1                                                                                          |Star                                |21 03 37.1125446216 -52 29 44.303029908|345.5493402668205 -41.0868815157542|  23.774 -6.205   |10.899   |~              |    ~     ~    |    1|  373.611   pc  |  -7.3680     +7.3680    |ST-L    |2020AJ....160...83S
3618|CD-52 9726                                                                                               |Star                                |21 00 58.6967767896 -51 46 16.953455172|346.5705115853318 -40.7810008577408|  1.642 -19.148   |10.314   |~              |    ~     ~    |    1| 1925.590   pc  |-194.5000   +194.5000    |ST-L    |2020AJ....160...83S
3619|TYC 8433-917-1                                                                                           |Star                                |21 10 00.4964727192 -51 58 19.385402052|346.0445997100352 -42.1328704508654|  7.018 -15.843   |10.949   |~              |    ~     ~    |    1|  334.539   pc  |  -6.8700     +6.8700    |ST-L    |2020AJ....160...83S
3620|CD-52 9765                                                                                               |Star                                |21 08 50.1509836608 -51 44 02.235056892|346.3991390106835 -41.9907989652022|  49.005 -1.390   |10.30    |~              |    ~     ~    |    1|  125.511   pc  |  -0.8882     +0.8882    |ST-L    |2020AJ....160...83S
3621|CD-51 12855                                                                                              |High Proper Motion Star             |21 12 35.5818353712 -51 22 01.683500592|346.7669570036975 -42.6245973631933|67.543 -139.767   |10.83    |~              |    ~     ~    |    1|  123.891   pc  |  -0.2855     +0.2855    |paral   |2020yCat.1350....0G
3622|CD-51 12800                                                                                              |Star                                |21 04 31.5321294912 -51 03 21.824125668|347.4221971735502 -41.4179234270681|   10.421 9.895   |10.37    |~              |    ~     ~    |    1|  426.767   pc  |  -2.3495     +2.3495    |paral   |2020yCat.1350....0G
3623|HD 199623                                                                                                |High Proper Motion Star             |21 00 21.4829450832 -51 15 55.128267360|347.2489679369147 -40.7443841587204|-86.960 132.066   |5.761    |F5.5V          |    ~     ~    |    1|   27.426   pc  |  -0.0300     +0.0300    |paral   |2020yCat.1350....0G
3624|HD 200489                                                                                                |Spectroscopic Binary                |21 05 34.5718638072 -50 08 41.527509792|348.6046312098558 -41.6920479046111| 26.513 -56.812   |9.25     |F7V            |    ~     ~    |    1|  121.551   pc  |  -4.3777     +4.3777    |paral   |2020yCat.1350....0G
3625|CD-51 12790                                                                                              |Star                                |21 01 37.1777337744 -50 34 49.371740472|348.1207116598477 -41.0168647193351| -10.830 -9.469   |10.849   |~              |    ~     ~    |    1|  302.038   pc  |  -6.1110     +6.1110    |ST-L    |2020AJ....160...83S
3626|HD 200013                                                                                                |Star                                |21 02 40.9594465488 -50 18 33.210648540|348.4547014350864 -41.2139770097866| 12.256 -21.231   |10.23    |G6/8           |    ~     ~    |    1|  453.588   pc  | -12.2500    +12.2500    |ST-L    |2020AJ....160...83S
3627|HD 199931                                                                                                |Star                                |21 02 04.9066092072 -50 03 19.292782032|348.8033851936265 -41.1444976534364| 17.469 -33.874   |8.80     |F2V            |    ~     ~    |    1|  146.353   pc  |  -3.5085     +3.5085    |paral   |2020yCat.1350....0G
3628|TYC 8429-495-1                                                                                           |Star                                |21 00 52.4053384824 -49 21 18.244185480|349.7524481143094 -41.0149505411347|   15.995 1.538   |10.841   |~              |    ~     ~    |    1|  984.234   pc  | -36.0300    +36.0300    |ST-L    |2020AJ....160...83S
3629|HD 199984                                                                                                |Star                                |21 02 19.9865746560 -48 49 54.721514640|350.4182411757895 -41.2969982209876|  -1.621 -3.339   |9.814    |K2/3(III)      |    ~     ~    |    1|  603.647   pc  | -16.4700    +16.4700    |ST-L    |2020AJ....160...83S
3630|HD 201579                                                                                                |Star                                |21 12 16.0684916976 -50 22 48.344573388|348.1046658327489 -42.7225044557126|  10.931 21.195   |10.70    |G0             |    ~     ~    |    1|  336.180   pc  | -20.7612    +20.7612    |paral   |2020yCat.1350....0G
3631|HD 201556                                                                                                |High Proper Motion Star             |21 12 13.0048302504 -49 44 05.868949092|348.9766330126198 -42.8027730421350| 56.209 -53.796   |9.84     |G3/5(V)        |    ~     ~    |    1|  163.316   pc  |  -0.4054     +0.4054    |paral   |2020yCat.1350....0G
3632|HD 201341                                                                                                |Star                                |21 10 45.1741048224 -49 27 57.585400992|349.3806595437152 -42.6016715919435| 21.144 -29.668   |10.249   |F6/8           |    ~     ~    |    1|  205.160   pc  |  -2.2680     +2.2680    |ST-L    |2020AJ....160...83S
3633|CD-48 13832                                                                                              |Star                                |21 14 14.6528990304 -47 59 31.315980804|351.2896287638283 -43.3454932810556| 22.581 -11.880   |10.519   |~              |    ~     ~    |    1|  275.305   pc  |  -4.5370     +4.5370    |ST-L    |2020AJ....160...83S
3634|CD-48 13800                                                                                              |High Proper Motion Star             |21 09 33.9977107272 -48 13 39.126817344|351.0813962573929 -42.5443184698234|106.196 -69.500   |10.555   |G5             |    ~     ~    |    1|  212.735   pc  |  -2.3990     +2.3990    |ST-L    |2020AJ....160...83S
3635|HD 200978                                                                                                |High Proper Motion Star             |21 08 28.6247205456 -48 20 27.417348276|350.9523480710944 -42.3528785923370| 47.928 -47.258   |9.976    |F3IV           |    ~     ~    |    1|  235.905   pc  |  -3.3920     +3.3920    |ST-L    |2020AJ....160...83S
3636|HD 200188                                                                                                |Star                                |21 03 45.6360428904 -48 29 24.529002360|350.8465400431846 -41.5600783736028| 22.592 -18.694   |9.829    |F5V            |    ~     ~    |    1|  224.175   pc  |  -2.7400     +2.7400    |ST-L    |2020AJ....160...83S
3637|HD 200028                                                                                                |Star                                |21 02 42.5114341032 -48 29 23.568784944|350.8656122875796 -41.3863488553075|  -7.655 -4.743   |10.23    |G6/8           |    ~     ~    |    1|  607.171   pc  | -20.9300    +20.9300    |ST-L    |2020AJ....160...83S
3638|HD 201046                                                                                                |Star                                |21 08 48.0644873832 -47 19 48.784275588|352.3096375796359 -42.4969414709316|   5.926 -6.701   |10.125   |G8/K1          |    ~     ~    |    1|  786.225   pc  | -36.7300    +36.7300    |ST-L    |2020AJ....160...83S
3639|CD-48 13763                                                                                              |High Proper Motion Star             |21 03 55.5559053288 -47 32 10.620002868|352.1159121172032 -41.6593956860991| 18.724 -72.957   |10.98    |~              |    ~     ~    |    1|  261.774   pc  |  -4.7510     +4.7510    |ST-L    |2020AJ....160...83S
3640|CD-48 13826                                                                                              |Star                                |21 13 33.4084297944 -47 55 05.049509088|351.4079092906767 -43.2391696879634|  11.383 -6.831   |10.284   |~              |    ~     ~    |    1| 1540.280   pc  |-140.1000   +140.1000    |ST-L    |2020AJ....160...83S
3641|HD 201074                                                                                                |Star                                |21 09 01.4862750912 -47 02 41.670759912|352.6914486095693 -42.5575423144622| 11.937 -22.447   |9.93     |F5IV           |    ~     ~    |    1|  189.161   pc  |  -1.9630     +1.9630    |ST-L    |2020AJ....160...83S
3642|HD 200918                                                                                                |Star                                |21 08 01.0901900112 -46 29 34.960821396|353.4546861351713 -42.4251548497873|  21.677 -2.913   |7.05     |A0V            |    ~     ~    |    1|  186.724   pc  |  -1.3388     +1.3388    |paral   |2020yCat.1350....0G
3643|TYC 8422-858-1                                                                                           |Star                                |21 13 07.7447863008 -45 35 57.170759856|354.5911063813516 -43.3697889159134| 26.042 -39.923   |10.899   |~              |    ~     ~    |    1|  237.778   pc  |  -3.1550     +3.1550    |ST-L    |2020AJ....160...83S
3644|CD-46 13859                                                                                              |Spectroscopic Binary                |21 10 54.2244433776 -45 56 32.859357468|354.1573456985489 -42.9595311849362|   8.946 14.283   |10.615   |~              |    ~     ~    |    1|  273.467   pc  | -13.7900    +13.7900    |ST-L    |2020AJ....160...83S
3645|CD-47 13674                                                                                              |Star                                |21 03 59.9361553440 -46 50 28.123783368|353.0438718583914 -41.7154882106939| 11.149 -11.867   |10.929   |~              |    ~     ~    |    1| 1263.200   pc  | -96.3400    +96.3400    |ST-L    |2020AJ....160...83S
3646|HD 200334                                                                                                |Spectroscopic Binary                |21 04 31.9615964088 -46 15 20.103744168|353.8212961509223 -41.8387228703928|103.441 -68.749   |7.054    |G0V            |    ~     ~    |    1|   61.783   pc  |  -0.2722     +0.2722    |paral   |2020yCat.1350....0G
3647|TYC 8421-960-1                                                                                           |Star                                |21 00 59.7974889984 -46 23 40.307519616|353.6730477923115 -41.2225559071766| 14.124 -13.633   |10.635   |~              |    ~     ~    |    1|  472.950   pc  | -12.8900    +12.8900    |ST-L    |2020AJ....160...83S
3648|HD 200173                                                                                                |Star                                |21 03 28.5487432032 -46 20 55.108727808|353.7087803156725 -41.6518213271188| 17.123 -12.658   |9.79     |F6/7V          |    ~     ~    |    1|  312.152   pc  |  -5.3630     +5.3630    |ST-L    |2020AJ....160...83S
3649|CD-46 13812                                                                                              |Star                                |21 03 42.5296309080 -46 03 57.653309664|354.0842705301586 -41.7052209286435|-16.949 -13.961   |10.509   |~              |    ~     ~    |    1|  486.275   pc  | -15.0200    +15.0200    |ST-L    |2020AJ....160...83S
3650|TYC 8421-1203-1                                                                                          |Star                                |21 06 09.4094075400 -45 36 40.259016108|354.6691670430465 -42.1516564640295|-16.514 -14.446   |10.66    |~              |    ~     ~    |    1|  547.645   pc  |  -4.8886     +4.8886    |paral   |2020yCat.1350....0G
3651|HD 200887                                                                                                |Star                                |21 07 44.5326297192 -45 22 46.043239080|354.9647525969556 -42.4398949901197|  31.198 -7.211   |6.44     |A9V            |    ~     ~    |    1|   98.168   pc  |  -4.4060     +4.4060    |paral   |2020yCat.1350....0G
3652|TYC 8421-328-1                                                                                           |Star                                |21 02 40.2025040016 -45 07 15.966098184|355.3563502259959 -41.5572963891540|  9.265 -20.785   |10.94    |~              |    ~     ~    |    1|  559.472   pc  |  -4.4447     +4.4447    |paral   |2020yCat.1350....0G
3653|TYC 7977-1113-1                                                                                          |Star                                |21 00 39.1424258352 -44 57 01.783897272|355.5942035009999 -41.2047140577826|  -4.709 -3.092   |10.959   |~              |    ~     ~    |    1| 2051.590   pc  |-218.4000   +218.4000    |ST-L    |2020AJ....160...83S
