C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:35:56

dec< 0&rah >=8.75&rah< 9.0&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 7769

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-------------------------|--------|-------------------
6600|CD-74 434                                                                                                |Star                                  |08 46 14.2377191664 -74 28 19.012207512|288.5553671924637 -18.9609250772887| -30.966 32.598   |9.81     |~                  |    ~     ~    |    1|  498.778   pc  |  -2.4380     +2.4380    |paral   |2020yCat.1350....0G
6601|CD-73 452                                                                                                |Star                                  |08 50 39.9836171664 -74 25 36.355746648|288.6955457713428 -18.6915657169039|   -4.804 2.493   |9.96     |~                  |    ~     ~    |    1| 1731.002   pc  | -50.0394    +50.0394    |paral   |2020yCat.1350....0G
6602|TYC 9207-552-1                                                                                           |Star                                  |08 53 04.6337147640 -74 42 26.159854896|289.0348989119236 -18.7245768856924|  -8.735 31.353   |10.72    |~                  |    ~     ~    |    1|  366.019   pc  |  -1.3799     +1.3799    |paral   |2020yCat.1350....0G
6603|TYC 9207-1706-1                                                                                          |Star                                  |08 49 44.1990471360 -74 16 19.475073984|288.5240397458164 -18.6533413240640|   3.148 12.979   |10.99    |~                  |    ~     ~    |    1|  292.577   pc  |  -0.9502     +0.9502    |paral   |2020yCat.1350....0G
6604|TYC 9207-1841-1                                                                                          |Star                                  |08 50 20.2576688856 -74 11 49.043548212|288.4842359484962 -18.5766180126992|   -1.733 1.687   |10.63    |~                  |    ~     ~    |    1|  467.093   pc  |  -2.2036     +2.2036    |paral   |2020yCat.1350....0G
6605|TYC 9207-1851-1                                                                                          |Star                                  |08 54 27.2488468056 -74 12 42.471736920|288.6698596725832 -18.3582244471054|   -1.037 7.101   |10.282   |~                  |    ~     ~    |    1|  720.148   pc  | -19.8000    +19.8000    |ST-L    |2020AJ....160...83S
6606|TYC 9207-2006-1                                                                                          |Star                                  |08 52 02.7962250288 -73 59 57.111624132|288.3865420806000 -18.3663198744567|  -4.032 12.113   |10.54    |~                  |    ~     ~    |    1|  310.424   pc  |  -3.0354     +3.0354    |paral   |2020yCat.1350....0G
6607|TYC 9207-2074-1                                                                                          |Star                                  |08 48 38.1953853456 -74 27 19.450173528|288.6375087365763 -18.8193415940954| 27.078 -30.392   |10.53    |~                  |    ~     ~    |    1|  263.999   pc  |  -0.9130     +0.9130    |paral   |2020yCat.1350....0G
6608|TYC 9207-2282-1                                                                                          |Star                                  |08 50 51.3391950000 -74 04 12.930473640|288.3970479913701 -18.4742869228416|   -9.643 1.149   |10.65    |~                  |    ~     ~    |    1| 1417.635   pc  | -21.7047    +21.7047    |paral   |2020yCat.1350....0G
6609|TYC 9207-2573-1                                                                                          |Star                                  |08 50 42.2911576464 -74 32 35.794741596|288.7974253191450 -18.7569227937092|   3.663 -1.144   |10.613   |~                  |    ~     ~    |    1|  796.535   pc  | -22.2200    +22.2200    |ST-L    |2020AJ....160...83S
6610|HD 75992                                                                                                 |Star                                  |08 47 04.8306369552 -75 26 21.341452704|289.4340133349826 -19.4611891058228|  -5.167 11.277   |9.12     |B9.5V              |    ~     ~    |    1|  401.639   pc  |  -2.9359     +2.9359    |paral   |2020yCat.1350....0G
6611|HD 77049                                                                                                 |Star                                  |08 54 00.1418904600 -74 53 05.718027912|289.2243917307070 -18.7797462042346| -32.410 31.494   |7.44     |K2III              |    ~     ~    |    1|  285.421   pc  |  -0.9939     +0.9939    |paral   |2020yCat.1350....0G
6612|HD 311512                                                                                                |Star                                  |08 54 19.5443992248 -75 20 34.813127616|289.6290409137674 -19.0321750077812| -18.808 17.279   |9.62     |A2                 |    ~     ~    |    1|  403.454   pc  |  -1.6929     +1.6929    |paral   |2020yCat.1350....0G
6613|HD 311509                                                                                                |Star                                  |08 56 52.9281723840 -74 52 44.303832156|289.3368368906307 -18.6249959431538| -14.390 15.019   |9.44     |A3                 |    ~     ~    |    1|  404.547   pc  |  -2.0294     +2.0294    |paral   |2020yCat.1350....0G
6614|HD 311513                                                                                                |Star                                  |08 45 21.8210454000 -75 40 31.228295916|289.5779978793740 -19.6820673634786| -28.002 23.314   |8.80     |K5                 |    ~     ~    |    1|  326.200   pc  |  -1.4258     +1.4258    |paral   |2020yCat.1350....0G
6615|HD 75854                                                                                                 |Star                                  |08 45 53.4168708384 -75 53 45.825156132|289.7918770557340 -19.7781501597148| -46.267 15.363   |8.75     |F8V                |    ~     ~    |    1|   89.034   pc  |  -0.1268     +0.1268    |paral   |2020yCat.1350....0G
6616|CD-75 390                                                                                                |Star                                  |08 48 53.3772518184 -75 55 36.176265192|289.9278212701501 -19.6444468571335|    9.617 7.983   |9.68     |~                  |    ~     ~    |    1|  224.492   pc  |  -6.1131     +6.1131    |paral   |2020yCat.1350....0G
6617|HD 76504                                                                                                 |Star                                  |08 50 15.9920121528 -75 39 31.085198856|289.7452073893011 -19.4222203919584| -10.380 13.214   |8.57     |B8V                |    ~     ~    |    1|  362.700   pc  |  -3.4730     +3.4730    |paral   |2020yCat.1350....0G
6618|HD 76625                                                                                                 |Star                                  |08 50 50.9005910400 -75 57 17.552111328|290.0243971544775 -19.5627996090167| -13.441 12.268   |9.35     |G6/K0(IV)          |    ~     ~    |    1|  475.828   pc  |  -3.0792     +3.0792    |paral   |2020yCat.1350....0G
6619|CD-75 389                                                                                                |Star                                  |08 47 12.8997856128 -76 20 53.647298556|290.2378545615825 -19.9648402706531|   4.959 11.113   |10.00    |F8                 |    ~     ~    |    1|  210.062   pc  |  -0.5207     +0.5207    |paral   |2020yCat.1350....0G
6620|HD 77425                                                                                                 |High Proper Motion Star               |08 55 50.1852666096 -76 14 55.289751108|290.4627677495728 -19.4897696678312|-149.163 -60.580  |8.19     |G2V                |    ~     ~    |    1|   60.350   pc  |  -0.0710     +0.0710    |paral   |2020yCat.1350....0G
6621|HD 77513                                                                                                 |Star                                  |08 56 24.9946514472 -76 23 27.111087564|290.6060800317982 -19.5458392375747| 28.208 -33.636   |7.79     |G8III              |    ~     ~    |    1|  251.503   pc  |  -0.8919     +0.8919    |paral   |2020yCat.1350....0G
6622|HD 75838                                                                                                 |Star                                  |08 45 17.2138437912 -76 49 36.792259284|290.5956210992093 -20.3237119739829|   -7.395 4.524   |8.83     |K3III              |    ~     ~    |    1|  629.644   pc  |  -5.1935     +5.1935    |paral   |2020yCat.1350....0G
6623|HD 75893                                                                                                 |Star                                  |08 45 38.1219816288 -77 04 31.151386236|290.8283130202552 -20.4442494662376| -2.697 -13.589   |6.85     |A1V                |    ~     ~    |    1|  156.865   pc  |  -5.6694     +5.6694    |paral   |2020yCat.1350....0G
6624|HD 76673                                                                                                 |Star                                  |08 50 34.4121798480 -77 17 18.176391312|291.1801312745626 -20.3362949833307| -15.750 -3.668   |9.32     |A2mA7-F0           |    ~     ~    |    1|  213.101   pc  |  -0.9718     +0.9718    |paral   |2020yCat.1350....0G
6625|CD-76 394                                                                                                |Star                                  |08 51 42.9969 -77 14 13.775            |291.1734384 -20.2553373            | -13.872 18.572   |10.03    |F5                 |    ~     ~    |    0|                |                         |        |                   
6626|HD 76903                                                                                                 |High Proper Motion Star               |08 51 53.3223782040 -77 21 29.554707024|291.2851464702097 -20.3166878749674|   7.565 67.078   |8.87     |G6IV               |    ~     ~    |    1|  349.296   pc  |  -1.6715     +1.6715    |paral   |2020yCat.1350....0G
6627|CD-76 396                                                                                                |High Proper Motion Star               |08 53 02.5432363152 -77 04 05.877718428|291.0710967204627 -20.0981205480734|  8.601 167.791   |10.01    |F8                 |    ~     ~    |    1|  143.129   pc  |  -0.2376     +0.2376    |paral   |2020yCat.1350....0G
6628|CD-76 399                                                                                                |Star                                  |08 55 23.7071864328 -76 39 34.982669772|290.7999066504546 -19.7519982738531|   -5.291 8.180   |10.46    |A0                 |    ~     ~    |    1|  714.184   pc  | -33.8679    +33.8679    |paral   |2020yCat.1350....0G
6629|CD-76 400                                                                                                |Star                                  |08 58 29.9005941096 -77 09 12.155696856|291.3339016846874 -19.9010945884216|   -5.183 6.109   |10.55    |A0                 |    ~     ~    |    1| 1145.344   pc  | -20.2019    +20.2019    |paral   |2020yCat.1350....0G
6630|HD 77375                                                                                                 |Star                                  |08 54 52.2892442088 -77 36 20.625599844|291.6001904541490 -20.3269274210433|  -1.966 12.113   |8.30     |A0V                |    ~     ~    |    1|  341.787   pc  |  -4.5559     +4.5559    |paral   |2020yCat.1350....0G
6631|HD 78207                                                                                                 |High Proper Motion Star               |08 59 54.0307163088 -77 24 05.552272368|291.5949016285418 -19.9868290096734| -67.984 65.175   |9.60     |F5V                |    ~     ~    |    1|  136.433   pc  |  -0.1992     +0.1992    |paral   |2020yCat.1350....0G
6632|V* DM Cha                                                                                                |Long-Period Variable                  |08 59 24.5826729504 -78 05 33.479946744|292.1702834899562 -20.4189240961247| -10.003 14.710   |8.26     |M3III              |    ~     ~    |    1|  635.687   pc  |  -6.5060     +6.5060    |paral   |2020yCat.1350....0G
6633|CD-75 392                                                                                                |T Tauri Star                          |08 50 05.4486135048 -75 54 38.082436848|289.9578846298444 -19.5751903169077| -16.698 32.513   |10.604   |G9V                |    ~     ~    |    1|  102.436   pc  |  -0.5385     +0.5385    |ST-L    |2020AJ....160...83S
6634|CD-75 395                                                                                                |Star                                  |08 51 24.3898435896 -76 13 03.173853288|290.2732147898761 -19.6860710072018|    4.441 4.111   |9.81     |~                  |    ~     ~    |    1|  564.111   pc  |  -3.4368     +3.4368    |paral   |2020yCat.1350....0G
6635|CPD-75 545                                                                                               |Star                                  |08 53 57.8407551528 -75 50 43.761449580|290.0462954896999 -19.3447528847103|  -7.124 -5.233   |10.60    |~                  |    ~     ~    |    1|  384.615   pc  |  -1.7012     +1.7012    |paral   |2020yCat.1350....0G
6636|CPD-76 553                                                                                               |Star                                  |08 54 40.6688465208 -77 14 09.251312352|291.2726934160568 -20.1209043636338| -10.548 14.965   |10.67    |~                  |    ~     ~    |    1|  401.945   pc  |  -2.0195     +2.0195    |paral   |2020yCat.1350....0G
6637|CD-76 402                                                                                                |Star                                  |08 58 34.6602283896 -77 24 17.212780116|291.5519978227598 -20.0467234588642|   -5.884 9.957   |10.68    |~                  |    ~     ~    |    1|  629.802   pc  |  -5.2755     +5.2755    |paral   |2020yCat.1350....0G
6638|CD-75 391                                                                                                |Star                                  |08 49 57.0532105968 -75 47 52.718077248|289.8546285180028 -19.5178861873759|   1.121 12.540   |9.77     |~                  |    ~     ~    |    1|  542.564   pc  |  -3.1793     +3.1793    |paral   |2020yCat.1350....0G
6639|TYC 9395-961-1                                                                                           |Star                                  |08 53 29.7047694600 -75 21 27.860873544|289.6091130722298 -19.0833678631192|   -2.850 1.904   |9.930    |~                  |    ~     ~    |    1|  929.598   pc  | -40.7600    +40.7600    |ST-L    |2020AJ....160...83S
6640|CD-75 397                                                                                                |Star                                  |08 54 08.2292126160 -75 54 11.187296064|290.1023972895678 -19.3698494385417|  -3.265 -4.560   |10.09    |~                  |    ~     ~    |    1|  764.994   pc  |  -6.2618     +6.2618    |paral   |2020yCat.1350....0G
6641|CD-75 398                                                                                                |Star                                  |08 54 42.9432791568 -75 36 17.611190496|289.8685206950314 -19.1662385975912|  14.891 -1.440   |10.091   |~                  |    ~     ~    |    1|  460.412   pc  | -10.7000    +10.7000    |ST-L    |2020AJ....160...83S
6642|CD-75 400                                                                                                |Star                                  |08 55 14.9007114696 -75 56 03.273518220|290.1711274703322 -19.3333479923519| -16.409 13.587   |9.87     |~                  |    ~     ~    |    1|  660.502   pc  |  -4.2317     +4.2317    |paral   |2020yCat.1350....0G
6643|CD-77 359                                                                                                |Star                                  |08 55 16.8517516296 -77 47 10.513536324|291.7705382902371 -20.4138890944363|   -8.358 1.133   |10.58    |~                  |    ~     ~    |    1|  209.402   pc  |  -0.4955     +0.4955    |paral   |2020yCat.1350....0G
6644|CD-74 448                                                                                                |Star                                  |08 57 02.3083596048 -75 03 24.075441936|289.4936805766706 -18.7230118829632|  -11.578 5.041   |9.86     |~                  |    ~     ~    |    1|  504.643   pc  |  -2.7504     +2.7504    |paral   |2020yCat.1350....0G
6645|CD-76 401                                                                                                |Star                                  |08 58 45.9259357968 -76 48 21.591357336|291.0466232072738 -19.6823899677823|  -1.041 -1.135   |10.234   |~                  |    ~     ~    |    1|  688.975   pc  | -25.6400    +25.6400    |ST-L    |2020AJ....160...83S
6646|HD 76288                                                                                                 |Star                                  |08 48 59.2933004712 -75 03 31.833392652|289.1750268142140 -19.1454073291670|  0.680 -10.877   |8.36     |A0IV               |    ~     ~    |    1|  339.951   pc  |  -1.9415     +1.9415    |paral   |2020yCat.1350....0G
6647|HD 311510                                                                                                |Star                                  |08 51 31.2428977344 -74 57 06.070175676|289.1820449037592 -18.9497775048811|   -1.788 8.964   |9.49     |A0                 |    ~     ~    |    1|  415.213   pc  |  -2.7412     +2.7412    |paral   |2020yCat.1350....0G
6648|CD-74 449                                                                                                |Star                                  |08 58 47.6916149904 -74 29 55.319874972|289.0964779650774 -18.2954970824123|   -3.875 5.999   |9.59     |~                  |    ~     ~    |    1| 1483.019   pc  | -37.6088    +37.6088    |paral   |2020yCat.1350....0G
6649|GSPC S 36-A                                                                                              |Star                                  |08 54 00.5 -74 53 05                   |289.2245 -18.7793                  |            ~ ~   |7.46     |~                  |    ~     ~    |    0|                |                         |        |                   
6650|TYC 9207-706-1                                                                                           |Star                                  |08 52 49.3234081512 -74 59 45.709914552|289.2720534570169 -18.9069796263141|  2.159 -16.237   |10.199   |~                  |    ~     ~    |    1|  591.986   pc  | -15.3400    +15.3400    |ST-L    |2020AJ....160...83S
6651|TYC 9207-670-1                                                                                           |Star                                  |08 51 50.2363570872 -74 58 46.374731580|289.2186316714645 -18.9492263512353|   -9.260 9.016   |10.914   |~                  |    ~     ~    |    1| 1755.640   pc  |-141.1000   +141.1000    |ST-L    |2020AJ....160...83S
6652|TYC 9207-1016-1                                                                                          |Star                                  |08 53 20.4646031304 -74 56 04.184019312|289.2401051796377 -18.8436897323705|   -2.954 2.733   |10.899   |~                  |    ~     ~    |    1| 1280.690   pc  | -90.2600    +90.2600    |ST-L    |2020AJ....160...83S
6653|TYC 9395-30-1                                                                                            |Star                                  |08 49 19.0735014864 -75 50 19.068031680|289.8666150859774 -19.5729153176429| -16.165 13.609   |10.98    |~                  |    ~     ~    |    1|  372.731   pc  |  -2.2229     +2.2229    |paral   |2020yCat.1350....0G
6654|TYC 9395-124-1                                                                                           |Star                                  |08 52 57.5459693064 -76 16 59.326425984|290.3866245730703 -19.6485316710881| -22.497 36.100   |10.19    |~                  |    ~     ~    |    1|  508.216   pc  | -12.9500    +12.9500    |ST-L    |2020AJ....160...83S
6655|TYC 9395-507-1                                                                                           |Spectroscopic Binary                  |08 51 39.7686910656 -75 16 29.247942756|289.4662237388455 -19.1295464913782|   -7.218 8.303   |10.595   |~                  |    ~     ~    |    1|  877.603   pc  | -32.3200    +32.3200    |ST-L    |2020AJ....160...83S
6656|TYC 9395-520-1                                                                                           |Star                                  |08 55 38.9865651888 -75 46 47.742255840|290.0543084245682 -19.2226457687800|  -8.937 10.999   |10.600   |~                  |    ~     ~    |    1| 1348.220   pc  | -89.7600    +89.7600    |ST-L    |2020AJ....160...83S
6657|TYC 9395-1461-1                                                                                          |Star                                  |08 53 55.0628184360 -75 16 28.767205848|289.5544457445587 -19.0130140418542| -10.830 11.288   |10.77    |~                  |    ~     ~    |    1|  729.182   pc  |  -5.9019     +5.9019    |paral   |2020yCat.1350....0G
6658|TYC 9395-2202-1                                                                                          |Star                                  |08 55 34.5718089288 -76 27 53.083719432|290.6386910702036 -19.6291775053156|    2.017 3.542   |10.65    |~                  |    ~     ~    |    1|  254.311   pc  |  -1.4681     +1.4681    |paral   |2020yCat.1350....0G
6659|TYC 9395-2377-1                                                                                          |High Proper Motion Star               |08 57 40.8215811192 -76 26 15.386355672|290.6926658012516 -19.5136893924505|-115.257 48.927   |10.94    |~                  |    ~     ~    |    1|  162.203   pc  |  -0.3026     +0.3026    |paral   |2020yCat.1350....0G
6660|TYC 9395-2688-1                                                                                          |Star                                  |08 53 24.5996998296 -76 27 51.500732904|290.5597816207119 -19.7318652281008|   -2.198 1.511   |10.490   |~                  |    ~     ~    |    1| 1058.390   pc  | -52.5200    +52.5200    |ST-L    |2020AJ....160...83S
6661|TYC 9395-2715-1                                                                                          |Star                                  |08 58 42.4717294416 -76 39 34.423093404|290.9196963543399 -19.5977502712223|  -10.486 5.087   |10.927   |~                  |    ~     ~    |    1| 1555.890   pc  |-114.2000   +114.2000    |ST-L    |2020AJ....160...83S
6662|TYC 9395-3064-1                                                                                          |Star                                  |08 53 31.4804455080 -76 48 43.045871364|290.8651001642646 -19.9278586630915|  -13.875 9.146   |10.94    |~                  |    ~     ~    |    1|  314.396   pc  |  -3.7265     +3.7265    |paral   |2020yCat.1350....0G
6663|TYC 9395-3316-1                                                                                          |Star                                  |08 53 18.2957343336 -76 47 35.615212116|290.8411308685707 -19.9272552454853| -20.706 17.318   |10.60    |~                  |    ~     ~    |    1|  177.841   pc  |  -0.4048     +0.4048    |paral   |2020yCat.1350....0G
6664|TYC 9395-3430-1                                                                                          |Star                                  |08 55 00.1215629064 -76 14 02.803931700|290.4193376693679 -19.5213601643664|  -6.169 36.424   |10.70    |~                  |    ~     ~    |    1|  195.503   pc  |  -0.4013     +0.4013    |paral   |2020yCat.1350....0G
6665|TYC 9399-177-1                                                                                           |Star                                  |08 51 57.3890637888 -77 39 34.982789004|291.5515865620561 -20.4856748401912|  -9.936 10.523   |10.497   |~                  |    ~     ~    |    1|  893.257   pc  | -40.2000    +40.2000    |ST-L    |2020AJ....160...83S
6666|TYC 9399-200-1                                                                                           |Star                                  |08 58 23.4929925120 -77 34 52.156344396|291.6969855225888 -20.1592890092793|   -6.843 0.113   |10.60    |~                  |    ~     ~    |    1|  857.118   pc  |  -6.7588     +6.7588    |paral   |2020yCat.1350....0G
6667|TYC 9399-259-1                                                                                           |Star                                  |08 49 05.7864492888 -77 31 52.616695296|291.3457612139068 -20.5397422631822| -13.356 16.333   |10.088   |~                  |    ~     ~    |    1|  569.591   pc  | -15.4400    +15.4400    |ST-L    |2020AJ....160...83S
6668|TYC 9399-432-1                                                                                           |Star                                  |08 58 40.6285069320 -77 56 02.815988316|292.0099554834798 -20.3557656994436| -23.931 34.745   |10.77    |~                  |    ~     ~    |    1|  421.319   pc  |  -2.0236     +2.0236    |paral   |2020yCat.1350....0G
6669|TYC 9399-810-1                                                                                           |Star                                  |08 54 52.5230299824 -77 27 24.726060072|291.4710566115682 -20.2403933826844|   18.500 8.033   |10.98    |~                  |    ~     ~    |    1|  238.351   pc  |  -0.5624     +0.5624    |paral   |2020yCat.1350....0G
6670|TYC 9399-1455-1                                                                                          |Star                                  |08 52 53.7109501344 -77 01 12.785810484|291.0241851628141 -20.0771736705157| -34.120 13.807   |10.88    |~                  |    ~     ~    |    1|  268.464   pc  |  -0.7568     +0.7568    |paral   |2020yCat.1350....0G
6671|TYC 9399-2297-1                                                                                          |Star                                  |08 58 39.1317715776 -76 52 41.909397924|291.1042469586997 -19.7306331656096|  -4.047 10.608   |10.738   |~                  |    ~     ~    |    1| 1495.830   pc  |-112.5000   +112.5000    |ST-L    |2020AJ....160...83S
6672|CD-77 353                                                                                                |T Tauri Star                          |08 49 11.0947949808 -77 35 58.588129464|291.4090269897680 -20.5741223530957|  -8.844 16.751   |8.786    |K1III              |    ~     ~    |    1|  428.302   pc  |  -5.1364     +5.1364    |paral   |2020yCat.1350....0G
6673|CD-77 357                                                                                                |Star                                  |08 53 47.7321762624 -77 58 33.147183900|291.8877359309637 -20.5870432022660|   6.157 20.942   |9.08     |K5                 |    ~     ~    |    1| 1080.964   pc  | -14.4892    +14.4892    |paral   |2020yCat.1350....0G
6674|CD-77 360                                                                                                |Star                                  |08 55 38.2953895656 -77 59 33.042377364|291.9614081732015 -20.5183708562745|   -4.572 7.708   |9.04     |M0                 |    ~     ~    |    1|  982.511   pc  | -11.7770    +11.7770    |paral   |2020yCat.1350....0G
6675|CPD-77 446                                                                                               |Star                                  |08 48 54.0383605416 -78 03 52.432559676|291.8121118443713 -20.8466150654424| -22.662 15.118   |9.73     |F0                 |    ~     ~    |    1|  420.698   pc  |  -2.3362     +2.3362    |paral   |2020yCat.1350....0G
6676|HD 76615                                                                                                 |Star                                  |08 49 34.3838815464 -78 07 43.534576236|291.8898128152772 -20.8537328195250| -10.145 15.090   |9.26     |A0IV               |    ~     ~    |    1|  403.779   pc  |  -2.1684     +2.1684    |paral   |2020yCat.1350....0G
6677|HD 76779                                                                                                 |Star                                  |08 50 41.0260751424 -78 02 40.788409524|291.8498462780257 -20.7590648473403| -17.903 27.403   |9.35     |F0IV               |    ~     ~    |    1|  294.646   pc  |  -1.0244     +1.0244    |paral   |2020yCat.1350....0G
6678|CD-78 348                                                                                                |Star                                  |08 50 17.6359283784 -78 28 59.807964468|292.2261526631521 -21.0220796305983|  -9.478 20.520   |9.42     |G5                 |    ~     ~    |    1|  454.752   pc  |  -2.5230     +2.5230    |paral   |2020yCat.1350....0G
6679|TYC 9399-5-1                                                                                             |Star                                  |08 52 49.7661122064 -78 00 09.503640288|291.8804044909235 -20.6435710565128| -16.606 -3.078   |10.93    |~                  |    ~     ~    |    1|  181.590   pc  |  -0.3067     +0.3067    |paral   |2020yCat.1350....0G
6680|TYC 9399-165-1                                                                                           |Star                                  |08 50 08.6791510800 -77 53 47.912394588|291.7021642897821 -20.6988849931942| -22.037 42.439   |10.76    |~                  |    ~     ~    |    1|  238.169   pc  |  -0.5332     +0.5332    |paral   |2020yCat.1350....0G
6681|TYC 9399-233-1                                                                                           |High Proper Motion Star               |08 49 28.1104902024 -77 43 38.869102200|291.5311734472285 -20.6333202933393| -50.286 41.619   |10.80    |~                  |    ~     ~    |    1|  168.557   pc  |  -2.0570     +2.0570    |paral   |2020yCat.1350....0G
6682|TYC 9399-307-1                                                                                           |Star                                  |08 51 15.0643696152 -77 42 04.841637372|291.5653023052074 -20.5402973197619|   7.806 17.641   |10.73    |~                  |    ~     ~    |    1|  239.975   pc  |  -1.5549     +1.5549    |paral   |2020yCat.1350....0G
6683|TYC 9399-1640-1                                                                                          |Spectroscopic Binary                  |08 47 52.7798227680 -77 38 46.904503200|291.4087189649734 -20.6582525476869|  -6.299 -2.125   |9.723    |~                  |    ~     ~    |    1|  766.958   pc  | -28.6900    +28.6900    |ST-L    |2020AJ....160...83S
6684|TYC 9399-1850-1                                                                                          |Star                                  |08 45 45.6808373136 -78 30 38.733089292|292.1167741919257 -21.2255652581281|  -20.967 1.443   |10.60    |~                  |    ~     ~    |    1|  242.642   pc  |  -1.5190     +1.5190    |paral   |2020yCat.1350....0G
6685|HD 77618                                                                                                 |Star                                  |08 55 44.0803664208 -78 44 10.167099648|292.6125799375117 -20.9451565107508|  -9.560 16.052   |9.01     |A0Vn               |    ~     ~    |    1|  392.418   pc  |  -2.6795     +2.6795    |paral   |2020yCat.1350....0G
6686|HD 77798                                                                                                 |Star                                  |08 56 45.3320771976 -78 47 48.038209260|292.6962388465544 -20.9396921486052|   2.998 35.818   |8.91     |K1III              |    ~     ~    |    1|  198.791   pc  |  -0.4426     +0.4426    |paral   |2020yCat.1350....0G
6687|HD 76236                                                                                                 |High Proper Motion Star               |08 45 55.1486201400 -79 30 15.745593600|293.0179504507585 -21.7586950825600| -27.042 81.026   |5.770    |K5III              |    ~     ~    |    1|  187.522   pc  |  -1.7231     +1.7231    |paral   |2020yCat.1350....0G
6688|HD 76237                                                                                                 |High Proper Motion Star               |08 45 49.7706394824 -79 41 19.950493632|293.1828377328789 -21.8617593824661| -53.343 15.913   |8.79     |F5V                |    ~     ~    |    1|  108.311   pc  |  -0.6874     +0.6874    |paral   |2020yCat.1350....0G
6689|CD-79 344                                                                                                |Star                                  |08 51 00.9820122960 -80 06 06.049410048|293.6892907305074 -21.8973869287074|   -5.493 8.552   |9.20     |M0                 |    ~     ~    |    1| 1011.429   pc  | -12.2759    +12.2759    |paral   |2020yCat.1350....0G
6690|CPD-79 362                                                                                               |Star                                  |08 51 36.8902794576 -80 11 02.314578444|293.7783602431656 -21.9218795057608| -20.872 -2.467   |9.968    |~                  |    ~     ~    |    1|  595.945   pc  | -17.8700    +17.8700    |ST-L    |2020AJ....160...83S
6691|HD 77982                                                                                                 |Star                                  |08 56 43.6891637256 -80 08 18.053216844|293.8709986979926 -21.7159709279115| -24.846 32.370   |8.31     |A8V                |    ~     ~    |    1|  183.392   pc  |  -0.5852     +0.5852    |paral   |2020yCat.1350....0G
6692|HD 78295                                                                                                 |Star                                  |08 59 40.5850975608 -78 24 12.873807720|292.4463082906704 -20.5922138469727| -3.514 -41.466   |9.41     |F7/8V              |    ~     ~    |    1|  172.010   pc  |  -0.3284     +0.3284    |paral   |2020yCat.1350....0G
6693|HD 78172                                                                                                 |Double or Multiple Star               |08 59 07.1431 -78 32 15.495            |292.5442743 -20.6939173            |    0.921 5.207   |10.02    |B9.5V              |    ~     ~    |    0|                |                         |        |                   
6694|CD-79 347                                                                                                |High Proper Motion Star               |08 51 28.8044207622 -80 18 00.503989046|293.8789898378104 -21.9912769304574|-255.585 228.866  |9.55     |G0                 |    ~     ~    |    1|   78.6522  pc  |  -0.0692     +0.0692    |paral   |2020yCat.1350....0G
6695|HD 77245                                                                                                 |Star                                  |08 52 05.2281576384 -80 12 10.670238972|293.8074396769040 -21.9157810732541| -12.169 10.045   |9.05     |A2mA5-F0           |    ~     ~    |    1|  367.282   pc  |  -9.1055     +9.1055    |paral   |2020yCat.1350....0G
6696|HD 76570                                                                                                 |Star                                  |08 46 36.0854523720 -81 07 23.789434224|294.5084781307494 -22.6052994526257|  -12.596 5.047   |8.43     |K0III              |    ~     ~    |    1|  320.410   pc  |  -5.4822     +5.4822    |paral   |2020yCat.1350....0G
6697|CD-80 310                                                                                                |Star                                  |08 49 16.3302409632 -81 25 51.251931408|294.8483888932406 -22.6857634525591|  -12.576 9.945   |9.950    |K5                 |    ~     ~    |    1|  502.175   pc  | -12.0100    +12.0100    |ST-L    |2020AJ....160...83S
6698|CPD-80 310                                                                                               |Star                                  |08 51 21.0827351280 -80 36 11.535345576|294.1478244334543 -22.1639457316923|    2.731 2.125   |9.19     |M0                 |    ~     ~    |    1|  763.592   pc  |  -9.0376     +9.0376    |paral   |2020yCat.1350....0G
6699|CD-80 314                                                                                                |High Proper Motion Star               |08 54 25.6832863056 -80 47 13.468945056|294.3875106262086 -22.1636023274866| -36.008 38.875   |9.31     |F8                 |    ~     ~    |    1|  130.506   pc  |  -0.2027     +0.2027    |paral   |2020yCat.1350....0G
6700|CD-78 349                                                                                                |Spectroscopic Binary                  |08 49 51.6967724280 -78 58 35.210199936|292.6520996643767 -21.3151475912143|   7.364 -6.837   |10.61    |~                  |    ~     ~    |    1|  408.781   pc  | -18.1807    +18.1807    |paral   |2020yCat.1350....0G
6701|CD-79 351                                                                                                |Star                                  |08 58 38.0536297128 -79 34 16.345496352|293.4263107130936 -21.3190506874741|  -0.898 -0.619   |9.35     |~                  |    ~     ~    |    1| 1180.498   pc  | -20.2069    +20.2069    |paral   |2020yCat.1350....0G
6702|CD-79 343                                                                                                |Star                                  |08 50 24.8347412280 -79 42 50.475252384|293.3262837357358 -21.7040557237052|   -2.414 8.853   |9.97     |~                  |    ~     ~    |    1|  992.613   pc  | -48.0000    +48.0000    |ST-L    |2020AJ....160...83S
