C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
5489|TYC 7828-541-1                                                        |Star                           |14 55 36.7889087520 -41 29 37.315991616|326.5761700614463 +15.6072264304371|  -10.214 0.818    |10.86    |~              |    ~     ~    
5490|HD 130806                                                             |Star                           |14 51 34.9473478728 -42 23 15.025363764|325.4547533511090 +15.1694437088227|  -6.676 -6.536    |10.37    |A0V            |    ~     ~    
5491|HD 130759                                                             |Star                           |14 51 20.2830706248 -42 17 48.328456092|325.4566051304381 +15.2707937172953|  11.373 -5.945    |9.40     |K0(III)        |    ~     ~    
5492|TYC 7828-1847-1                                                       |Star                           |14 51 13.1397511488 -42 00 50.172600420|325.5715368437791 +15.5319393044914|-27.757 -13.802    |10.66    |~              |    ~     ~    
5493|TYC 7828-2439-1                                                       |Star                           |14 52 59.8498593288 -42 08 58.973749224|325.8094276424848 +15.2585730286878| -0.254 -10.298    |10.68    |~              |    ~     ~    
5494|TYC 7828-2766-1                                                       |Star                           |14 53 05.1484513368 -42 07 29.494024356|325.8364631056668 +15.2729107099828|    6.551 1.702    |10.898   |~              |    ~     ~    
5495|CD-41 9239                                                            |Star                           |14 52 55.8842485176 -41 42 02.253824100|326.0157553222752 +15.6614204171870|  -8.555 -5.675    |10.21    |~              |    ~     ~    
5496|HD 130929                                                             |Star                           |14 52 09.5818486344 -41 34 00.708546288|325.9480102057642 +15.8469828936356|    1.512 0.545    |10.13    |A9V            |    ~     ~    
5497|HD 130963                                                             |Star                           |14 52 13.6014539880 -41 14 18.665984508|326.1185864786773 +16.1317282492397|  -4.754 -1.844    |9.85     |K2/3(III)      |    ~     ~    
5498|CD-41 9147                                                            |High Proper Motion Star        |14 47 22.0689822336 -41 57 00.148913856|324.9395434278836 +15.9143250141855| 61.952 -43.418    |10.66    |~              |    ~     ~    
5499|HD 130391                                                             |Star                           |14 49 12.6149393928 -41 33 47.400147756|325.4403090469125 +16.1041729933686|-27.655 -35.358    |10.09    |F6/7IV/V       |    ~     ~    
5500|HD 130032                                                             |Star                           |14 47 08.3819039064 -40 42 57.303525960|325.4778986753745 +17.0361048254481| -41.766 -9.436    |9.51     |F6V            |    ~     ~    
5501|TYC 7823-1751-1                                                       |Star                           |14 49 01.2797720880 -40 41 37.557324744|325.8207083546478 +16.8941689736133|  -24.980 7.229    |10.86    |~              |    ~     ~    
5502|TYC 7824-1925-1                                                       |Star                           |14 52 26.6818648008 -39 47 49.375236552|326.8612229709235 +17.3862891467861|    2.845 0.249    |10.740   |~              |    ~     ~    
5503|CD-39 9180                                                            |Star                           |14 45 37.5013915848 -39 41 19.307772636|325.6903686223261 +18.0838590635313|  -9.623 -2.585    |10.555   |~              |    ~     ~    
5504|TYC 7823-1406-1                                                       |Star                           |14 47 38.5664484888 -39 53 39.068979828|325.9567105865581 +17.7257733749224|  -7.904 -5.844    |10.663   |~              |    ~     ~    
5505|TYC 7824-1363-1                                                       |Star                           |14 50 27.6168811152 -39 33 17.050172976|326.6256712689137 +17.7788340173523|-26.997 -20.443    |10.88    |~              |    ~     ~    
5506|TYC 7819-2143-1                                                       |Star                           |14 48 35.3969987136 -38 50 01.240475316|326.6376396420690 +18.5857478561844|   -1.603 1.532    |10.452   |~              |    ~     ~    
5507|TYC 7819-2217-1                                                       |Star                           |14 48 02.5807454400 -38 52 27.824814516|326.5181008829170 +18.5983681958368|   -1.186 0.074    |10.30    |~              |    ~     ~    
5508|HD 129877                                                             |High Proper Motion Star        |14 46 06.3901611312 -38 36 14.178872736|326.2926228144244 +19.0109041183858|-70.974 -24.338    |8.00     |K1III          |    ~     ~    
5509|HD 131165                                                             |Star                           |14 53 06.6185649480 -38 15 25.233939756|327.7466883411369 +18.6822701809891|-17.476 -18.521    |6.58     |A0V            |    ~     ~    
5510|HD 132175                                                             |High Proper Motion Star        |14 58 52.2070784400 -38 19 11.714053872|328.7561011252865 +18.0791599416818|-114.729 -17.515   |9.340    |G8III          |    ~     ~    
5511|HD 130373                                                             |Star                           |14 48 53.5047657792 -37 37 57.959344308|327.2795848353786 +19.6239027932453|  -29.241 1.023    |8.41     |K0V            |    ~     ~    
5512|CD-36 9701                                                            |Star                           |14 52 35.9979592656 -37 02 03.882990192|328.2695072465573 +19.8053520543615|  -6.956 -2.534    |10.19    |~              |    ~     ~    
5513|HD 130609                                                             |Star                           |14 50 09.0766505136 -37 12 23.012703468|327.7257901418531 +19.8846335852417|-10.223 -14.687    |8.55     |K3/4III        |    ~     ~    
5514|CD-36 9594                                                            |High Proper Motion Star        |14 45 48.4415597184 -37 07 21.073525896|326.9493417234598 +20.3584072463531|-83.424 -14.776    |10.36    |~              |    ~     ~    
5515|CD-35 9914                                                            |Star                           |14 56 50.2759088160 -36 19 51.047901444|329.4226696666420 +20.0085714835672|  -6.789 -4.657    |10.64    |~              |    ~     ~    
5516|CD-35 9889                                                            |Star                           |14 54 52.0629566856 -35 35 14.319248280|329.4412197111139 +20.8520712226858|  -7.706 -0.962    |10.35    |~              |    ~     ~    
5517|HD 131239                                                             |Star                           |14 53 32.2533869208 -35 18 38.513756880|329.3319137926033 +21.2255571884895|-25.373 -20.380    |9.97     |F5V            |    ~     ~    
5518|HD 131501                                                             |High Proper Motion Star        |14 54 58.2729538200 -34 26 44.136654576|330.0620555293672 +21.8367561168348|-114.203 -66.768   |9.71     |G3V            |    ~     ~    
5519|CD-34 10010                                                           |Star                           |14 54 05.8026815568 -34 39 35.178489072|329.7799477093825 +21.7384016431047| -10.169 -2.475    |10.46    |~              |    ~     ~    
5520|HD 129718                                                             |Star                           |14 45 12.4854879936 -35 44 58.221495168|327.5037568217404 +21.6358264917789|    7.304 3.828    |9.57     |K1III          |    ~     ~    
5521|HD 130413                                                             |Star                           |14 49 09.3680778648 -34 25 17.281895196|328.9409321237083 +22.4366218496605|  -4.924 -6.156    |9.89     |A9V            |    ~     ~    
5522|HD 131296                                                             |Star                           |14 53 44.2126907184 -34 07 04.312833528|329.9958272963881 +22.2474267114176| -17.086 -6.262    |9.21     |F0IV           |    ~     ~    
5523|HD 131012                                                             |Star                           |14 52 16.5164868408 -33 53 05.121756204|329.8324557699746 +22.5985632072288|-20.054 -14.323    |9.76     |K1III          |    ~     ~    
5524|CD-34 9900                                                            |Star                           |14 46 05.6198871288 -34 38 12.026597244|328.2286002554906 +22.5413858773014|-42.753 -21.368    |10.62    |~              |    ~     ~    
5525|CD-32 10391                                                           |Star                           |14 48 57.0828386280 -33 15 40.250381544|329.4982746915289 +23.4781165305232| -21.876 -8.036    |10.41    |~              |    ~     ~    
5526|CD-32 10376                                                           |Star                           |14 48 16.8814448424 -33 16 06.602250072|329.3600693825453 +23.5381865849759|  -9.159 -2.670    |10.81    |~              |    ~     ~    
5527|CD-32 10396                                                           |Star                           |14 49 03.0648954312 -33 00 13.131772344|329.6522233242822 +23.6945726406656|  -6.463 -2.307    |10.17    |~              |    ~     ~    
5528|TYC 7306-409-1                                                        |Star                           |14 59 14.5169829840 -35 11 33.636768756|330.4786813930875 +20.7524517613539|   1.243 -6.131    |10.98    |~              |    ~     ~    
5529|TYC 7306-922-1                                                        |High Proper Motion Star        |14 59 05.7139481520 -33 54 24.844286448|331.1481359632422 +21.8772612312295|  53.049 20.952    |10.63    |~              |    ~     ~    
5530|HD 132314                                                             |Star                           |14 59 23.3277025032 -32 49 00.644886012|331.8052023750823 +22.7842236756258| -17.985 -6.346    |9.24     |K1III          |    ~     ~    
5531|HD 131048                                                             |Star                           |14 52 23.5447490616 -32 52 35.548106052|330.3890125228851 +23.4673363069684| -12.704 -3.699    |8.91     |G8/K0III       |    ~     ~    
5532|TYC 7302-319-1                                                        |Star                           |14 53 44.9658526944 -32 25 01.422050196|330.9069521131779 +23.7270409051998|-19.828 -14.257    |10.99    |~              |    ~     ~    
5533|CD-31 11552                                                           |Star                           |14 53 57.6898916112 -32 09 50.548255596|331.0865127487289 +23.9246449046699|  -20.089 2.368    |10.90    |~              |    ~     ~    
5534|HD 131350                                                             |Star                           |14 54 01.9484381496 -31 37 44.028335388|331.3923786563001 +24.3814999043919| -35.046 -3.460    |7.97     |F2/3V          |    ~     ~    
5535|HD 131590                                                             |Star                           |14 55 29.5308242496 -31 31 46.010033112|331.7424172042198 +24.3119420560979|   2.878 -2.073    |9.12     |K4/5           |    ~     ~    
5536|HD 131673                                                             |Star                           |14 55 59.4177167688 -31 05 17.275602228|332.0880792150158 +24.6392126034582|-14.760 -20.014    |8.89     |K0III          |    ~     ~    
5537|CD-30 11867                                                           |Star                           |14 59 17.6801716248 -30 32 37.557669192|333.0656551396479 +24.7429847399528|  -5.135 -4.630    |10.40    |~              |    ~     ~    
5538|CD-29 11438                                                           |Star                           |14 58 32.5589862600 -30 26 06.146940048|332.9749662595303 +24.9198852399536| -13.365 -5.875    |10.87    |~              |    ~     ~    
5539|TYC 7301-1670-1                                                       |Star                           |14 46 19.7986428144 -32 38 59.226021888|329.2842968174883 +24.2768056840408|-23.462 -13.648    |10.99    |~              |    ~     ~    
5540|CD-32 10348                                                           |Star                           |14 45 31.9750747320 -32 36 05.294556144|329.1463277199468 +24.3980338795904|-21.354 -22.905    |10.33    |F8             |    ~     ~    
5541|TYC 7301-1702-1                                                       |Star                           |14 46 59.9929271880 -32 28 47.608108788|329.5087003213797 +24.3602866150078|-10.886 -15.244    |10.37    |~              |    ~     ~    
5542|TYC 7301-1650-1                                                       |Star                           |14 48 15.2667800952 -32 30 34.764948540|329.7487532965470 +24.2086702963023|   -0.731 3.276    |10.49    |~              |    ~     ~    
5543|CD-30 11789                                                           |Star                           |14 53 10.6959314280 -31 28 45.658099884|331.3005223026340 +24.6017104952567|  -5.075 -1.197    |10.09    |~              |    ~     ~    
5544|CD-31 11504                                                           |Star                           |14 50 19.6459778040 -31 35 03.114485448|330.6613251998523 +24.8086367188840|  -11.422 0.864    |10.03    |A5             |    ~     ~    
5545|HD 131163                                                             |Star                           |14 52 50.5675559304 -31 02 31.732063008|331.4708709998800 +25.0168918979310| -25.576 -9.544    |8.18     |G8III/IV       |    ~     ~    
5546|TYC 7297-99-1                                                         |Star                           |14 46 43.1066791632 -31 47 36.014820468|329.8080558751958 +24.9934637759365| -18.907 -7.353    |10.75    |~              |    ~     ~    
5547|TYC 7297-267-1                                                        |Star                           |14 45 43.8713647992 -31 25 39.605659716|329.7941736059961 +25.4150530212199|  -8.009 -1.451    |10.73    |~              |    ~     ~    
5548|TYC 7297-1659-1                                                       |Star                           |14 49 22.9425675576 -30 35 39.858941436|330.9981239243137 +25.7719110315285| -40.484 -0.499    |10.46    |~              |    ~     ~    
5549|CPD-30 3896                                                           |Star                           |14 46 36.1078410960 -30 50 27.631724388|330.2844148957397 +25.8434312125628|-13.233 -10.600    |10.16    |~              |    ~     ~    
5550|HD 130129                                                             |Star                           |14 47 15.6456396720 -30 25 40.840500720|330.6425967318979 +26.1383955100182| -14.367 -4.858    |9.621    |A9V            |    ~     ~    
5551|HD 131750                                                             |Variable Star                  |14 56 20.7606981672 -30 52 37.946166060|332.2781843130392 +24.7823129081774|-14.395 -10.702    |8.56     |ApSrCrEu       |    ~     ~    
5552|CD-29 11435                                                           |Star                           |14 58 15.4729819968 -30 05 59.728884432|333.1081190082517 +25.2385375203671|  7.389 -16.315    |9.92     |~              |    ~     ~    
5553|HD 131773                                                             |Star                           |14 56 21.6784867632 -29 57 38.665915056|332.7976439509688 +25.5690276464323|-32.005 -16.954    |8.09     |F2V            |    ~     ~    
5554|CD-29 11400                                                           |Star                           |14 55 36.3991720416 -29 51 29.366486460|332.6997444580028 +25.7407242291349|   -5.114 0.463    |10.747   |~              |    ~     ~    
5555|HD 130777                                                             |Star                           |14 50 51.2099878872 -29 34 47.301945384|331.8615959620836 +26.4997715572254|  5.783 -12.676    |9.82     |F5V            |    ~     ~    
5556|TYC 6760-753-1                                                        |Star                           |14 55 50.8079008200 -29 37 04.400162904|332.8857785237200 +25.9207468072347|  -5.880 -7.694    |10.724   |~              |    ~     ~    
5557|CD-28 11032                                                           |Star                           |14 55 15.7589658168 -28 56 19.177448964|333.1511010181152 +26.5695520549798| 13.138 -11.323    |10.237   |~              |    ~     ~    
5558|HD 130776                                                             |Star                           |14 50 49.6521451440 -29 23 58.625140416|331.9559082645641 +26.6591001041481|  -2.435 -3.507    |9.70     |G8/K1(III)     |    ~     ~    
5559|HD 130802                                                             |Star                           |14 51 00.1614753624 -28 58 56.999179596|332.2252725459809 +27.0021360214320|  -15.296 2.121    |9.57     |F3V            |    ~     ~    
5560|TYC 6759-326-1                                                        |Star                           |14 50 34.2847213872 -28 54 17.864504496|332.1766412659998 +27.1163239662643| -23.862 -1.748    |10.993   |~              |    ~     ~    
5561|TYC 6759-868-1                                                        |Star                           |14 47 57.9333379080 -28 29 15.343339200|331.8484104172687 +27.7612182655851| 10.360 -39.997    |10.636   |~              |    ~     ~    
5562|TYC 6758-778-1                                                        |Star                           |14 45 52.1931618960 -28 36 46.525229532|331.3247625697349 +27.8752717641021|  0.972 -23.179    |10.498   |~              |    ~     ~    
5563|TYC 6759-917-1                                                        |High Proper Motion Star        |14 48 22.3858691040 -28 22 45.498596484|331.9967042751052 +27.8116376734951|-56.392 -43.698    |10.990   |~              |    ~     ~    
5564|TYC 6755-513-1                                                        |Star                           |14 50 34.8520133688 -27 58 07.391616852|332.7049677169598 +27.9268992201098| -35.337 -5.462    |10.76    |~              |    ~     ~    
5565|HD 130508                                                             |Star                           |14 49 22.2301784976 -28 05 38.185746468|332.3722090857548 +27.9513667603037|-29.238 -10.038    |8.94     |K3(III)        |    ~     ~    
5566|CD-27 10057                                                           |Star                           |14 48 04.7889441360 -28 01 22.671996672|332.1313661474467 +28.1537085816877|  -17.146 1.348    |10.08    |~              |    ~     ~    
5567|TYC 6754-13-1                                                         |Star                           |14 46 05.6224777992 -27 17 21.233606712|332.1041920082478 +29.0088180429999| -25.963 -9.518    |10.72    |~              |    ~     ~    
5568|TYC 6754-1299-1                                                       |Star                           |14 46 22.8033855432 -26 48 39.862116108|332.4360804048867 +29.3945258881905|  -0.938 -3.247    |10.685   |~              |    ~     ~    
5569|TYC 6760-1336-1                                                       |Star                           |14 59 53.8446248088 -29 17 23.740938204|333.9124516236931 +25.7442564130039|   6.502 -1.440    |10.92    |~              |    ~     ~    
5570|CD-28 11048                                                           |Star                           |14 56 44.3672208048 -28 45 57.207456000|333.5604816955753 +26.5513016967261|-23.228 -10.482    |9.40     |~              |    ~     ~    
5571|TYC 6759-881-1                                                        |Star                           |14 54 45.0529351800 -28 14 22.633435536|333.4445509935488 +27.2274206828307|   4.494 -3.408    |10.500   |~              |    ~     ~    
5572|HD 131223                                                             |Star                           |14 53 06.4904526696 -27 49 35.656960116|333.3312803057384 +27.7677130421054|  -4.938 -5.180    |9.18     |A0V            |    ~     ~    
5573|CD-27 10112                                                           |High Proper Motion Star        |14 54 25.1924819016 -27 44 46.251992976|333.6593603658450 +27.6883863428482|  9.401 -45.032    |10.574   |~              |    ~     ~    
5574|TYC 6755-1902-1                                                       |High Proper Motion Star        |14 54 35.9902006728 -27 31 08.117803128|333.8301587343388 +27.8627385883045|-95.369 -30.766    |10.726   |~              |    ~     ~    
5575|HD 132236                                                             |Star                           |14 58 49.8718467984 -27 23 54.571607664|334.8049695611225 +27.4751144640014|   5.160 -2.838    |9.27     |A9V            |    ~     ~    
5576|HD 131011                                                             |Star                           |14 51 56.4004857816 -27 38 01.660318296|333.1900157705936 +28.0650405930495| -11.604 -4.920    |9.01     |G8III          |    ~     ~    
5577|HD 130902                                                             |Star                           |14 51 25.8276977664 -27 38 14.395036560|333.0776024675576 +28.1190200244367|-20.842 -18.406    |8.57     |A0V            |    ~     ~    
5578|CD-26 10537                                                           |Star                           |14 49 41.9083842336 -27 05 06.011367036|333.0153769593230 +28.7898073438147| -21.000 -6.544    |10.224   |~              |    ~     ~    
5579|TYC 6755-1126-1                                                       |Star                           |14 52 16.0667539704 -26 51 12.653101980|333.7121754218813 +28.6999472752331| 21.212 -11.435    |10.782   |~              |    ~     ~    
5580|CD-26 10554                                                           |Star                           |14 51 05.5480719864 -27 03 20.412208224|333.3379687585741 +28.6589260169681| 11.858 -10.522    |9.900    |~              |    ~     ~    
5581|TYC 6755-893-1                                                        |Star                           |14 50 54.0584794920 -26 54 15.066001008|333.3833782465076 +28.8111837955596| -14.335 -1.681    |10.644   |~              |    ~     ~    
5582|TYC 6756-54-1                                                         |Star                           |14 56 14.6249560512 -26 39 50.752874772|334.6884324605542 +28.4028701481095| -5.708 -12.445    |10.88    |~              |    ~     ~    
5583|CD-26 10589                                                           |Star                           |14 54 31.6487800776 -26 36 16.224340176|334.3513324014817 +28.6537398802108|-23.735 -18.771    |10.323   |~              |    ~     ~    
5584|TYC 6756-1261-1                                                       |Star                           |14 58 37.0197773232 -26 30 51.834259152|335.2900436411297 +28.2497118303993|  -9.097 -5.843    |10.807   |~              |    ~     ~    
5585|CD-25 10621                                                           |Star                           |14 57 13.5946026216 -26 14 31.766132796|335.1541741542019 +28.6457182672852|-34.532 -21.484    |10.528   |~              |    ~     ~    
5586|* 14 Lib                                                              |Star                           |14 57 31.9563165816 -25 26 30.291395244|335.7069126421095 +29.2872320301755| 32.087 -14.810    |6.95     |A2/3V          |    ~     ~    
5587|TYC 6755-1358-1                                                       |High Proper Motion Star        |14 49 36.4025503008 -26 47 32.698161240|333.1628110561861 +29.0531938720557|-25.767 -48.895    |10.341   |~              |    ~     ~    
5588|TYC 6755-1811-1                                                       |Star                           |14 50 46.0557878568 -26 32 37.824979596|333.5625811374092 +29.1370019771235|  -1.701 21.494    |10.484   |~              |    ~     ~    
5589|HD 130730                                                             |High Proper Motion Star        |14 50 27.9973019136 -26 31 20.170169508|333.5086165559829 +29.1896942323640|-98.391 -62.046    |9.14     |G3V            |    ~     ~    
5590|* 57 Hya                                                              |Star                           |14 47 57.5567960832 -26 38 46.211278056|332.8813989385985 +29.3636592530823|  -4.452 -4.010    |5.764    |B9.5V          |    ~     ~    
5591|CD-25 10574                                                           |Star                           |14 52 03.3703022568 -26 14 05.157125592|334.0274466685927 +29.2558471138897|  -6.157 -8.263    |10.192   |~              |    ~     ~    
5592|CD-25 10583                                                           |Star                           |14 52 47.7076844808 -26 09 36.015535260|334.2344543674671 +29.2348163376287|   -4.040 6.398    |9.71     |~              |    ~     ~    
5593|CD-25 10575                                                           |Star                           |14 52 08.7356774376 -25 58 45.086480580|334.1976882982803 +29.4649085780619|   -1.849 2.526    |10.54    |~              |    ~     ~    
5594|CD-25 10548                                                           |Star                           |14 49 17.1206839944 -25 57 22.925570004|333.5744757242432 +29.8118866349787|  -9.552 -2.827    |10.71    |~              |    ~     ~    
5595|TYC 6751-1807-1                                                       |High Proper Motion Star        |14 50 27.1501125144 -25 44 20.698719576|333.9624078345773 +29.8660725096562|-45.475 -32.766    |10.51    |~              |    ~     ~    
5596|CD-25 10580                                                           |Star                           |14 52 34.2522245232 -25 35 44.367184680|334.5193828417589 +29.7442485756942| -14.380 -8.932    |10.46    |~              |    ~     ~    
5597|HD 129743                                                             |Star                           |14 45 03.5755782360 -25 49 43.121584344|332.6951062685367 +30.3956699521443|   31.530 1.162    |8.64     |F3/5V          |    ~     ~    
5598|HD 130607                                                             |Star                           |14 49 49.9263037368 -25 13 35.849015940|334.1249355210975 +30.3783749533591|  9.787 -10.656    |9.983    |F6/7V          |    ~     ~    
5599|HD 131398                                                             |Star                           |14 54 06.6708568992 -25 34 27.611940360|334.8736716641528 +29.5820514260987| 15.165 -15.733    |9.21     |F2V            |    ~     ~    
5600|HD 131183                                                             |High Proper Motion Star        |14 52 37.0821277152 -25 27 17.154064008|334.6138667737955 +29.8593217092917|-197.493 -113.872  |7.87     |G5V            |    ~     ~    
5601|HD 131458                                                             |Star                           |14 54 27.6432534408 -24 50 24.359977932|335.3951885365422 +30.1658800830498|  -29.885 2.897    |9.58     |F7V            |    ~     ~    
5602|TYC 6748-1081-1                                                       |Star                           |14 57 19.5195763056 -24 20 28.549060224|336.3402855285499 +30.2416917500227|  -5.272 -1.976    |10.644   |~              |    ~     ~    
5603|HD 131830                                                             |High Proper Motion Star        |14 56 31.5179509056 -24 15 30.021645348|336.2136698855898 +30.4095027910321|-83.974 -13.468    |7.49     |K0III          |    ~     ~    
5604|CD-24 11718                                                           |High Proper Motion Star        |14 52 33.9168946200 -25 00 56.695028724|334.8650976660082 +30.2408819118290| -55.081 -2.275    |10.47    |~              |    ~     ~    
5605|HD 131093                                                             |Star                           |14 52 21.3897398640 -23 57 11.752840728|335.4624961477113 +31.1721795998912|    9.904 2.210    |8.17     |K0III          |    ~     ~    
5606|HD 130624                                                             |Star                           |14 49 55.6563777720 -24 13 11.793135900|334.7467096229080 +31.2320033087634|-22.849 -11.641    |9.220    |F3V            |    ~     ~    
5607|CPD-22 5842                                                           |Star                           |14 49 03.9614012520 -22 39 11.265622164|335.5016364722706 +32.6755118403682| -10.861 -6.689    |10.589   |~              |    ~     ~    
5608|BD-21 3996                                                            |Star                           |14 56 38.1736169208 -22 17 28.271133780|337.4823714747656 +32.0507243487388| 18.327 -27.132    |10.855   |~              |    ~     ~    
5609|HD 131587                                                             |Star                           |14 55 03.0873922272 -21 21 20.758539816|337.7218260350200 +33.0353757114650|-35.471 -19.652    |9.42     |K0             |    ~     ~    
5610|TYC 6167-37-1                                                         |Star                           |14 53 52.1519643648 -20 58 41.588207688|337.6910866728726 +33.5021188086781|  19.961 -7.767    |10.78    |~              |    ~     ~    
5611|TYC 6180-1060-1                                                       |Star                           |14 59 43.9510457976 -21 09 03.673270692|338.9377869274737 +32.6026329165464| -19.554 -6.724    |10.977   |~              |    ~     ~    
5612|BD-20 4098                                                            |Star                           |14 48 43.7001782568 -21 35 52.911646368|336.0787974886288 +33.6167000613765|-21.724 -16.900    |10.595   |~              |    ~     ~    
5613|HD 130563                                                             |Star                           |14 49 27.6505159512 -19 54 12.904179840|337.3398674570864 +34.9639472937555|    2.109 3.671    |7.19     |A5/7IV         |    ~     ~    
5614|HD 131586                                                             |High Proper Motion Star        |14 55 05.6789172720 -20 00 48.556431900|338.6164253065506 +34.1518682537072| -5.393 -50.314    |7.41     |K0III          |    ~     ~    
5615|HD 131337                                                             |Star                           |14 53 40.1170036176 -19 58 21.243342216|338.3052249381871 +34.3704147408876| 12.588 -20.940    |7.49     |F2/3V          |    ~     ~    
5616|BD-19 3977                                                            |High Proper Motion Star        |14 52 55.5604165584 -20 03 22.662858456|338.0727757391288 +34.3956880925639|-80.682 -23.274    |10.74    |~              |    ~     ~    
5617|TYC 6163-1474-1                                                       |Star                           |14 50 57.8260438248 -19 53 25.484097264|337.7116763412333 +34.7852001410920|   2.979 -8.384    |10.963   |~              |    ~     ~    
5618|HD 131811                                                             |Star                           |14 56 19.3981570512 -18 55 41.615661504|339.6425435957660 +34.8914161956256|  39.030 -9.826    |7.70     |F5/6V          |    ~     ~    
5619|TYC 6163-46-1                                                         |High Proper Motion Star        |14 53 11.7833934624 -18 48 52.662859848|338.9692181033185 +35.3983098591260|  7.093 -61.540    |10.75    |~              |    ~     ~    
5620|BD-17 4206                                                            |Star                           |14 53 25.5691422672 -18 35 17.213907336|339.1789766220924 +35.5567104905455|   -5.121 6.552    |10.19    |~              |    ~     ~    
5621|HD 129958                                                             |Star                           |14 46 03.2155465992 -18 58 45.390464400|337.1078296667373 +36.1738676979156| 16.650 -10.934    |8.09     |A3III/IV       |    ~     ~    
5622|BD-17 4184                                                            |Star                           |14 49 50.4946588560 -18 04 53.759480196|338.6462903819577 +36.4480338136843| -11.417 -5.106    |10.75    |~              |    ~     ~    
5623|TYC 6159-1194-1                                                       |Star                           |14 51 36.7537064568 -17 54 41.185635192|339.1995206100841 +36.3585947187500|   -7.072 0.662    |10.56    |~              |    ~     ~    
5624|TYC 6158-59-1                                                         |Star                           |14 45 54.3310656912 -18 41 22.432013196|337.2612124826683 +36.4382187357242|  10.321 -9.867    |10.962   |~              |    ~     ~    
5625|HD 129907                                                             |Star                           |14 45 35.8116817824 -16 44 37.637210148|338.4918677971565 +38.1213064212252|-34.184 -16.182    |8.22     |G8III          |    ~     ~    
5626|BD-17 4222                                                            |Star                           |14 58 07.9248616200 -17 50 31.367592924|340.8303642822501 +35.5412058573759| -45.406 -8.863    |10.65    |~              |    ~     ~    
5627|BD-17 4213                                                            |Star                           |14 55 41.3127015576 -17 43 00.120640656|340.3299944608158 +35.9762080592380| -23.369 16.607    |10.69    |~              |    ~     ~    
5628|BD-16 3971                                                            |Star                           |14 57 09.8809644552 -16 51 19.894122972|341.2992073883369 +36.4807215825695| -45.457 13.616    |10.318   |~              |    ~     ~    
5629|HD 131236                                                             |High Proper Motion Star        |14 52 49.0176356088 -16 48 22.940848908|340.2672130949271 +37.1146873512907|-60.501 -24.059    |9.81     |G0V            |    ~     ~    
5630|HD 131939                                                             |Star                           |14 56 58.6053935064 -16 18 43.711963092|341.6455982036335 +36.9499687246889|-23.202 -22.617    |8.67     |A7IV           |    ~     ~    
5631|HD 131990                                                             |Star                           |14 57 12.1122017832 -15 55 49.475962164|341.9790157866167 +37.2290842220517|-27.707 -12.896    |9.91     |G8/K0IV        |    ~     ~    
5632|TYC 6168-860-1                                                        |Star                           |14 59 13.6108074744 -15 52 24.004581132|342.5155388023904 +36.9898544736672|   3.121 -2.961    |10.70    |~              |    ~     ~    
5633|TYC 6168-952-1                                                        |Star                           |14 56 05.9423516232 -15 40 55.680973536|341.8894166322958 +37.5853853849111| -17.889 -3.846    |10.90    |~              |    ~     ~    
5634|TYC 6168-866-1                                                        |Star                           |14 56 31.7961898464 -15 29 09.053228544|342.1403004051421 +37.6844892921266|-15.003 -47.414    |10.806   |~              |    ~     ~    
5635|HD 132310                                                             |Star                           |14 58 52.7549753448 -15 26 10.894757388|342.7546384251112 +37.3919355202618| -2.707 -20.036    |8.58     |K2VCNIII       |    ~     ~    
5636|BD-14 4079                                                            |High Proper Motion Star        |14 57 57.6974276712 -15 10 56.371264680|342.7187171724280 +37.7276154929570|-49.756 -15.472    |10.663   |~              |    ~     ~    
5637|HD 130954                                                             |Star                           |14 51 21.4617343776 -15 44 32.342174988|340.6613199484977 +38.1905571881483|  -9.629 -0.814    |10.65    |F2V            |    ~     ~    
5638|HD 131196                                                             |Star                           |14 52 31.7644904088 -15 23 15.675668448|341.2137728080730 +38.3216932306395|  -41.023 5.876    |7.71     |F2/3V          |    ~     ~    
5639|TYC 6155-35-1                                                         |Star                           |14 51 18.6677160744 -15 13 47.655241680|341.0205580418839 +38.6188607087965|  -6.910 10.344    |10.90    |~              |    ~     ~    
5640|HD 130561                                                             |High Proper Motion Star        |14 49 17.5958487840 -15 20 40.854050016|340.4230249623648 +38.7993015723195|-46.014 -57.914    |9.367    |G2/3V          |    ~     ~    
5641|HD 130900                                                             |Star                           |14 51 03.6686462808 -15 01 38.960361048|341.1046699954841 +38.8196215401126|  -20.988 5.087    |7.20     |K1III+A/F      |    ~     ~    
5642|BD-14 4037                                                            |Star                           |14 49 22.8041600328 -15 05 52.504129932|340.6236611453883 +38.9915174601091| -15.003 -3.046    |10.719   |~              |    ~     ~    
5643|HD 130090                                                             |Star                           |14 46 34.6850798568 -15 04 23.119581108|339.9180237570041 +39.3902381590402| -31.796 -9.983    |9.55     |K1III          |    ~     ~    
