C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:11:56

dec >=0&rah >=7.0&rah< 7.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 7257

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4988|BD+08 1664                                                                                                                                  |Star                                |07 08 48.3798986952 +08 09 58.992661260|207.5924946677528 +07.5545905434224|  -5.396 -0.802   |10.18    |K0                |    ~     ~    |    1| 1276.487   pc  | -22.8119    +22.8119  |paral   |2020yCat.1350....0G
4989|HD 54567                                                                                                                                    |Star                                |07 09 35.0174293992 +08 36 31.846518504|207.2789966274100 +07.9236835802450|   -2.028 5.285   |8.72     |G5                |    ~     ~    |    1|  374.434   pc  |  -4.8650     +4.8650  |paral   |2020yCat.1350....0G
4990|HD 54735                                                                                                                                    |Star                                |07 10 20.7086084592 +10 05 49.568790768|206.0144968099125 +08.7512594107281|-22.063 -11.893   |9.03     |A5                |    ~     ~    |    1|  161.540   pc  |  -0.4671     +0.4671  |paral   |2020yCat.1350....0G
4991|BD+10 1440                                                                                                                                  |Star                                |07 10 30.9436227912 +10 19 46.653387096|205.8220234337134 +08.8914518367624|  -4.472 -1.685   |9.61     |A2                |    ~     ~    |    1|  491.642   pc  |  -5.9461     +5.9461  |paral   |2020yCat.1350....0G
4992|BD+10 1441                                                                                                                                  |Star                                |07 10 35.1637210440 +10 31 21.076674024|205.6544197572656 +08.9919273341946| -20.670 30.571   |9.94     |F8                |    ~     ~    |    1|  174.709   pc  |  -0.4762     +0.4762  |paral   |2020yCat.1350....0G
4993|HD 54925                                                                                                                                    |Star                                |07 11 10.2698047104 +10 08 37.250045952|206.0629154011849 +08.9542576516039|  -4.045 -2.301   |9.05     |A5                |    ~     ~    |    1|  328.537   pc  | -11.0635    +11.0635  |paral   |2020yCat.1350....0G
4994|HD 54924                                                                                                                                    |Star                                |07 11 15.3287770728 +10 36 53.533497060|205.6437236941586 +09.1802942646731|  -14.563 2.479   |8.54     |K0                |    ~     ~    |    1|  605.290   pc  |  -7.9137     +7.9137  |paral   |2020yCat.1350....0G
4995|BD+10 1447                                                                                                                                  |Star                                |07 11 46.5781793616 +10 12 43.990061904|206.0670360026557 +09.1181279817505|  -3.924 -5.321   |9.55     |K0                |    ~     ~    |    1|  823.791   pc  | -11.2653    +11.2653  |paral   |2020yCat.1350....0G
4996|HD 55054                                                                                                                                    |High Proper Motion Star             |07 11 51.1437000048 +10 30 43.431069744|205.8026108712311 +09.2668587447004| 34.916 -47.500   |8.06     |F7V               |    ~     ~    |    1|   77.361   pc  |  -0.1335     +0.1335  |paral   |2020yCat.1350....0G
4997|HD 55205                                                                                                                                    |Star                                |07 12 23.2027290576 +10 04 29.822693484|206.2588728727245 +09.1925467351385| -0.836 -16.406   |9.78     |A0                |    ~     ~    |    1|  590.598   pc  |  -9.4526     +9.4526  |paral   |2020yCat.1350....0G
4998|HD 55233                                                                                                                                    |Star                                |07 12 29.7491765256 +10 11 52.448303976|206.1590040002627 +09.2707833665919| -15.421 -7.003   |7.88     |K0                |    ~     ~    |    1|  248.558   pc  |  -7.8833     +7.8833  |paral   |2020yCat.1350....0G
4999|HD 55261                                                                                                                                    |Star                                |07 12 34.8273899760 +09 59 14.907170508|206.3597105403560 +09.1968369645623|  -6.510 -2.404   |8.56     |K5                |    ~     ~    |    1|  675.904   pc  | -11.9694    +11.9694  |paral   |2020yCat.1350....0G
5000|BD+10 1455                                                                                                                                  |Star                                |07 13 02.2160931504 +10 28 49.052040744|205.9612222903151 +09.5144619130216|   9.236 -0.595   |10.93    |F2                |    ~     ~    |    1|  453.597   pc  | -17.1184    +17.1184  |paral   |2020yCat.1350....0G
5001|HD 55435                                                                                                                                    |Star                                |07 13 15.2656458552 +10 04 05.765611980|206.3602279853153 +09.3813807806880|  11.768 -7.489   |9.70     |G0                |    ~     ~    |    1|  180.554   pc  |  -0.6194     +0.6194  |paral   |2020yCat.1350....0G
5002|HD 55628                                                                                                                                    |Star                                |07 14 03.0246920328 +10 34 48.957514212|205.9809871219590 +09.7821686150848|  -0.405 -2.625   |8.61     |K2                |    ~     ~    |    1|  465.723   pc  | -20.0414    +20.0414  |paral   |2020yCat.1350....0G
5003|HD 55792                                                                                                                                    |Double or Multiple Star             |07 14 44.8612 +09 59 30.493            |206.5938154 +09.6778871            |    0.80 -15.90   |8.95     |F8                |    ~     ~    |    0|                |                       |        |                   
5004|BD+10 1465                                                                                                                                  |Star                                |07 14 49.6876765728 +10 10 13.666418616|206.4398154120283 +09.7741784850229| 12.806 -30.773   |9.69     |G5                |    ~     ~    |    1|  288.951   pc  |  -8.9337     +8.9337  |paral   |2020yCat.1350....0G
5005|HD 55804                                                                                                                                    |Star                                |07 14 52.7387325768 +10 01 15.578571756|206.5816314087309 +09.7197519869234|  -6.730 -1.805   |9.34     |A0                |    ~     ~    |    1|  616.941   pc  |  -9.7818     +9.7818  |paral   |2020yCat.1350....0G
5006|BD+09 1543                                                                                                                                  |Star                                |07 10 24.3621907920 +09 13 47.119872684|206.8079601673298 +08.3812555144290|  1.086 -10.984   |10.09    |G5                |    ~     ~    |    1| 1077.122   pc  | -17.4029    +17.4029  |paral   |2020yCat.1350....0G
5007|HD 54805                                                                                                                                    |Star                                |07 10 37.2597558024 +08 47 05.857577844|207.2346465513445 +08.2315944131927|  -4.754 -1.558   |8.33     |B9                |    ~     ~    |    1|  737.246   pc  | -17.3386    +17.3386  |paral   |2020yCat.1350....0G
5008|HD 54827                                                                                                                                    |Star                                |07 10 44.8955436480 +09 13 40.769239692|206.8473725974288 +08.4561858891136|  -3.410 -2.093   |9.59     |A0                |    ~     ~    |    1| 1000.500   pc  | -26.5265    +26.5265  |paral   |2020yCat.1350....0G
5009|HD 54828                                                                                                                                    |High Proper Motion Star             |07 10 44.2208494968 +09 04 34.830609096|206.9835651292176 +08.3865099634165|  5.431 -82.176   |7.90     |G5                |    ~     ~    |    1|  276.335   pc  |  -1.8327     +1.8327  |paral   |2020yCat.1350....0G
5010|HD 54851                                                                                                                                    |Star                                |07 10 49.8604869336 +09 22 40.356589224|206.7206222328167 +08.5408477322019|  -3.679 -2.777   |7.64     |B9                |    ~     ~    |    1|  269.476   pc  |  -2.6578     +2.6578  |paral   |2020yCat.1350....0G
5011|HD 55110                                                                                                                                    |Star                                |07 11 50.9482316496 +08 48 23.415834672|207.3511820763236 +08.5130868463710|  -1.591 -1.262   |9.43     |B8                |    ~     ~    |    1| 1156.872   pc  | -70.2635    +70.2635  |paral   |2020yCat.1350....0G
5012|BD+09 1559                                                                                                                                  |Star                                |07 12 20.7517137888 +09 42 27.251902080|206.5883505259231 +09.0215671945910|    1.703 0.208   |10.83    |A5                |    ~     ~    |    1|  641.355   pc  |  -7.5686     +7.5686  |paral   |2020yCat.1350....0G
5013|HD 55206                                                                                                                                    |Star                                |07 12 20.1795192600 +09 13 14.162874060|207.0295099097466 +08.8043232052744|   1.473 -3.218   |9.06     |A0                |    ~     ~    |    1|  378.558   pc  |  -4.3135     +4.3135  |paral   |2020yCat.1350....0G
5014|BD+09 1562                                                                                                                                  |Star                                |07 12 39.7308481704 +09 22 56.304438060|206.9186765141809 +08.9479207042759|  -6.799 -6.598   |10.54    |A2                |    ~     ~    |    1|  407.880   pc  |  -3.3939     +3.3939  |paral   |2020yCat.1350....0G
5015|HD 55484                                                                                                                                    |Star                                |07 13 24.0829075248 +09 00 16.037482644|207.3434142751308 +08.9444890531370| -4.177 -12.966   |8.12     |K0                |    ~     ~    |    1|  276.595   pc  |  -1.7979     +1.7979  |paral   |2020yCat.1350....0G
5016|BD+09 1570                                                                                                                                  |High Proper Motion Star             |07 13 47.8016504592 +09 25 02.418447972|207.0119826945535 +09.2144489033311|-48.739 -79.190   |9.40     |G0                |    ~     ~    |    1|   98.737   pc  |  -3.2172     +3.2172  |paral   |2020yCat.1350....0G
5017|HD 55583                                                                                                                                    |Star                                |07 13 51.5162547408 +09 28 06.250829952|206.9723832819042 +09.2506835041102| 33.527 -26.602   |7.52     |K0                |    ~     ~    |    1|  208.742   pc  |  -0.8017     +0.8017  |paral   |2020yCat.1350....0G
5018|HD 55603                                                                                                                                    |Star                                |07 13 53.7948316872 +09 04 52.585106664|207.3283997847426 +09.0881169493387| -13.975 -2.434   |9.43     |A5                |    ~     ~    |    1|  214.519   pc  |  -0.9710     +0.9710  |paral   |2020yCat.1350....0G
5019|HD 55604                                                                                                                                    |Star                                |07 13 55.5914656800 +09 01 43.666537980|207.3793767542331 +09.0715461021022|  2.557 -14.436   |9.07     |G                 |    ~     ~    |    1|  406.818   pc  |  -3.0783     +3.0783  |paral   |2020yCat.1350....0G
5020|HD 55678                                                                                                                                    |High Proper Motion Star             |07 14 11.6476116960 +08 54 18.433777680|207.5213019170849 +09.0761158161248|-47.270 -37.464   |9.40     |G0                |    ~     ~    |    1|  162.146   pc  |  -0.4548     +0.4548  |paral   |2020yCat.1350....0G
5021|BD+09 1578                                                                                                                                  |Star                                |07 14 23.9508983472 +09 03 31.845564576|207.4043260340771 +09.1895036967826|  -0.699 -9.316   |9.30     |K0                |    ~     ~    |    1|  574.944   pc  | -14.4455    +14.4455  |paral   |2020yCat.1350....0G
5022|HD 55774                                                                                                                                    |High Proper Motion Star             |07 14 36.9546821304 +08 56 42.548494668|207.5315975317708 +09.1872485225295|  1.705 -73.978   |7.67     |K0                |    ~     ~    |    1|  226.127   pc  |  -8.3910     +8.3910  |paral   |2020yCat.1350....0G
5023|HD 55826                                                                                                                                    |Star                                |07 14 52.5951139344 +08 51 04.874367096|207.6456633781955 +09.2035178046518|   1.185 -2.315   |8.55     |A0                |    ~     ~    |    1|  325.659   pc  |  -2.3756     +2.3756  |paral   |2020yCat.1350....0G
5024|HD 54736                                                                                                                                    |Star                                |07 10 23.4595013736 +08 06 58.149999684|207.8141713451376 +07.8833286621020| -2.499 -14.274   |8.18     |K5                |    ~     ~    |    1|  466.353   pc  |  -5.0239     +5.0239  |paral   |2020yCat.1350....0G
5025|BD+08 1677                                                                                                                                  |Star                                |07 10 34.7149798080 +08 20 43.525710312|207.6277110076963 +08.0269184407173|  -4.430 -1.080   |10.67    |A2                |    ~     ~    |    1|  808.342   pc  | -11.3695    +11.3695  |paral   |2020yCat.1350....0G
5026|BD+08 1679                                                                                                                                  |Star                                |07 10 37.7662305552 +08 09 47.281475376|207.7982194793657 +07.9570840683897|  -0.186 -2.382   |10.23    |K2                |    ~     ~    |    1| 1713.502   pc  | -49.6199    +49.6199  |paral   |2020yCat.1350....0G
5027|BD+08 1680                                                                                                                                  |Star                                |07 10 47.3542354392 +08 28 55.648718796|207.5274266181411 +08.1343565568818|    0.356 0.457   |9.43     |K2                |    ~     ~    |    1|  931.619   pc  | -14.6678    +14.6678  |paral   |2020yCat.1350....0G
5028|HD 55183                                                                                                                                    |Star                                |07 12 17.3384558712 +08 09 20.679920964|207.9894483559178 +08.3216124141618|  37.621 -6.933   |8.89     |G0                |    ~     ~    |    1|  106.421   pc  |  -0.1914     +0.1914  |paral   |2020yCat.1350....0G
5029|BD+08 1693                                                                                                                                  |Star                                |07 12 44.2018684896 +08 38 58.718418504|207.5917149334883 +08.6401198063558| 18.411 -43.555   |9.31     |K0                |    ~     ~    |    1|  712.708   pc  |  -8.4320     +8.4320  |paral   |2020yCat.1350....0G
5030|HD 55465                                                                                                                                    |Star                                |07 13 17.6449043424 +08 33 23.877838296|207.7378498004622 +08.7223695367834|  -2.432 -2.666   |9.03     |A2                |    ~     ~    |    1|  566.765   pc  |  -6.0069     +6.0069  |paral   |2020yCat.1350....0G
5031|HD 55512                                                                                                                                    |Star                                |07 13 36.6492631704 +08 11 53.295874872|208.0980003679503 +08.6334866443924|  3.623 -24.497   |8.49     |K2                |    ~     ~    |    1|  265.182   pc  |  -1.5471     +1.5471  |paral   |2020yCat.1350....0G
5032|HD 55530                                                                                                                                    |Star                                |07 13 42.5154409728 +08 01 05.366824896|208.2719514881005 +08.5752049382369|   -7.079 3.271   |9.38     |K2                |    ~     ~    |    1|  557.103   pc  |  -4.8417     +4.8417  |paral   |2020yCat.1350....0G
5033|BD+08 1700                                                                                                                                  |Star                                |07 13 46.0708619400 +08 01 07.953099960|208.2778941573941 +08.5886652109007| -3.066 -12.100   |9.94     |K0                |    ~     ~    |    1| 1013.788   pc  | -22.6108    +22.6108  |paral   |2020yCat.1350....0G
5034|HD 55584                                                                                                                                    |Star                                |07 13 47.5165955784 +08 24 56.572636104|207.9208755181977 +08.7702058700461|  -5.833 11.363   |9.08     |G0                |    ~     ~    |    1|  124.600   pc  |  -0.2360     +0.2360  |paral   |2020yCat.1350....0G
5035|BD+08 1702                                                                                                                                  |Star                                |07 13 47.8265622936 +08 13 22.319194260|208.0962918889476 +08.6857683712481|  7.365 -22.689   |9.53     |K0                |    ~     ~    |    1|  462.428   pc  | -10.8844    +10.8844  |paral   |2020yCat.1350....0G
5036|HD 55750                                                                                                                                    |Star                                |07 14 33.5614258128 +08 02 00.027925080|208.3528500570657 +08.7706292826804|  -0.579 -1.894   |7.65     |A0                |    ~     ~    |    1|  448.692   pc  |  -8.8583     +8.8583  |paral   |2020yCat.1350....0G
5037|IRAS 07094+0857                                                                                                                             |Long-Period Variable                |07 12 10.1382249216 +08 52 12.261764712|207.3289729744657 +08.6120869589769|  -2.089 -1.069   |10.95    |~                 |    ~     ~    |    0|                |                       |        |                   
5038|TYC 749-280-1                                                                                                                               |Star                                |07 08 01.1187462864 +09 11 42.088592400|206.5754757467852 +07.8378127234420|   -1.002 2.795   |9.98     |~                 |    ~     ~    |    1|  657.289   pc  |  -7.9061     +7.9061  |paral   |2020yCat.1350....0G
5039|TYC 749-290-1                                                                                                                               |Star                                |07 08 15.4817079552 +08 58 46.074438336|206.7969108223563 +07.7950169255427|    1.833 1.907   |10.87    |~                 |    ~     ~    |    1|  848.536   pc  | -16.9203    +16.9203  |paral   |2020yCat.1350....0G
5040|TYC 749-326-1                                                                                                                               |Star                                |07 08 38.6555986752 +09 14 57.840359784|206.5954569575540 +08.0002897874201|  -0.254 -1.430   |10.27    |~                 |    ~     ~    |    1| 1641.228   pc  |-109.6307   +109.6307  |paral   |2020yCat.1350....0G
5041|TYC 749-339-1                                                                                                                               |Star                                |07 07 56.0972763768 +08 57 08.039435760|206.7857488027223 +07.7114444580361|  -0.455 -0.794   |9.94     |~                 |    ~     ~    |    1| 1795.977   pc  | -60.9626    +60.9626  |paral   |2020yCat.1350....0G
5042|TYC 749-348-1                                                                                                                               |Star                                |07 07 47.2984342224 +08 59 06.508893480|206.7397587418400 +07.6936320086164| -2.960 -12.961   |10.41    |~                 |    ~     ~    |    1|  311.158   pc  |  -9.8368     +9.8368  |paral   |2020yCat.1350....0G
5043|TYC 749-354-1                                                                                                                               |Star                                |07 08 26.7636415008 +09 15 34.659051948|206.5642917146117 +07.9609993814932|  -4.503 -5.088   |10.75    |~                 |    ~     ~    |    1|  899.523   pc  | -19.8240    +19.8240  |paral   |2020yCat.1350....0G
5044|TYC 749-1719-1                                                                                                                              |Star                                |07 07 50.8376673648 +08 11 37.146277356|207.4611842417466 +07.3543108616049|  -0.344 -5.350   |10.93    |~                 |    ~     ~    |    1|  778.513   pc  | -10.9095    +10.9095  |paral   |2020yCat.1350....0G
5045|TYC 749-2726-1                                                                                                                              |Star                                |07 08 43.3836805968 +08 15 01.525148820|207.5073397816380 +07.5735909903112| -8.618 -20.898   |10.73    |~                 |    ~     ~    |    1|  386.145   pc  |  -2.6690     +2.6690  |paral   |2020yCat.1350....0G
5046|TYC 753-43-1                                                                                                                                |Star                                |07 08 01.3523648280 +10 21 54.396910008|205.5162346152972 +08.3568296825143|  -3.658 -6.132   |10.20    |~                 |    ~     ~    |    1|  527.899   pc  |  -5.4900     +5.4900  |paral   |2020yCat.1350....0G
5047|TYC 753-123-1                                                                                                                               |Star                                |07 08 00.4133436000 +10 20 55.609496052|205.5293242065534 +08.3461641149003|  -4.659 -1.511   |9.82     |~                 |    ~     ~    |    1|  204.290   pc  |  -0.7345     +0.7345  |paral   |2020yCat.1350....0G
5048|TYC 753-155-1                                                                                                                               |Star                                |07 08 40.0111325184 +09 45 49.386971016|206.1322191400382 +08.2331918957641|   3.730 -5.629   |10.36    |~                 |    ~     ~    |    1| 1411.632   pc  | -34.8723    +34.8723  |paral   |2020yCat.1350....0G
5049|TYC 753-254-1                                                                                                                               |Star                                |07 08 16.2099933576 +10 41 09.670528536|205.2522461752953 +08.5530543193651| -33.275 26.240   |9.82     |~                 |    ~     ~    |    1|  256.865   pc  |  -1.0689     +1.0689  |paral   |2020yCat.1350....0G
5050|TYC 753-347-1                                                                                                                               |Star                                |07 08 25.8097219200 +09 35 03.700086288|206.2685836270292 +08.1014662488560|  -2.139 -3.229   |10.66    |~                 |    ~     ~    |    1| 1171.646   pc  | -33.7698    +33.7698  |paral   |2020yCat.1350....0G
5051|TYC 753-425-1                                                                                                                               |Star                                |07 08 45.6406488024 +09 45 48.070125288|206.1428884707329 +08.2537592366953| -31.353 -7.158   |10.23    |~                 |    ~     ~    |    1|  163.463   pc  |  -0.4382     +0.4382  |paral   |2020yCat.1350....0G
5052|TYC 753-511-1                                                                                                                               |Star                                |07 08 04.0030610688 +10 14 43.307469708|205.6296618007232 +08.3136778062048|  -3.433 -5.801   |10.93    |~                 |    ~     ~    |    1|  456.684   pc  |  -4.8386     +4.8386  |paral   |2020yCat.1350....0G
5053|TYC 753-532-1                                                                                                                               |Star                                |07 08 26.1585037680 +10 39 03.838381992|205.3021345661371 +08.5742076458509|   -7.116 2.017   |10.50    |~                 |    ~     ~    |    1|  781.922   pc  |  -9.8436     +9.8436  |paral   |2020yCat.1350....0G
5054|TYC 753-633-1                                                                                                                               |Star                                |07 08 03.1694351400 +10 01 06.035363940|205.8338971517721 +08.2102415887764|   -5.632 7.798   |10.58    |~                 |    ~     ~    |    1|  131.301   pc  |  -0.2672     +0.2672  |paral   |2020yCat.1350....0G
5055|TYC 753-638-1                                                                                                                               |Star                                |07 08 47.4555771888 +09 46 01.065829512|206.1429501678093 +08.2620399094089|  -2.064 -0.895   |10.97    |~                 |    ~     ~    |    1|  655.136   pc  | -11.2451    +11.2451  |paral   |2020yCat.1350....0G
5056|TYC 753-737-1                                                                                                                               |Star                                |07 07 43.9502516400 +10 12 24.118233876|205.6279827383177 +08.2228303773175|  4.203 -12.938   |10.68    |~                 |    ~     ~    |    1|  341.752   pc  | -14.3540    +14.3540  |paral   |2020yCat.1350....0G
5057|TYC 753-780-1                                                                                                                               |Star                                |07 08 30.9476710080 +10 11 16.980484092|205.7309695725839 +08.3874736254506|  -2.880 -7.243   |10.45    |~                 |    ~     ~    |    1|  880.127   pc  | -15.6474    +15.6474  |paral   |2020yCat.1350....0G
5058|TYC 753-786-1                                                                                                                               |Star                                |07 07 59.0370572088 +09 38 26.491016040|206.1683584388440 +08.0278265310009|   3.157 -8.593   |10.28    |~                 |    ~     ~    |    1|  483.162   pc  |  -5.4159     +5.4159  |paral   |2020yCat.1350....0G
5059|V* DO CMi                                                                                                                                   |delta Sct Variable                  |07 12 19.4088562968 +09 21 02.643986160|206.9099709479478 +08.8590231185279|  -3.693 -3.694   |10.54    |~                 |    ~     ~    |    1|  716.692   pc  | -19.2618    +19.2618  |paral   |2020yCat.1350....0G
5060|TYC 762-157-1                                                                                                                               |High Proper Motion Star             |07 13 24.0212781912 +09 14 11.234235048|207.1326208745199 +09.0468420548064| -51.139 16.943   |10.08    |~                 |    ~     ~    |    1|  181.577   pc  |  -0.6001     +0.6001  |paral   |2020yCat.1350....0G
5061|TYC 762-169-1                                                                                                                               |Star                                |07 14 03.9436831872 +09 18 36.811293804|207.1390306233838 +09.2267135431413|  -3.726 -8.637   |10.60    |~                 |    ~     ~    |    1|  670.691   pc  |  -8.2318     +8.2318  |paral   |2020yCat.1350....0G
5062|TYC 762-202-1                                                                                                                               |Star                                |07 13 20.2899397992 +09 15 12.702218580|207.1102448070218 +09.0406213519421|   8.616 -9.505   |10.13    |~                 |    ~     ~    |    1|  863.111   pc  | -16.8361    +16.8361  |paral   |2020yCat.1350....0G
5063|TYC 762-254-1                                                                                                                               |Star                                |07 11 59.3462016912 +09 12 37.514012076|207.0003934493182 +08.7229752942426|  -2.390 -2.116   |10.65    |~                 |    ~     ~    |    1|  961.446   pc  | -16.9161    +16.9161  |paral   |2020yCat.1350....0G
5064|TYC 762-286-1                                                                                                                               |Star                                |07 10 22.4712687096 +09 02 09.549089160|206.9800278449018 +08.2884005443886|  -1.384 -2.452   |10.39    |~                 |    ~     ~    |    1| 1051.304   pc  | -40.4518    +40.4518  |paral   |2020yCat.1350....0G
5065|GSC 00762-00287                                                                                                                             |Double or Multiple Star             |07 11 06.6388840512 +09 18 02.404591596|206.8215104317620 +08.5685371604449|   6.139 -0.841   |10.903   |~                 |    ~     ~    |    1|  526.011   pc  |  -5.5614     +5.5614  |paral   |2020yCat.1350....0G
5066|TYC 762-303-1                                                                                                                               |Star                                |07 09 53.0070129864 +08 59 31.961572512|206.9653276137274 +08.1603128878657|  -8.551 -5.025   |10.23    |~                 |    ~     ~    |    1|  211.658   pc  |  -5.4521     +5.4521  |paral   |2020yCat.1350....0G
5067|TYC 762-313-1                                                                                                                               |Star                                |07 12 27.5940947352 +09 03 00.713895192|207.1977918733001 +08.7562771016367| -9.221 -22.845   |10.74    |~                 |    ~     ~    |    1|  346.236   pc  |  -1.7143     +1.7143  |paral   |2020yCat.1350....0G
5068|TYC 762-317-1                                                                                                                               |Star                                |07 11 01.4071237608 +09 00 24.687088236|207.0782123536473 +08.4191066188048|  -1.884 -4.368   |10.77    |~                 |    ~     ~    |    1|  368.365   pc  | -25.0624    +25.0624  |paral   |2020yCat.1350....0G
5069|TYC 762-318-1                                                                                                                               |Star                                |07 11 47.2062382440 +09 10 13.429120512|207.0143466592018 +08.6604850556019|  -2.244 -5.119   |10.21    |~                 |    ~     ~    |    1|  358.487   pc  |  -2.7887     +2.7887  |paral   |2020yCat.1350....0G
5070|TYC 762-347-1                                                                                                                               |Star                                |07 10 27.5564592600 +09 16 32.732906880|206.7721507023903 +08.4134102167619|   2.247 -0.664   |10.13    |~                 |    ~     ~    |    1| 1055.075   pc  | -20.4826    +20.4826  |paral   |2020yCat.1350....0G
5071|TYC 762-375-1                                                                                                                               |Star                                |07 13 16.3432538592 +09 09 45.920554272|207.1854229105751 +08.9859391397297|  -1.243 -2.412   |10.84    |~                 |    ~     ~    |    1| 1300.559   pc  | -55.8180    +55.8180  |paral   |2020yCat.1350....0G
5072|TYC 762-384-1                                                                                                                               |Star                                |07 09 58.7330173224 +09 17 46.447810764|206.7005289969491 +08.3162193293699| -10.505 -8.771   |10.6     |~                 |    ~     ~    |    1|  413.582   pc  |  -2.5658     +2.5658  |paral   |2020yCat.1350....0G
5073|TYC 762-402-1                                                                                                                               |Star                                |07 13 46.0884008280 +08 48 23.986683792|207.5635458458899 +08.9381816957024|  -0.533 -7.638   |10.48    |~                 |    ~     ~    |    1|  868.056   pc  | -13.7141    +13.7141  |paral   |2020yCat.1350....0G
5074|TYC 762-407-1                                                                                                                               |Star                                |07 13 11.3280381096 +09 11 45.105773532|207.1461248645167 +08.9820716131704|   3.789 -6.115   |10.72    |~                 |    ~     ~    |    1|  517.331   pc  | -43.9182    +43.9182  |paral   |2020yCat.1350....0G
5075|TYC 762-428-1                                                                                                                               |Star                                |07 11 47.8236097896 +09 17 52.504996380|206.8997975003077 +08.7191884250630| -10.135 -7.462   |10.93    |~                 |    ~     ~    |    1|  276.327   pc  |  -3.3062     +3.3062  |paral   |2020yCat.1350....0G
5076|TYC 762-444-1                                                                                                                               |Star                                |07 11 02.3086985880 +09 18 10.763571240|206.8114353161899 +08.5535986954248|  -3.266 -6.961   |9.57     |~                 |    ~     ~    |    1|  836.820   pc  | -14.0054    +14.0054  |paral   |2020yCat.1350....0G
5077|TYC 762-460-1                                                                                                                               |High Proper Motion Star             |07 14 15.1260041448 +09 16 41.445775056|207.1887299173592 +09.2538225021012|  11.898 82.383   |9.82     |~                 |    ~     ~    |    1|  128.422   pc  |  -0.2259     +0.2259  |paral   |2020yCat.1350....0G
5078|TYC 762-505-1                                                                                                                               |Star                                |07 09 59.5276089696 +09 03 32.126705748|206.9169481888707 +08.2139548166683| -8.634 -32.795   |10.72    |~                 |    ~     ~    |    1|  280.576   pc  |  -1.3225     +1.3225  |paral   |2020yCat.1350....0G
5079|TYC 762-513-1                                                                                                                               |Star                                |07 12 22.0203352152 +09 08 27.591068508|207.1051376236683 +08.7758973498232|  4.359 -12.765   |10.87    |~                 |    ~     ~    |    1|  424.160   pc  |  -2.8966     +2.8966  |paral   |2020yCat.1350....0G
5080|TYC 762-546-1                                                                                                                               |Star                                |07 11 33.5755160520 +09 10 07.504820652|206.9907346966962 +08.6094804253983|  -2.498 -0.349   |10.76    |~                 |    ~     ~    |    1|  627.431   pc  |  -9.2119     +9.2119  |paral   |2020yCat.1350....0G
5081|TYC 762-560-1                                                                                                                               |Spectroscopic Binary                |07 10 42.8196774840 +08 45 28.326667212|207.2694446969555 +08.2400860805933|  -2.004 -0.968   |10.63    |~                 |    ~     ~    |    1|  469.197   pc  |  -4.8432     +4.8432  |paral   |2020yCat.1350....0G
5082|TYC 762-598-1                                                                                                                               |Star                                |07 11 20.1838813080 +09 12 06.343709256|206.9361362307057 +08.5747041007568|    3.133 5.242   |10.53    |~                 |    ~     ~    |    1|  404.776   pc  |  -4.2927     +4.2927  |paral   |2020yCat.1350....0G
5083|TYC 762-759-1                                                                                                                               |Star                                |07 09 00.2050845744 +09 17 35.745689760|206.5954487385798 +08.0991675919648|  -0.501 -3.401   |10.33    |~                 |    ~     ~    |    1| 1298.364   pc  | -46.0210    +46.0210  |paral   |2020yCat.1350....0G
5084|TYC 762-1002-1                                                                                                                              |Star                                |07 14 11.8671269088 +08 45 24.640642440|207.6563473032443 +09.0113091516288| -2.282 -15.018   |10.50    |~                 |    ~     ~    |    1|  372.038   pc  |  -9.7580     +9.7580  |paral   |2020yCat.1350....0G
5085|TYC 762-1018-1                                                                                                                              |Star                                |07 10 38.5116811008 +08 42 39.393571320|207.3039720627799 +08.2033566796028|  4.329 -10.535   |9.84     |~                 |    ~     ~    |    1|  610.426   pc  |  -5.2912     +5.2912  |paral   |2020yCat.1350....0G
5086|TYC 762-1051-1                                                                                                                              |Star                                |07 09 54.0262869144 +09 16 41.539310616|206.7081978952866 +08.2908798412334|   -3.102 8.869   |9.70     |~                 |    ~     ~    |    1|  283.616   pc  |  -1.5122     +1.5122  |paral   |2020yCat.1350....0G
5087|TYC 762-1191-1                                                                                                                              |Star                                |07 09 13.4763694776 +08 43 24.813829812|207.1354327755151 +07.8951921852953|   0.211 -3.461   |10.30    |~                 |    ~     ~    |    1|  766.342   pc  | -11.7456    +11.7456  |paral   |2020yCat.1350....0G
5088|TYC 762-1193-1                                                                                                                              |Star                                |07 12 32.4025635312 +08 36 52.212012480|207.6017682142382 +08.5809700707097|  -3.571 -4.635   |9.48     |~                 |    ~     ~    |    1| 1021.972   pc  | -16.6064    +16.6064  |paral   |2020yCat.1350....0G
5089|TYC 762-1223-1                                                                                                                              |Star                                |07 12 44.7648172008 +09 16 18.580809972|207.0282567184187 +08.9176610640017| -0.672 -19.741   |10.35    |~                 |    ~     ~    |    1|  303.370   pc  |  -1.8131     +1.8131  |paral   |2020yCat.1350....0G
