C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:38:16

dec< 0&rah >=21.25&rah< 21.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 3626

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |         pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|--------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
890 |HD 202939                                                             |Star                              |21 19 36.7334436528 -16 46 37.534284876|033.3898766235873 -40.1616827869946|  -4.243 -6.671     |9.06     |A0/1IV         |    ~     ~    |    1|  712.695   pc  | -50.1200    +50.1200    |ST-L    |2020AJ....160...83S
891 |HD 203037                                                             |Star                              |21 20 10.5358962408 -16 28 17.117693328|033.8268557071792 -40.1737054356503|  -4.243 -7.608     |9.06     |F0V            |    ~     ~    |    1|  257.546   pc  |  -4.9190     +4.9190    |ST-L    |2020AJ....160...83S
892 |HD 203055                                                             |Star                              |21 20 18.6590890344 -17 00 37.391030460|033.1859126179261 -40.4028360940067|  -9.009 -2.517     |9.563    |M0/1III        |    ~     ~    |    1|  748.317   pc  | -42.9000    +42.9000    |ST-L    |2020AJ....160...83S
893 |HD 203117                                                             |High Proper Motion Star           |21 20 41.6030158920 -17 04 57.915157728|033.1412609339720 -40.5143562600875| 74.753 -22.070     |10.171   |G6V            |    ~     ~    |    1|  188.145   pc  |  -2.6290     +2.6290    |ST-L    |2020AJ....160...83S
894 |HD 203350                                                             |Star                              |21 22 06.6988360320 -17 02 16.202411736|033.3595738337896 -40.8135068318971| 11.376 -18.931     |10.676   |F5/6V          |    ~     ~    |    1|  397.452   pc  | -12.8100    +12.8100    |ST-L    |2020AJ....160...83S
895 |* iot Cap                                                             |BY Dra Variable                   |21 22 14.7956478 -16 50 04.359799      |033.6250060846 -40.7689602916      |     30.00 4.52     |4.27     |G7IIIFe-1.5    |    ~     ~    |    1|   61.8173  pc  |  -1.1479     +1.1479    |paral   |2018yCat.1345....0G
896 |HD 359032                                                             |Spectroscopic Binary              |21 20 26.1260823720 -16 58 57.804129840|033.2340247835120 -40.4204015498189| -12.814 -0.768     |10.925   |F2             |    ~     ~    |    1|  323.821   pc  |  -8.2920     +8.2920    |ST-L    |2020AJ....160...83S
897 |HD 358975                                                             |Star                              |21 17 45.8866216008 -16 07 35.662238796|033.9609165825796 -39.5081484900813| -27.869 -4.033     |10.503   |G0             |    ~     ~    |    1|  249.332   pc  |  -3.8610     +3.8610    |ST-L    |2020AJ....160...83S
898 |HD 358962                                                             |Double or Multiple Star           |21 18 22.807848 -15 17 03.37200        |035.041739421 -39.323241294        |      -9.7 32.6     |10.422   |F8             |    ~     ~    |    1|  143.388   pc  |  -5.6880     +5.6880    |ST-L    |2020AJ....160...83S
899 |BD-16 5836                                                            |Star                              |21 18 41.6216949384 -16 14 03.780535488|033.9401494994364 -39.7553527251591|    7.079 0.341     |10.811   |~              |    ~     ~    |    1| 2119.290   pc  |-264.8000   +264.8000    |ST-L    |2020AJ....160...83S
900 |BD-17 6242                                                            |Star                              |21 21 09.7158593424 -17 04 02.581939560|033.2138929387093 -40.6129959415401|  -1.261 -1.060     |10.630   |~              |    ~     ~    |    1|  732.236   pc  | -42.8800    +42.8800    |ST-L    |2020AJ....160...83S
901 |HD 359022                                                             |Star                              |21 22 23.1991780152 -16 03 11.874334104|034.5966841118850 -40.5085524573443|  9.346 -12.772     |10.24    |F2             |    ~     ~    |    1|  228.759   pc  |  -3.9000     +3.9000    |ST-L    |2020AJ....160...83S
902 |HD 359030                                                             |Star                              |21 20 43.8694369344 -16 52 34.864197060|033.3981197361475 -40.4471756139687|  5.944 -11.051     |10.737   |K0             |    ~     ~    |    1|  763.231   pc  | -41.9700    +41.9700    |ST-L    |2020AJ....160...83S
903 |HD 202803A                                                            |Star                              |21 18 45.5132690664 -15 27 59.860411092|034.8696295076248 -39.4777989312345| -5.139 -32.763     |10.42    |~              |    ~     ~    |    1|  189.362   pc  |  -1.1726     +1.1726    |paral   |2020yCat.1350....0G
904 |HD 358964                                                             |Star                              |21 18 39.3912567984 -15 28 51.759735384|034.8401348731029 -39.4606590485614|   10.391 0.823     |10.953   |G0             |    ~     ~    |    1|  321.929   pc  |  -7.6490     +7.6490    |ST-L    |2020AJ....160...83S
905 |HD 358984                                                             |Star                              |21 19 18.6505534944 -17 19 30.007793460|032.6873486242310 -40.2947549507949|   3.153 20.033     |10.943   |G5             |    ~     ~    |    1|  139.617   pc  |  -1.3760     +1.3760    |ST-L    |2020AJ....160...83S
906 |HD 359023                                                             |Star                              |21 20 26.6401253088 -16 13 23.241773064|034.1596550047247 -40.1404859438325|  17.121 -1.490     |10.807   |G0             |    ~     ~    |    1|  197.145   pc  |  -2.8000     +2.8000    |ST-L    |2020AJ....160...83S
907 |HD 358968                                                             |Star                              |21 16 22.0176609096 -15 51 49.514032944|034.1110623792562 -39.0977578051063| -4.693 -22.767     |10.99    |F5             |    ~     ~    |    1| 1055.075   pc  | -19.8147    +19.8147    |paral   |2020yCat.1350....0G
908 |HD 359024                                                             |Star                              |21 21 21.2887520976 -16 22 35.951298024|034.0805010393930 -40.4006557063981|   17.359 3.443     |10.988   |G5             |    ~     ~    |    1|  231.163   pc  | -14.9200    +14.9200    |ST-L    |2020AJ....160...83S
909 |HD 203429                                                             |Spectroscopic Binary              |21 22 35.2340368560 -17 30 59.715905148|032.8232162859427 -41.0928004097027|78.897 -229.976     |9.68     |K2(III)        |    ~     ~    |    1|   68.437   pc  |  -1.2960     +1.2960    |paral   |2020yCat.1350....0G
910 |HD 203430                                                             |Star                              |21 22 35.0481464376 -17 34 46.739376444|032.7447465325894 -41.1147363798059|  12.154 -7.214     |10.077   |F8             |    ~     ~    |    1|  305.941   pc  |  -9.5270     +9.5270    |ST-L    |2020AJ....160...83S
911 |HD 204254                                                             |Star                              |21 27 49.3438351992 -17 44 59.847473436|033.1288416069942 -42.3410655301342| 24.645 -24.982     |10.50    |G8/K0(III)     |    ~     ~    |    1|  311.207   pc  |  -7.0700     +7.0700    |paral   |2020yCat.1350....0G
912 |HD 204015                                                             |High Proper Motion Star           |21 26 11.6465700984 -17 55 05.335898880|032.7310070341094 -42.0384648473211| 51.458 -17.186     |10.07    |G5V            |    ~     ~    |    1|  258.222   pc  |  -4.5410     +4.5410    |ST-L    |2020AJ....160...83S
913 |V* CQ Cap                                                             |Eclipsing Binary                  |21 26 32.7321547272 -17 52 42.526164612|032.8208554060061 -42.1026131346392|   5.882 -0.058     |8.957    |A9V            |    ~     ~    |    1|  239.854   pc  |  -1.7317     +1.7317    |paral   |2020yCat.1350....0G
914 |BD-18 5945                                                            |Star                              |21 29 31.0073430432 -18 06 47.570109624|032.8607934166264 -42.8464790890411| 12.380 -12.853     |10.68    |~              |    ~     ~    |    1|  607.977   pc  |  -9.6845     +9.6845    |paral   |2020yCat.1350....0G
915 |HD 203738                                                             |Star                              |21 24 28.2298424568 -15 37 47.656596000|035.3644803664383 -40.8105432775737| -6.826 -10.163     |10.97    |F8/G0V         |    ~     ~    |    1|  435.483   pc  |  -9.9564     +9.9564    |paral   |2020yCat.1350....0G
916 |HD 203584                                                             |Star                              |21 23 32.4069331296 -15 52 49.769095512|034.9458255955157 -40.6994948653145|  7.799 -15.381     |10.22    |G8(III)        |    ~     ~    |    1|  698.910   pc  |  -9.6230     +9.6230    |paral   |2020yCat.1350....0G
917 |HD 203706                                                             |Star                              |21 24 20.7788321016 -16 03 43.867060272|034.8208634328686 -40.9477233128202|    9.689 0.011     |8.67     |B9IV/V         |    ~     ~    |    1|  476.267   pc  | -23.3000    +23.3000    |ST-L    |2020AJ....160...83S
918 |HD 203812                                                             |Star                              |21 24 56.9675527680 -15 58 46.096913712|034.9950616999526 -41.0504935684350|   5.231 36.976     |9.852    |G2V            |    ~     ~    |    1|  118.261   pc  |  -0.8643     +0.8643    |ST-L    |2020AJ....160...83S
919 |HD 203460                                                             |Star                              |21 22 43.3613172336 -16 32 21.856391772|034.0427402569020 -40.7656512537404|   9.320 -1.793     |9.38     |K0III          |    ~     ~    |    1|  518.618   pc  |  -4.1690     +4.1690    |paral   |2020yCat.1350....0G
920 |HD 203606                                                             |Star                              |21 23 45.6805012416 -17 06 58.116674160|033.4536583135838 -41.2091298408858|  11.599 -8.900     |10.529   |K0/1(III)      |    ~     ~    |    1|  344.172   pc  |  -7.1850     +7.1850    |ST-L    |2020AJ....160...83S
