C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:53:35

dec< 0&rah >=17.75&rah< 18.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8404

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |         pm         |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|--------------------|---------|----------------|---------------------|-----|----------------|-------------------------|--------|-------------------
6101|CD-49 11844                                                                                              |Star                           |17 59 40.7427240288 -49 38 39.526980072|343.2254606093910 -12.6168594829905|  1.332 -21.352     |9.994    |~               |    ~     ~          |    1|  592.047   pc  | -18.3500    +18.3500    |ST-L    |2020AJ....160...83S
6102|CD-48 12202                                                                                              |Star                           |17 59 48.5015124792 -48 53 22.497124668|343.9219969422620 -12.2890456566200| -2.488 -14.262     |10.582   |~               |    ~     ~          |    1|  700.490   pc  | -23.7600    +23.7600    |ST-L    |2020AJ....160...83S
6103|CD-49 11847                                                                                              |Star                           |17 59 51.1879033560 -49 34 00.762119760|343.3092340709575 -12.6064589884438|   2.967 -5.845     |9.96     |~               |    ~     ~          |    1| 1057.082   pc  | -19.4432    +19.4432    |paral   |2020yCat.1350....0G
6104|CD-50 11657                                                                                              |Star                           |17 58 57.6728625168 -50 28 44.031259416|342.4106370901744 -12.8965720050346|  8.543 -14.377     |10.27    |~               |    ~     ~          |    1| 1010.918   pc  | -16.5557    +16.5557    |paral   |2020yCat.1350....0G
6105|CD-48 12122                                                                                              |Star                           |17 53 13.2405716592 -48 27 19.071157788|343.7921082827665 -11.1249355005793|  -0.757 -8.276     |10.30    |~               |    ~     ~          |    1| 1506.478   pc  | -50.1554    +50.1554    |paral   |2020yCat.1350....0G
6106|CD-50 11577                                                                                              |Star                           |17 51 22.3300393224 -50 11 52.802771784|342.0842556490705 -11.6951272170463|  -1.119 -9.070     |9.74     |~               |    ~     ~          |    1| 1117.318   pc  | -32.5833    +32.5833    |paral   |2020yCat.1350....0G
6107|TYC 8347-239-1                                                                                           |Star                           |17 48 27.5968902288 -48 25 12.079632936|343.4336094770303 -10.4173470126234| -4.757 -17.713     |9.63     |~               |    ~     ~          |    1|  911.660   pc  | -15.2927    +15.2927    |paral   |2020yCat.1350....0G
6108|TYC 8347-405-1                                                                                           |Star                           |17 48 34.9772360616 -48 19 02.944000200|343.5346142518748 -10.3847604631437|  -2.388 -9.654     |10.67    |~               |    ~     ~          |    1|  421.727   pc  |  -3.2547     +3.2547    |paral   |2020yCat.1350....0G
6109|TYC 8347-781-1                                                                                           |Star                           |17 48 38.4811430952 -48 08 35.288752272|343.6938256039335 -10.3075504646643|  -5.858 -3.344     |10.12    |~               |    ~     ~          |    1|  990.688   pc  | -15.8015    +15.8015    |paral   |2020yCat.1350....0G
6110|TYC 8347-844-1                                                                                           |Star                           |17 47 37.124688 -47 49 27.10200        |343.889928303 -10.001374737        |       8.8 -1.0     |10.95    |~               |    ~     ~          |    0|                |                         |        |                   
6111|TYC 8347-903-1                                                                                           |Star                           |17 48 22.7359197912 -48 11 22.442154936|343.6308623088174 -10.2922896995518|  3.738 -16.446     |10.65    |~               |    ~     ~          |    1| 1132.631   pc  | -20.2691    +20.2691    |paral   |2020yCat.1350....0G
6112|TYC 8348-81-1                                                                                            |Star                           |17 59 30.4263777552 -47 56 35.463011352|344.7566665952326 -11.8075331252758|  -2.686 -8.791     |10.8     |~               |    ~     ~          |    1| 1117.194   pc  | -22.2166    +22.2166    |paral   |2020yCat.1350....0G
6113|TYC 8348-235-1                                                                                           |Star                           |17 59 28.3281138216 -47 55 01.951949856|344.7774003674868 -11.7902960578068|  0.708 -10.982     |9.28     |~               |    ~     ~          |    1| 1343.183   pc  | -34.2787    +34.2787    |paral   |2020yCat.1350....0G
6114|TYC 8348-485-1                                                                                           |Star                           |17 52 25.4800037040 -48 26 35.490126372|343.7383919403694 -11.0033212461204|-27.575 -32.194     |10.846   |~               |    ~     ~          |    1|  356.052   pc  |  -8.0740     +8.0740    |ST-L    |2020AJ....160...83S
6115|TYC 8348-575-1                                                                                           |Star                           |17 50 52.3282754280 -48 20 24.723522816|343.7034327447473 -10.7279041970265|  1.267 -10.368     |10.87    |~               |    ~     ~          |    1| 3564.210   pc  |-751.4000   +751.4000    |ST-L    |2020AJ....160...83S
6116|TYC 8348-587-1                                                                                           |Star                           |17 59 56.6312447880 -48 31 44.688556488|344.2599456728951 -12.1428749752593|  -0.684 -4.730     |10.500   |~               |    ~     ~          |    1|  799.478   pc  | -30.1700    +30.1700    |ST-L    |2020AJ....160...83S
6117|TYC 8348-685-1                                                                                           |High Proper Motion Star        |17 51 27.5291228208 -48 19 15.252043224|343.7687081026202 -10.8038555259606| 16.499 -46.901     |10.47    |~               |    ~     ~          |    1|  162.570   pc  |  -0.4017     +0.4017    |paral   |2020yCat.1350....0G
6118|TYC 8348-759-1                                                                                           |Star                           |17 50 10.8001116144 -48 22 04.371539088|343.6219332339241 -10.6408754729857|  -0.095 -7.096     |10.77    |~               |    ~     ~          |    1|  518.565   pc  |  -5.3513     +5.3513    |paral   |2020yCat.1350....0G
6119|TYC 8348-863-1                                                                                           |Star                           |17 56 55.4286836328 -48 32 16.180706508|344.0145062390178 -11.7042855258823| 11.744 -36.972     |10.65    |~               |    ~     ~          |    1|  176.255   pc  |  -0.5934     +0.5934    |paral   |2020yCat.1350....0G
6120|TYC 8348-1235-1                                                                                          |Star                           |17 56 52.4385458448 -48 38 54.145744656|343.9108299974884 -11.7488222865090|   1.156 -9.213     |10.07    |~               |    ~     ~          |    1| 1582.779   pc  | -46.5965    +46.5965    |paral   |2020yCat.1350....0G
6121|TYC 8348-1299-1                                                                                          |Star                           |17 49 03.3581923008 -48 37 27.908267376|343.3016481689833 -10.6035822072933|   -0.879 0.996     |10.33    |~               |    ~     ~          |    1|  785.484   pc  |  -9.9952     +9.9952    |paral   |2020yCat.1350....0G
6122|TYC 8348-1553-1                                                                                          |Star                           |17 56 13.8963841128 -48 17 26.144705436|344.1821478199723 -11.4866883818940| -3.083 -10.590     |10.010   |~               |    ~     ~          |    1|  996.515   pc  | -60.9000    +60.9000    |ST-L    |2020AJ....160...83S
6123|TYC 8348-1698-1                                                                                          |Star                           |17 53 27.6054531000 -47 57 40.793149296|344.2533057190387 -10.9232714553705|   8.623 -6.306     |10.61    |~               |    ~     ~          |    1| 1539.646   pc  | -36.2688    +36.2688    |paral   |2020yCat.1350....0G
6124|TYC 8348-1727-1                                                                                          |Star                           |17 59 10.5119833272 -48 16 24.868944048|344.4313035026934 -11.9116373129354| -7.632 -32.838     |10.75    |~               |    ~     ~          |    1|  172.515   pc  |  -0.4315     +0.4315    |paral   |2020yCat.1350....0G
6125|TYC 8348-1822-1                                                                                          |Star                           |17 52 15.7518849384 -48 00 48.359455992|344.1086668899473 -10.7726485029753|   -1.009 6.970     |10.54    |~               |    ~     ~          |    1|  531.802   pc  |  -4.2139     +4.2139    |paral   |2020yCat.1350....0G
6126|PM J17598-4840                                                                                           |High Proper Motion Star        |17 59 50.9439389880 -48 40 18.955355124|344.1228610119966 -12.1947888205847|-39.224 -32.211     |10.372   |~               |    ~     ~          |    1| 1256.600   pc  | -98.2600    +98.2600    |ST-L    |2020AJ....160...83S
6127|TYC 8348-1883-1                                                                                          |Star                           |17 58 15.7281018936 -48 24 15.223135824|344.2410354015927 -11.8379861225958|  11.099 -4.348     |10.519   |~               |    ~     ~          |    1|  779.400   pc  | -30.4500    +30.4500    |ST-L    |2020AJ....160...83S
6128|TYC 8348-1956-1                                                                                          |Star                           |17 58 25.5201434328 -48 07 57.143556732|344.4995467839133 -11.7354546189473|  -0.588 -4.930     |10.79    |~               |    ~     ~          |    1|  614.779   pc  |  -5.9717     +5.9717    |paral   |2020yCat.1350....0G
6129|TYC 8348-2081-1                                                                                          |Star                           |17 49 25.2773396784 -47 59 49.275780000|343.8882251771515 -10.3493741269540|   0.306 -1.930     |10.27    |~               |    ~     ~          |    1| 1437.608   pc  | -31.2074    +31.2074    |paral   |2020yCat.1350....0G
6130|TYC 8348-2146-1                                                                                          |Star                           |17 53 14.9161250304 -48 00 47.337600780|344.1897124345109 -10.9170767479768| -10.180 -8.708     |10.24    |~               |    ~     ~          |    1|  667.223   pc  | -24.1700    +24.1700    |ST-L    |2020AJ....160...83S
6131|TYC 8348-2216-1                                                                                          |Star                           |17 52 25.3236092664 -48 06 05.551132932|344.0431654671474 -10.8384823741235| -9.806 -23.275     |10.48    |~               |    ~     ~          |    1|  699.154   pc  |  -6.9901     +6.9901    |paral   |2020yCat.1350....0G
6132|TYC 8351-9-1                                                                                             |Star                           |17 47 54.0370494552 -48 46 41.263188528|343.0702651219446 -10.5128887491341|  -1.342 -0.077     |10.10    |~               |    ~     ~          |    1| 1447.807   pc  | -49.8882    +49.8882    |paral   |2020yCat.1350....0G
6133|TYC 8351-156-1                                                                                           |Star                           |17 47 40.8442411488 -48 46 41.726026020|343.0520167164964 -10.4814207056462| 16.863 -22.199     |10.71    |~               |    ~     ~          |    1|  352.038   pc  |  -1.5739     +1.5739    |paral   |2020yCat.1350....0G
6134|TYC 8351-184-1                                                                                           |Star                           |17 48 36.3748372848 -49 05 09.551300424|342.8551748974763 -10.7649209670162|  -5.801 -9.829     |10.74    |~               |    ~     ~          |    1|  403.682   pc  |  -4.5791     +4.5791    |paral   |2020yCat.1350....0G
6135|TYC 8351-234-1                                                                                           |Star                           |17 48 00.8073527616 -50 19 48.007783164|341.7015869798595 -11.2890296790675|   0.567 -2.969     |10.42    |~               |    ~     ~          |    1| 1129.050   pc  | -20.2686    +20.2686    |paral   |2020yCat.1350....0G
6136|TYC 8351-236-1                                                                                           |Star                           |17 47 49.1173915008 -48 47 49.442808840|343.0467374211061 -10.5104498920335|  -2.663 -9.934     |10.96    |~               |    ~     ~          |    1|  384.468   pc  |  -2.1729     +2.1729    |paral   |2020yCat.1350....0G
6137|TYC 8351-282-1                                                                                           |High Proper Motion Star        |17 46 49.7562881904 -49 38 17.367926388|342.2209074783914 -10.7839811055722|-27.194 -53.485     |10.60    |~               |    ~     ~          |    1|  162.951   pc  |  -0.4249     +0.4249    |paral   |2020yCat.1350....0G
6138|TYC 8351-372-1                                                                                           |Star                           |17 48 15.6540563904 -49 23 10.221141300|342.5605753569046 -10.8626742000043|   1.688 -2.637     |10.574   |~               |    ~     ~          |    1| 1417.470   pc  |-111.3000   +111.3000    |ST-L    |2020AJ....160...83S
6139|TYC 8351-594-1                                                                                           |Star                           |17 46 47.9067358968 -49 50 31.043063760|342.0378169989458 -10.8800045397560|  -1.536 -7.346     |10.97    |~               |    ~     ~          |    1|  445.712   pc  |  -6.1386     +6.1386    |paral   |2020yCat.1350....0G
6140|TYC 8351-861-1                                                                                           |Star                           |17 47 36.4557525216 -50 03 04.845775464|341.9170738783857 -11.0961976971523|   0.093 -8.467     |10.129   |~               |    ~     ~          |    1|  672.888   pc  | -27.5800    +27.5800    |ST-L    |2020AJ....160...83S
6141|TYC 8351-903-1                                                                                           |Star                           |17 48 13.4907948552 -49 46 26.211217836|342.2131438068216 -11.0472123948809|  -2.544 -9.839     |10.39    |~               |    ~     ~          |    1| 1529.520   pc  | -36.0272    +36.0272    |paral   |2020yCat.1350....0G
6142|TYC 8351-913-1                                                                                           |Star                           |17 48 32.8648390752 -49 30 37.313407944|342.4734607579191 -10.9640665786143|   2.715 -3.845     |10.54    |~               |    ~     ~          |    1|  835.771   pc  | -11.4556    +11.4556    |paral   |2020yCat.1350....0G
6143|TYC 8352-39-1                                                                                            |Star                           |17 51 33.1821460800 -48 51 38.198760300|343.2950275797243 -11.0781487084845|  3.268 -24.345     |10.59    |~               |    ~     ~          |    1|  532.623   pc  |  -7.3759     +7.3759    |paral   |2020yCat.1350....0G
6144|TYC 8352-171-1                                                                                           |Star                           |17 53 56.9297575776 -49 15 59.876544744|343.1228674690034 -11.6170085077862|  -0.998 -5.812     |10.96    |~               |    ~     ~          |    1|  400.240   pc  |  -2.3228     +2.3228    |paral   |2020yCat.1350....0G
6145|TYC 8352-376-1                                                                                           |Star                           |17 59 34.0970698320 -48 54 20.447744580|343.8887806468042 -12.2614323279241|  -1.250 12.621     |10.42    |~               |    ~     ~          |    1|  194.958   pc  |  -0.7336     +0.7336    |paral   |2020yCat.1350....0G
6146|TYC 8352-477-1                                                                                           |Star                           |17 50 05.0637392184 -49 26 55.700656476|342.6519738971317 -11.1521986004546|  9.341 -17.576     |10.20    |~               |    ~     ~          |    1|  607.497   pc  |  -6.0155     +6.0155    |paral   |2020yCat.1350....0G
6147|TYC 8352-492-1                                                                                           |Star                           |17 55 52.1510584752 -48 55 54.035137560|343.5759854800096 -11.7357373223264|  -0.846 -6.621     |10.7     |~               |    ~     ~          |    1|  630.358   pc  | -26.7020    +26.7020    |paral   |2020yCat.1350....0G
6148|TYC 8352-503-1                                                                                           |Star                           |17 57 10.4762526264 -48 52 22.580798484|343.7317487654901 -11.8976861193105|   4.966 -0.606     |10.789   |~               |    ~     ~          |    1|  906.095   pc  | -57.7800    +57.7800    |ST-L    |2020AJ....160...83S
6149|TYC 8352-525-1                                                                                           |Star                           |17 58 46.2462910992 -49 07 54.115128732|343.6218443690939 -12.2497309211799|  14.675 -8.987     |10.71    |~               |    ~     ~          |    1|  205.960   pc  |  -0.9757     +0.9757    |paral   |2020yCat.1350....0G
6150|TYC 8352-567-1                                                                                           |Star                           |17 51 10.0726466280 -50 06 11.072970144|342.1532970699339 -11.6209002476951| 11.899 -10.820     |10.46    |~               |    ~     ~          |    1|  181.646   pc  |  -2.5077     +2.5077    |paral   |2020yCat.1350....0G
6151|TYC 8352-569-1                                                                                           |Spectroscopic Binary           |17 59 36.5462420976 -49 57 01.563868620|342.9412022341068 -12.7469723309993|   1.501 -7.633     |10.87    |~               |    ~     ~          |    1|  508.673   pc  |  -7.2708     +7.2708    |paral   |2020yCat.1350....0G
6152|TYC 8352-654-1                                                                                           |Star                           |17 49 25.2849024456 -48 53 46.170987684|343.0902820663701 -10.7888739159198| 25.371 -42.022     |10.83    |~               |    ~     ~          |    1|  226.480   pc  |  -1.0464     +1.0464    |paral   |2020yCat.1350....0G
6153|TYC 8352-655-1                                                                                           |Star                           |17 52 18.1081668600 -48 55 11.232962652|343.3024973998276 -11.2145181284636| -9.488 -17.136     |10.68    |~               |    ~     ~          |    1|  475.285   pc  | -42.7847    +42.7847    |paral   |2020yCat.1350....0G
6154|TYC 8352-696-1                                                                                           |Star                           |17 56 11.4479324472 -49 53 06.525947616|342.7400350325460 -12.2288428422845|   1.596 -4.966     |10.486   |~               |    ~     ~          |    1|  724.798   pc  | -40.8100    +40.8100    |ST-L    |2020AJ....160...83S
6155|TYC 8352-699-1                                                                                           |Star                           |17 50 09.8003845464 -49 07 01.141410288|342.9540631619337 -11.0025904792697|    3.083 9.675     |10.89    |~               |    ~     ~          |    1|  191.267   pc  |  -0.8341     +0.8341    |paral   |2020yCat.1350....0G
6156|GSC 08352-00700                                                                                          |Double or Multiple Star        |17 59 31.6399830840 -50 05 16.896634008|342.8095776068208 -12.7982165313582| -1.156 -13.033     |10.894   |~               |    ~     ~          |    1|  635.970   pc  |  -8.6554     +8.6554    |paral   |2020yCat.1350....0G
6157|IRAS 17504-4853                                                                                          |Star                           |17 54 20.3349651144 -48 53 57.938810784|343.4837050110497 -11.4989305926093|   1.273 -1.579     |10.03    |~               |    ~     ~          |    1| 1775.884   pc  | -60.8676    +60.8676    |paral   |2020yCat.1350....0G
6158|TYC 8352-795-1                                                                                           |Star                           |17 54 46.9508728920 -49 34 12.338163264|342.9153213005410 -11.8800339954673| -7.032 -17.880     |10.33    |~               |    ~     ~          |    1|  673.355   pc  |  -6.7104     +6.7104    |paral   |2020yCat.1350....0G
6159|TYC 8352-802-1                                                                                           |Star                           |17 56 00.7134667200 -50 00 57.422252880|342.6079208457477 -12.2644697568915|  1.607 -27.573     |10.86    |~               |    ~     ~          |    1|  217.566   pc  |  -0.7526     +0.7526    |paral   |2020yCat.1350....0G
6160|TYC 8352-840-1                                                                                           |Star                           |17 49 58.8439140648 -50 05 23.114366844|342.0716681178948 -11.4476142084676| -12.952 13.928     |10.95    |~               |    ~     ~          |    1|  394.764   pc  |  -9.8260     +9.8260    |ST-L    |2020AJ....160...83S
6161|TYC 8352-844-1                                                                                           |Star                           |17 49 52.0406505864 -48 58 56.109999828|343.0500260100105 -10.8947576031636| -3.920 -30.122     |10.64    |~               |    ~     ~          |    1|  212.911   pc  |  -1.6274     +1.6274    |paral   |2020yCat.1350....0G
6162|TYC 8352-916-1                                                                                           |Star                           |17 51 19.1336427960 -49 28 32.001684708|342.7268288473214 -11.3407773378742|   4.145 -9.405     |10.03    |~               |    ~     ~          |    1|  773.276   pc  |  -8.0126     +8.0126    |paral   |2020yCat.1350....0G
6163|TYC 8352-918-1                                                                                           |Star                           |17 57 50.2718906832 -48 52 18.411486708|343.7847799100858 -11.9936249983646| -11.560 -8.392     |10.192   |~               |    ~     ~          |    1|  332.488   pc  |  -7.8500     +7.8500    |ST-L    |2020AJ....160...83S
6164|TYC 8352-977-1                                                                                           |Star                           |17 56 34.6571349096 -50 10 44.773910652|342.5034228064438 -12.4207685100235|  7.973 -19.206     |10.92    |~               |    ~     ~          |    1|  230.750   pc  |  -0.8679     +0.8679    |paral   |2020yCat.1350....0G
6165|TYC 8352-995-1                                                                                           |Star                           |17 57 59.9004651672 -49 27 18.132003504|343.2688676387551 -12.2877057702473| -5.206 -46.395     |10.9     |~               |    ~     ~          |    1|  491.981   pc  |  -3.2918     +3.2918    |paral   |2020yCat.1350....0G
6166|TYC 8352-1050-1                                                                                          |Star                           |17 59 26.4072267720 -49 05 56.419195848|343.7032466482530 -12.3318242060531|  -0.679 -3.431     |10.99    |~               |    ~     ~          |    1|  828.775   pc  | -12.1576    +12.1576    |paral   |2020yCat.1350....0G
6167|TYC 8352-1071-1                                                                                          |Spectroscopic Binary           |17 50 49.0381900440 -50 09 35.176459392|342.0749853686109 -11.5988447423610| -6.521 -22.994     |10.57    |~               |    ~     ~          |    1|  526.316   pc  |  -6.8144     +6.8144    |paral   |2020yCat.1350....0G
6168|TYC 8352-1122-1                                                                                          |Star                           |17 58 11.0474007264 -49 20 12.801987204|343.3903538472744 -12.2597669626398|  7.270 -14.894     |10.20    |~               |    ~     ~          |    1|  740.247   pc  |  -7.8359     +7.8359    |paral   |2020yCat.1350....0G
6169|TYC 8352-1134-1                                                                                          |Star                           |17 49 31.5269243616 -50 17 27.869380260|341.8558997483793 -11.4811350487733| -6.809 -23.100     |10.73    |~               |    ~     ~          |    1|  532.311   pc  |  -8.1040     +8.1040    |paral   |2020yCat.1350....0G
6170|TYC 8352-1173-1                                                                                          |Star                           |17 59 28.1609070576 -49 15 37.727974152|343.5587309300915 -12.4103780262036|  4.236 -23.542     |10.63    |~               |    ~     ~          |    1|  159.451   pc  |  -2.0772     +2.0772    |paral   |2020yCat.1350....0G
6171|TYC 8352-1218-1                                                                                          |Star                           |17 48 59.8344066648 -49 44 51.683076456|342.2984843282807 -11.1433147376555| -2.164 -22.701     |10.60    |~               |    ~     ~          |    1|  291.002   pc  |  -1.4989     +1.4989    |paral   |2020yCat.1350....0G
6172|TYC 8352-1344-1                                                                                          |Star                           |17 56 14.9342751840 -49 39 14.799944664|342.9534990993189 -12.1292117669911| -0.146 -15.551     |10.66    |~               |    ~     ~          |    1|  272.398   pc  |  -4.1033     +4.1033    |paral   |2020yCat.1350....0G
6173|TYC 8352-1421-1                                                                                          |Star                           |17 50 47.1547739448 -50 34 42.849047496|341.6973544303288 -11.7955000940257| -2.431 -14.787     |10.97    |~               |    ~     ~          |    1|  675.219   pc  |  -7.8418     +7.8418    |paral   |2020yCat.1350....0G
6174|TYC 8352-1425-1                                                                                          |Star                           |17 52 01.1107772544 -50 15 16.492816764|342.0839705741669 -11.8129740746153|  5.217 -10.196     |10.93    |~               |    ~     ~          |    1|  536.884   pc  |  -8.4167     +8.4167    |paral   |2020yCat.1350....0G
6175|TYC 8352-1470-1                                                                                          |Star                           |17 58 53.4507073176 -49 04 27.193177236|343.6832974091442 -12.2405981373880| -4.398 -13.366     |10.96    |~               |    ~     ~          |    1|  958.773   pc  | -25.5550    +25.5550    |paral   |2020yCat.1350....0G
6176|TYC 8352-1481-1                                                                                          |Spectroscopic Binary           |17 59 53.6755441944 -49 58 18.707428524|342.9431744145344 -12.7976043603329|  -1.654 -6.844     |10.92    |~               |    ~     ~          |    1|  611.060   pc  |  -7.0945     +7.0945    |paral   |2020yCat.1350....0G
6177|TYC 8352-1507-1                                                                                          |Star                           |17 54 55.9965801000 -50 16 42.879341316|342.2876677133655 -12.2346894303725|-17.030 -47.094     |10.31    |~               |    ~     ~          |    1|  124.945   pc  |  -0.2389     +0.2389    |paral   |2020yCat.1350....0G
6178|TYC 8352-1581-1                                                                                          |Star                           |17 57 54.2919863928 -48 47 20.299806168|343.8649493603185 -11.9648391647872| -8.784 -48.216     |10.61    |~               |    ~     ~          |    1|  186.432   pc  |  -0.5283     +0.5283    |paral   |2020yCat.1350....0G
6179|TYC 8352-1592-1                                                                                          |Star                           |17 55 16.2898982880 -49 58 04.745751816|342.5943034742002 -12.1368600475967| 24.391 -20.955     |10.431   |~               |    ~     ~          |    1|  733.129   pc  | -30.4700    +30.4700    |ST-L    |2020AJ....160...83S
6180|TYC 8352-1704-1                                                                                          |Star                           |17 58 24.2315254944 -49 54 47.560481568|342.8838279259728 -12.5575794518529|    6.127 3.185     |10.34    |~               |    ~     ~          |    1| 1366.680   pc  | -32.5000    +32.5000    |paral   |2020yCat.1350....0G
6181|TYC 8352-1725-1                                                                                          |Star                           |17 57 20.5700576376 -49 43 27.404168268|342.9742978775000 -12.3184542570460|  -0.679 -2.992     |10.611   |~               |    ~     ~          |    1|  870.710   pc  | -37.0600    +37.0600    |ST-L    |2020AJ....160...83S
6182|TYC 8352-1787-1                                                                                          |Star                           |17 52 28.7562151416 -48 58 55.411812372|343.2610370339480 -11.2699533741704| -8.291 -15.331     |10.75    |~               |    ~     ~          |    1|  465.636   pc  |  -3.3823     +3.3823    |paral   |2020yCat.1350....0G
6183|TYC 8352-1940-1                                                                                          |Star                           |17 49 01.4014173552 -50 35 09.557179224|341.5530378449952 -11.5539134026938|  -1.966 -3.854     |10.55    |~               |    ~     ~          |    1| 1485.884   pc  | -30.4684    +30.4684    |paral   |2020yCat.1350....0G
6184|HD 161090                                                                                                |Star                           |17 45 45.3927662136 -44 56 59.126703072|346.2478266731231 -08.2848165360119| -0.924 -10.341     |10.59    |A5/7II          |    ~     ~          |    1|  611.098   pc  |  -7.2821     +7.2821    |paral   |2020yCat.1350....0G
6185|HD 161105                                                                                                |Star                           |17 45 55.2175 -45 00 02.427            |346.2182211 -08.3355408            |     -2.2 -11.8     |10.42    |A5/8V           |    ~     ~          |    0|                |                         |        |                   
6186|HD 160961                                                                                                |Star                           |17 45 05.6921982768 -45 12 04.417471260|345.9689069451100 -08.3114022502041|-10.105 -36.865     |9.16     |A7/8IV/V        |    ~     ~          |    1|  298.169   pc  |  -1.9115     +1.9115    |paral   |2020yCat.1350....0G
6187|HD 160993                                                                                                |Star                           |17 45 17.6679842136 -45 38 13.274337588|345.6068896693064 -08.5622162201422|  -0.889 -2.724     |7.70     |B1Iab           |    ~     ~          |    1| 2654.632   pc  |-231.1440   +231.1440    |paral   |2020yCat.1350....0G
6188|CD-45 11861                                                                                              |Star                           |17 45 20.9744655456 -45 36 49.108664592|345.6322145545013 -08.5587110184232|   2.717 -6.500     |10.07    |F2              |    ~     ~          |    1|  652.146   pc  |  -7.5702     +7.5702    |paral   |2020yCat.1350....0G
6189|HD 161064                                                                                                |High Proper Motion Star        |17 45 46.7397179472 -45 46 31.524926268|345.5292389783899 -08.7051052567886|-88.864 -151.676    |10.19    |G5V             |    ~     ~          |    1|  115.622   pc  |  -2.7913     +2.7913    |paral   |2020yCat.1350....0G
6190|HD 161107                                                                                                |Star                           |17 45 55.9798315608 -45 46 31.102373964|345.5430303314444 -08.7282410963332|  -7.299 -4.892     |10.05    |F5V             |    ~     ~          |    1|  294.620   pc  |  -1.3801     +1.3801    |paral   |2020yCat.1350....0G
6191|HD 161106                                                                                                |Star                           |17 45 55.6577065104 -45 15 23.715228960|345.9955984160931 -08.4658878184707| 19.781 -22.529     |10.21    |F7/G0(V)        |    ~     ~          |    1|  183.786   pc  |  -1.6922     +1.6922    |paral   |2020yCat.1350....0G
6192|HD 161143                                                                                                |Star                           |17 46 07.6792918776 -45 14 57.251743404|346.0200012335970 -08.4926256656977| -3.775 -21.809     |10.20    |F5/6V           |    ~     ~          |    1|  368.691   pc  |  -5.2062     +5.2062    |paral   |2020yCat.1350....0G
6193|HD 161293                                                                                                |Star                           |17 47 03.0793509384 -45 20 46.296599316|346.0178524942099 -08.6817322206596|  -2.275 -8.256     |9.46     |K3/5(III)       |    ~     ~          |    1|  622.161   pc  |  -8.7868     +8.7868    |paral   |2020yCat.1350....0G
6194|HD 161334                                                                                                |Star                           |17 47 12.4180826400 -45 59 10.938411780|345.4708841144117 -09.0259437246744|    5.433 1.357     |9.37     |F5V             |    ~     ~          |    1|  340.240   pc  |  -1.5975     +1.5975    |paral   |2020yCat.1350....0G
6195|HD 161395                                                                                                |Star                           |17 47 34.9037338752 -45 53 47.595072012|345.5826254599280 -09.0374972771349|  -1.719 -4.031     |10.53    |B9/A0V(n)       |    ~     ~          |    1|  683.761   pc  | -10.0051    +10.0051    |paral   |2020yCat.1350....0G
6196|HD 161394                                                                                                |Star                           |17 47 35.0923467984 -45 29 43.038204072|345.9347453598019 -08.8374502847298|  0.633 -29.894     |7.38     |A5IV/V          |    ~     ~          |    1|  209.754   pc  |  -1.2671     +1.2671    |paral   |2020yCat.1350....0G
6197|HD 161472                                                                                                |Star                           |17 47 59.7063037584 -45 57 36.322980228|345.5631609258387 -09.1314883575198|   5.879 -2.699     |9.59     |K2(III)         |    ~     ~          |    1| 1142.465   pc  | -26.7572    +26.7572    |paral   |2020yCat.1350....0G
6198|HD 161456                                                                                                |Star                           |17 47 57.4013977392 -45 20 16.537638192|346.1056772395995 -08.8153100799040| 16.443 -38.177     |9.17     |G5V             |    ~     ~          |    1|  154.062   pc  |  -0.5720     +0.5720    |paral   |2020yCat.1350....0G
6199|HD 161534                                                                                                |Star                           |17 48 17.2762674384 -45 04 01.015185216|346.3727099730516 -08.7305383506280| -5.196 -15.752     |10.32    |A9/F0V          |    ~     ~          |    1|  296.375   pc  |  -2.7757     +2.7757    |paral   |2020yCat.1350....0G
6200|HD 161494                                                                                                |Star                           |17 48 07.7398850976 -46 02 32.969174280|345.5025017733246 -09.1926802879803|   0.276 -4.023     |10.68    |A0III/IV        |    ~     ~          |    1| 1386.194   pc  | -35.5484    +35.5484    |paral   |2020yCat.1350....0G
6201|CD-46 11811                                                                                              |Star                           |17 45 01.8061383528 -46 20 17.058905664|344.9713311621217 -08.8767494058442| -0.550 -19.065     |10.27    |~               |    ~     ~          |    1|  368.854   pc  |  -4.0000     +4.0000    |paral   |2020yCat.1350....0G
6202|HD 160994                                                                                                |Star                           |17 45 16.3919138832 -46 23 46.483570896|344.9419015144982 -08.9423045200840|  7.120 -30.561     |8.90     |K2III           |    ~     ~          |    1|  518.511   pc  |  -6.2912     +6.2912    |paral   |2020yCat.1350....0G
6203|HD 161029                                                                                                |Star                           |17 45 28.9193860992 -46 12 06.364324332|345.1303197901093 -08.8754311307346|    1.283 6.741     |9.64     |K1/2(III)       |    ~     ~          |    1|  726.164   pc  |  -8.9643     +8.9643    |paral   |2020yCat.1350....0G
