C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:16:32

dec< 0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2506

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
1797|HD 2458                                                                                                  |High Proper Motion Star             |00 28 02.2224219600 -52 57 08.308487556|310.9303483107162 -63.8110241011967|   51.305 7.721   |7.67     |K0III          |    ~     ~    |    1|  245.712   pc  |  -0.9901     +0.9901    |paral   |2020yCat.1350....0G
1798|CD-53 82                                                                                                 |High Proper Motion Star             |00 28 17.2244111016 -52 42 58.272958764|310.9565688910184 -64.0498678777108|  48.436 13.203   |10.45    |~              |    ~     ~    |    1|  278.249   pc  |  -1.4246     +1.4246    |paral   |2020yCat.1350....0G
1799|CPD-53 90                                                                                                |High Proper Motion Star             |00 28 22.2530046624 -52 54 00.397961352|310.8428175775046 -63.8723999418625|71.514 -141.049   |10.25    |~              |    ~     ~    |    1|   77.375   pc  |  -0.0820     +0.0820    |paral   |2020yCat.1350....0G
1800|CD-53 88                                                                                                 |Star                                |00 29 13.8148324056 -52 54 33.583871088|310.5502126908481 -63.8891993128873|   22.264 5.628   |10.73    |~              |    ~     ~    |    1|  395.476   pc  |  -3.2375     +3.2375    |paral   |2020yCat.1350....0G
1801|CD-53 40                                                                                                 |High Proper Motion Star             |00 17 38.8839576000 -52 48 03.603231252|314.4400998434500 -63.5657246248163| 157.237 98.260   |10.50    |~              |    ~     ~    |    1|   60.956   pc  |  -0.1989     +0.1989    |ST-L    |2020AJ....160...83S
1802|CD-53 42                                                                                                 |Star                                |00 18 18.4383526200 -52 46 47.118457704|314.2396314513148 -63.6150625955322|-10.392 -12.803   |10.004   |~              |    ~     ~    |    1|  739.523   pc  | -21.3100    +21.3100    |ST-L    |2020AJ....160...83S
1803|CD-53 51                                                                                                 |Star                                |00 19 38.3776269552 -52 53 41.865444852|313.7325566288286 -63.5613840313321|  3.644 -12.775   |10.398   |~              |    ~     ~    |    1|  203.747   pc  |  -2.2310     +2.2310    |ST-L    |2020AJ....160...83S
1804|CD-53 68                                                                                                 |Star                                |00 22 23.0057927472 -52 27 30.629267784|313.0880868374007 -64.0930436171488|  -5.927 -3.447   |10.877   |~              |    ~     ~    |    1|  438.746   pc  | -10.5100    +10.5100    |ST-L    |2020AJ....160...83S
1805|CD-51 84                                                                                                 |Star                                |00 22 31.6064629608 -50 46 56.787185604|314.0843387565511 -65.7151813818934|  10.307 -9.695   |10.187   |~              |    ~     ~    |    1| 1426.800   pc  |-100.3000   +100.3000    |ST-L    |2020AJ....160...83S
1806|CD-53 73                                                                                                 |Star                                |00 25 22.1935701600 -52 47 05.595891144|311.9043621494618 -63.8868753993996|  43.050 -1.246   |10.62    |~              |    ~     ~    |    1|  289.360   pc  |  -0.9461     +0.9461    |paral   |2020yCat.1350....0G
1807|CD-53 74                                                                                                 |Star                                |00 25 36.0529325520 -52 44 41.744120748|311.8477910066040 -63.9337658250549|-12.881 -15.722   |10.576   |~              |    ~     ~    |    1|  566.266   pc  | -16.3300    +16.3300    |ST-L    |2020AJ....160...83S
1808|CD-52 71                                                                                                 |Star                                |00 26 48.6561221520 -51 22 32.189535228|312.1542640386492 -65.3094045439974|  -5.973 -9.854   |9.91     |~              |    ~     ~    |    1|  546.986   pc  |  -4.1289     +4.1289    |paral   |2020yCat.1350....0G
1809|CPD-53 63                                                                                                |Star                                |00 20 27.3025464000 -52 41 07.399198572|313.5947036731127 -63.7967188179027| 15.851 -12.852   |10.701   |~              |    ~     ~    |    1|  747.571   pc  | -29.3200    +29.3200    |ST-L    |2020AJ....160...83S
1810|CD-53 62                                                                                                 |Star                                |00 21 01.1083008168 -53 00 26.050021776|313.2157730516663 -63.5094174930507| -8.069 -11.952   |10.604   |~              |    ~     ~    |    1|  565.545   pc  | -17.3200    +17.3200    |ST-L    |2020AJ....160...83S
1811|CD-53 63                                                                                                 |Star                                |00 21 03.5934175992 -52 40 58.227016908|313.3962243692427 -63.8238441233723|  12.237 -0.246   |10.669   |~              |    ~     ~    |    1| 3050.140   pc  |-499.1000   +499.1000    |ST-L    |2020AJ....160...83S
1812|CD-52 47                                                                                                 |Star                                |00 21 10.1683775832 -51 43 33.919044492|313.9558903448275 -64.7494317469777| 10.916 -13.901   |10.89    |~              |    ~     ~    |    1|  943.396   pc  | -11.3920    +11.3920    |paral   |2020yCat.1350....0G
1813|CD-51 82                                                                                                 |Star                                |00 21 58.1996316816 -51 02 28.887194472|314.1172999093584 -65.4421343528567|   12.480 6.542   |10.71    |~              |    ~     ~    |    1| 1415.028   pc  | -26.2302    +26.2302    |paral   |2020yCat.1350....0G
1814|CD-51 93                                                                                                 |Star                                |00 24 12.2213208144 -50 47 31.261327296|313.4559902715157 -65.7761066935630|   7.067 -1.031   |10.290   |~              |    ~     ~    |    1| 1111.060   pc  | -62.0900    +62.0900    |ST-L    |2020AJ....160...83S
1815|CD-51 100                                                                                                |Star                                |00 25 33.1541415648 -51 13 36.647137308|312.6965974016005 -65.4078313883162|  11.278 -6.374   |10.240   |~              |    ~     ~    |    1| 1103.720   pc  | -60.8600    +60.8600    |ST-L    |2020AJ....160...83S
1816|CD-52 72                                                                                                 |Star                                |00 27 33.4300797216 -51 58 44.154315156|311.5688026431350 -64.7470007209395|   9.458 34.862   |10.28    |~              |    ~     ~    |    1|  321.412   pc  |  -5.3510     +5.3510    |ST-L    |2020AJ....160...83S
1817|CD-52 73                                                                                                 |High Proper Motion Star             |00 27 46.2269445000 -51 35 38.810557716|311.6904507233592 -65.1297766952868| 84.209 -12.240   |10.47    |~              |    ~     ~    |    1|  225.698   pc  |  -0.7437     +0.7437    |paral   |2020yCat.1350....0G
1818|CD-53 79                                                                                                 |Star                                |00 27 31.9610292816 -52 36 12.652635816|311.2664578064255 -64.1361773084399| 29.687 -25.581   |10.455   |~              |    ~     ~    |    1| 2088.220   pc  |-214.6000   +214.6000    |ST-L    |2020AJ....160...83S
1819|TYC 8029-507-1                                                                                           |Star                                |00 22 27.8279213832 -52 04 58.680416172|313.2847396707534 -64.4589635941656|  22.741 10.074   |10.599   |~              |    ~     ~    |    1|  850.774   pc  | -39.9000    +39.9000    |ST-L    |2020AJ....160...83S
1820|CD-53 52                                                                                                 |Star                                |00 19 51.9415426872 -52 27 20.643972984|313.9339848487102 -63.9928633994458|   15.610 8.408   |10.77    |~              |    ~     ~    |    1|  424.657   pc  | -12.1400    +12.1400    |ST-L    |2020AJ....160...83S
1821|TYC 8029-1041-1                                                                                          |Star                                |00 22 48.5000168352 -50 56 48.593421636|313.8729355458100 -65.5689078816381|    8.721 3.385   |10.634   |~              |    ~     ~    |    1|  913.202   pc  | -42.5000    +42.5000    |ST-L    |2020AJ....160...83S
1822|TYC 8029-1158-1                                                                                          |Star                                |00 24 43.9517931360 -51 05 52.359798624|313.0727785979448 -65.5013262485521|  2.929 -27.568   |10.934   |~              |    ~     ~    |    1| 1232.180   pc  | -83.5200    +83.5200    |ST-L    |2020AJ....160...83S
1823|TYC 8465-9-1                                                                                             |High Proper Motion Star             |00 19 02.0364504432 -53 12 17.661319416|313.7357767473451 -63.2383550748753|  85.966 70.318   |10.945   |~              |    ~     ~    |    1|  112.528   pc  |  -1.1750     +1.1750    |ST-L    |2020AJ....160...83S
1824|TYC 8465-221-1                                                                                           |Star                                |00 21 33.2872328856 -52 31 19.653385656|313.3284309167336 -63.9987352219181|  -8.621 -5.708   |9.78     |~              |    ~     ~    |    1|  224.639   pc  |  -2.5180     +2.5180    |ST-L    |2020AJ....160...83S
1825|TYC 8465-653-1                                                                                           |High Proper Motion Star             |00 21 00.6662006592 -52 47 25.744289208|313.3474579590800 -63.7181219517349| 37.573 -45.303   |10.878   |~              |    ~     ~    |    1|  369.943   pc  |  -7.8590     +7.8590    |ST-L    |2020AJ....160...83S
1826|TYC 8465-831-1                                                                                           |Star                                |00 18 39.6665001504 -52 30 18.961327224|314.3024205483240 -63.8933668184017|    7.306 6.236   |10.962   |~              |    ~     ~    |    1|  559.636   pc  | -18.0800    +18.0800    |ST-L    |2020AJ....160...83S
1827|TYC 8465-1472-1                                                                                          |High Proper Motion Star             |00 21 34.6954293384 -52 31 08.966648856|313.3223620223485 -64.0025406317359| 54.346 -26.532   |10.86    |~              |    ~     ~    |    1|  252.404   pc  | -17.1300    +17.1300    |ST-L    |2020AJ....160...83S
1828|CD-51 49                                                                                                 |Star                                |00 15 29.955 -50 18 22.57              |317.029612 -65.826833              |        5.6 0.2   |10.50    |~              |    ~     ~    |    0|                |                         |        |                   
1829|CD-50 67                                                                                                 |High Proper Motion Star             |00 23 41.8885893096 -50 16 08.324358852|313.9839489889878 -66.2598207675328|  92.696 -9.788   |10.70    |G5             |    ~     ~    |    1|  143.974   pc  |  -1.2170     +1.2170    |ST-L    |2020AJ....160...83S
1830|HD 1435                                                                                                  |Spectroscopic Binary                |00 18 15.9814265928 -50 28 59.499638184|315.8711457290640 -65.8035096386068| -9.137 -38.011   |9.72     |G8(w)          |    ~     ~    |    1| 1251.878   pc  | -20.0601    +20.0601    |paral   |2020yCat.1350....0G
1831|HD 1550                                                                                                  |Variable Star                       |00 19 34.8961636248 -50 25 45.928032492|315.4245322335694 -65.9190872433258|   16.171 1.593   |7.43     |M1/2III        |    ~     ~    |    1|  614.175   pc  |  -6.4503     +6.4503    |paral   |2020yCat.1350....0G
1832|HD 2250                                                                                                  |Star                                |00 26 00.6353301888 -50 22 55.763209776|313.0260523764225 -66.2448145147287| 19.702 -13.457   |8.43     |F5IV           |    ~     ~    |    1|  182.226   pc  |  -0.6143     +0.6143    |paral   |2020yCat.1350....0G
1833|CD-51 74                                                                                                 |Star                                |00 20 30.6700278768 -50 25 36.756750360|315.0797469237107 -65.9656507664766|   4.624 -9.457   |9.73     |~              |    ~     ~    |    1|  614.402   pc  |  -4.9451     +4.9451    |paral   |2020yCat.1350....0G
1834|CD-50 63                                                                                                 |Double or Multiple Star             |00 21 08.022576 -50 17 02.65632        |314.948514691 -66.131226954        |     11.7 -33.1   |10.537   |~              |    ~     ~    |    1|  206.315   pc  | +42.788     +15         |ST-L    |2017AJ....153...75K
1835|CD-51 94                                                                                                 |High Proper Motion Star             |00 24 27.6297832752 -50 18 23.532892056|313.6676109950892 -66.2556443027715|  -3.894 55.401   |10.565   |~              |    ~     ~    |    1|  186.886   pc  |  -1.8480     +1.8480    |ST-L    |2020AJ....160...83S
1836|HD 1139                                                                                                  |Star                                |00 15 24.7298813736 -50 11 51.787427532|317.1520611999371 -65.9241587025306|  9.048 -23.717   |9.55     |F7V            |    ~     ~    |    1|  240.593   pc  |  -0.9725     +0.9725    |paral   |2020yCat.1350....0G
1837|HD 1182                                                                                                  |Star                                |00 15 55.2794063568 -50 10 02.459962380|316.9892191955727 -65.9803963002075| 41.927 -19.556   |8.74     |G8/K0III       |    ~     ~    |    1|  358.249   pc  |  -6.7320     +6.7320    |ST-L    |2020AJ....160...83S
1838|CD-49 41                                                                                                 |Star                                |00 15 10.8076200864 -48 33 15.748842780|318.7095366645482 -67.4481215139652| -6.896 -25.153   |10.76    |~              |    ~     ~    |    1|  463.219   pc  | -18.0100    +18.0100    |ST-L    |2020AJ....160...83S
1839|HD 1722                                                                                                  |Double or Multiple Star             |00 21 13.4612899128 -47 42 56.887463376|316.9477088465736 -68.5818426082065| 39.074 -37.141   |9.50     |G2/3V          |0.0033  0.0    |    1|  155.746   pc  |  -4.5506     +4.5506    |paral   |2020yCat.1350....0G
1840|HD 1380                                                                                                  |High Proper Motion Star             |00 17 45.5837683800 -48 09 41.912222868|318.0231813433977 -67.9678223341946|-34.623 -95.674   |10.420   |K3III/V        |    ~     ~    |    1|  155.363   pc  |  -1.4660     +1.4660    |ST-L    |2020AJ....160...83S
1841|HD 1379                                                                                                  |Star                                |00 17 49.4624758800 -48 03 45.837103356|318.0880450654267 -68.0643105963558|   6.498 -5.167   |9.30     |K2/4(V)        |    ~     ~    |    1|  804.959   pc  |  -9.4602     +9.4602    |paral   |2020yCat.1350....0G
1842|HD 1411                                                                                                  |Star                                |00 18 04.0014141720 -47 56 34.900857204|318.0978183131663 -68.1906388601369|  20.916 19.403   |10.035   |F3V            |    ~     ~    |    1|  192.620   pc  |  -2.0250     +2.0250    |ST-L    |2020AJ....160...83S
1843|HD 1723                                                                                                  |High Proper Motion Star             |00 21 15.6395840616 -48 17 32.699314284|316.4385053283177 -68.0367669045077|  48.673 32.616   |9.27     |F5V            |    ~     ~    |    1|  211.314   pc  |  -2.3340     +2.3340    |ST-L    |2020AJ....160...83S
1844|HD 1792                                                                                                  |Star                                |00 22 03.4418966520 -47 44 03.949412028|316.5674080221666 -68.6084609206828|   24.272 2.724   |9.873    |F2V            |    ~     ~    |    1|  428.043   pc  | -11.5600    +11.5600    |ST-L    |2020AJ....160...83S
1845|V* AF Phe                                                                                                |Long-Period Variable                |00 16 07.6561890744 -48 33 20.941910892|318.3265416842006 -67.5034189232478|   -6.660 1.068   |9.40     |M4III          |    ~     ~    |    1|  346.141   pc  |  -3.0552     +3.0552    |paral   |2020yCat.1350....0G
1846|HD 1347                                                                                                  |Star                                |00 17 31.1469166032 -48 28 16.115578140|317.8386704727828 -67.6636225162525|  45.685 -4.172   |9.93     |G6/8           |    ~     ~    |    1|  293.428   pc  |  -5.1270     +5.1270    |ST-L    |2020AJ....160...83S
1847|HD 1381                                                                                                  |High Proper Motion Star             |00 17 51.4367194680 -49 17 26.389847688|316.9850381412929 -66.9112249672446|114.827 -10.964   |9.57     |G2/3V          |    ~     ~    |    1|  126.839   pc  |  -0.2124     +0.2124    |paral   |2020yCat.1350....0G
1848|HD 1494                                                                                                  |Double or Multiple Star             |00 18 55.35640 -49 05 13.0160          |316.73468531 -67.16074115          |  -30.97 -24.48   |9.65     |G5V            |    ~     ~    |    1|  133.078   pc  | +25.901      +3         |ST-L    |2017AJ....153...75K
1849|HD 1590                                                                                                  |Star                                |00 19 58.4784287064 -48 56 56.665401936|316.4262617914549 -67.3465910862267|  -8.925 -5.796   |10.33    |F6/7           |    ~     ~    |    1|  148.650   pc  |  -0.4751     +0.4751    |paral   |2020yCat.1350....0G
1850|HD 1739                                                                                                  |Double or Multiple Star             |00 21 27.64327 -48 59 47.6196          |315.78556625 -67.37678630          |  -25.25 -44.47   |9.25     |F7V            |    ~     ~    |    1|  164.261   pc  |  -2.0850     +2.0850    |ST-L    |2020AJ....160...83S
1851|HD 1807                                                                                                  |Star                                |00 22 14.7527127672 -49 02 11.175476280|315.4352134914257 -67.3770613987563| 14.365 -10.434   |10.169   |F3V            |    ~     ~    |    1|  267.860   pc  |  -4.5210     +4.5210    |ST-L    |2020AJ....160...83S
1852|HD 1871                                                                                                  |Star                                |00 22 50.2841091216 -49 11 05.175584952|315.0830309144034 -67.2632433541129|  -6.230 -2.371   |9.18     |G8IV           |    ~     ~    |    1|  506.945   pc  |  -2.9040     +2.9040    |paral   |2020yCat.1350....0G
1853|HD 1900                                                                                                  |Star                                |00 23 05.3488406064 -48 20 56.248774872|315.6175240377319 -68.0750718554821| 15.606 -12.999   |8.03     |G8/K0III       |    ~     ~    |    1|  357.948   pc  |  -2.3575     +2.3575    |paral   |2020yCat.1350....0G
1854|HD 2028                                                                                                  |Star                                |00 24 15.2594108760 -48 35 19.734705384|314.9402250210517 -67.9007367982309|-15.320 -22.211   |10.326   |F5/6V          |    ~     ~    |    1|  352.601   pc  |  -7.6390     +7.6390    |ST-L    |2020AJ....160...83S
1855|HD 1272                                                                                                  |Eruptive Variable                   |00 16 50.8077160824 -49 37 39.878042448|317.0920706809530 -66.5386718367024| 33.637 -19.703   |8.88     |F3V            |    ~     ~    |    1|  137.276   pc  |  -0.2921     +0.2921    |paral   |2020yCat.1350....0G
1856|HD 1322                                                                                                  |Star                                |00 17 17.8895533944 -49 38 41.513065584|316.9046593351699 -66.5469426941880|   10.432 4.391   |9.78     |G8/K0(III)     |    ~     ~    |    1|  683.419   pc  | -20.4600    +20.4600    |ST-L    |2020AJ....160...83S
1857|V* BP Phe                                                                                                |Long-Period Variable Candidate      |00 23 43.6881382920 -49 21 27.953889732|314.5978532080385 -67.1381058978644|  1.940 -11.034   |7.70     |M2III          |    ~     ~    |    1|  649.604   pc  |  -7.4691     +7.4691    |paral   |2020yCat.1350....0G
1858|HD 2106                                                                                                  |Star                                |00 25 08.6324801376 -49 08 33.929685564|314.1728673724129 -67.4076357947645|   29.573 4.581   |9.75     |F6V            |    ~     ~    |    1|  296.946   pc  |  -9.2650     +9.2650    |ST-L    |2020AJ....160...83S
1859|HD 2226                                                                                                  |Star                                |00 25 51.9297250272 -48 53 47.294046132|314.0436634677635 -67.6763712149555|  -10.639 5.548   |9.43     |F0V            |    ~     ~    |    1|  163.728   pc  |  -1.6406     +1.6406    |paral   |2020yCat.1350....0G
1860|HD 1412                                                                                                  |Star                                |00 18 05.2297177920 -50 07 12.196448184|316.2197270322039 -66.1389841572786|   0.865 21.091   |10.22    |G3/5V          |    ~     ~    |    1|  217.724   pc  |  -2.7330     +2.7330    |ST-L    |2020AJ....160...83S
1861|HD 1444                                                                                                  |Star                                |00 18 20.6922343128 -49 54 20.255043348|316.2922286530186 -66.3554113891417|-25.961 -38.298   |7.27     |K2III          |    ~     ~    |    1|  224.638   pc  |  -5.8789     +5.8789    |paral   |2020yCat.1350....0G
1862|HD 1984                                                                                                  |Star                                |00 23 45.9672163872 -49 56 20.631227136|314.1789862895232 -66.5805631996420|  16.573 -6.373   |9.84     |F6V            |    ~     ~    |    1|  337.154   pc  |  -1.6596     +1.6596    |paral   |2020yCat.1350....0G
1863|HD 2181                                                                                                  |Star                                |00 25 36.3909181224 -50 11 26.433658392|313.2998204268656 -66.4143746209989|   0.380 -7.826   |10.39    |A1V            |    ~     ~    |    1|  527.657   pc  | -20.9500    +20.9500    |ST-L    |2020AJ....160...83S
1864|HD 2216                                                                                                  |High Proper Motion Star             |00 25 47.0421792168 -49 43 47.722992456|313.5225210448388 -66.8674887221297|-36.571 -41.407   |9.801    |F5V            |    ~     ~    |    1|  144.349   pc  |  -1.0240     +1.0240    |ST-L    |2020AJ....160...83S
1865|NGC 92                             NGC 92                                                                |Galaxy towards a Cluster of Galaxies|00 21 31.713 -48 37 29.23              |316.053449 -67.734392              |            ~ ~   |     ~   |~              |0.717 0.487    |    0|                |                         |        |                   
1866|NGC 89                             NGC 89                                                                |Galaxy towards a Group of Galaxies  |00 21 24.355 -48 39 55.28              |316.071565 -67.689570              |            ~ ~   |     ~   |~              |0.803 0.321    |    0|                |                         |        |                   
1867|NGC 87                             NGC 87                                                                |Galaxy towards a Group of Galaxies  |00 21 14.062 -48 37 48.28              |316.171208 -67.714431              |            ~ ~   |     ~   |~              |0.410 0.189    |    0|                |                         |        |                   
1868|CD-50 45                                                                                                 |Star                                |00 16 07.8884458944 -49 21 07.901965368|317.6046884376573 -66.7580736005289| 16.280 -18.602   |10.642   |~              |    ~     ~    |    1|  712.262   pc  | -28.0700    +28.0700    |ST-L    |2020AJ....160...83S
1869|CD-48 34                                                                                                 |Star                                |00 16 26.3150149992 -47 52 06.403102500|318.8551582962623 -68.1632621297958|    4.959 6.734   |10.010   |~              |    ~     ~    |    1|  657.153   pc  | -23.4400    +23.4400    |ST-L    |2020AJ....160...83S
1870|CD-49 56                                                                                                 |Star                                |00 19 05.9785711608 -49 16 52.125771072|316.5037685966472 -66.9862192953109| 26.392 -20.861   |10.194   |~              |    ~     ~    |    1|  612.498   pc  | -18.9800    +18.9800    |ST-L    |2020AJ....160...83S
1871|CD-49 63                                                                                                 |Star                                |00 20 20.4939521424 -48 59 05.483069412|316.2486860444947 -67.3315492524346|   21.075 1.471   |10.41    |~              |    ~     ~    |    1|  262.412   pc  |  -5.0199     +5.0199    |paral   |2020yCat.1350....0G
1872|CD-50 64                                                                                                 |Star                                |00 21 14.5556516352 -49 46 19.896498588|315.2802398906935 -66.6258569424605| 21.604 -37.775   |10.787   |~              |    ~     ~    |    1|  200.177   pc  |  -2.6470     +2.6470    |ST-L    |2020AJ....160...83S
1873|CD-50 73                                                                                                 |Star                                |00 24 42.2773447296 -49 59 45.691415808|313.7749988230677 -66.5656443072301|  26.927 -9.180   |10.322   |~              |    ~     ~    |    1|  200.284   pc  |  -2.1960     +2.1960    |ST-L    |2020AJ....160...83S
1874|CD-50 61                                                                                                 |Spectroscopic Binary                |00 21 02.0472543792 -50 03 57.235734864|315.1442361880248 -66.3352654917296| 17.181 -15.242   |10.71    |~              |    ~     ~    |    1|  312.303   pc  |  -5.7790     +5.7790    |ST-L    |2020AJ....160...83S
1875|CD-50 77                                                                                                 |High Proper Motion Star             |00 25 43.7954075016 -50 03 49.792048092|313.3313645423525 -66.5421335323500| 64.797 -61.925   |10.388   |~              |    ~     ~    |    1|  163.252   pc  |  -1.3710     +1.3710    |ST-L    |2020AJ....160...83S
1876|NGC 88                             NGC 88                                                                |Galaxy towards a Group of Galaxies  |00 21 22.0352346168 -48 38 24.141829488|316.1080433465058 -67.7117083187773|            ~ ~   |     ~   |~              |0.320 0.211    |    0|                |                         |        |                   
1877|TYC 8026-63-1                                                                                            |Star                                |00 19 21.1215873480 -49 25 51.558095964|316.2827819351523 -66.8572306726496| 19.062 -12.729   |10.670   |~              |    ~     ~    |    1|  603.485   pc  | -19.9700    +19.9700    |ST-L    |2020AJ....160...83S
1878|TYC 8026-185-1                                                                                           |Star                                |00 15 39.6116182560 -49 15 50.723224884|317.8652938114043 -66.8138559995897|  15.615 -5.074   |10.46    |~              |    ~     ~    |    1| 1972.776   pc  | -79.3936    +79.3936    |paral   |2020yCat.1350....0G
1879|TYC 8026-316-1                                                                                           |Star                                |00 19 28.0194337680 -48 07 43.508148348|317.3369852776386 -68.0954637899010|   36.105 0.424   |10.801   |~              |    ~     ~    |    1|  858.173   pc  | -39.4400    +39.4400    |ST-L    |2020AJ....160...83S
1880|2MASS J00210785-4802386                                                                                  |Long-Period Variable                |00 21 07.8535528152 -48 02 38.723792532|316.7036520292361 -68.2656717624854|  14.168 -1.498   |10.33    |~              |    ~     ~    |    1| 1861.504   pc  |-100.1442   +100.1442    |paral   |2020yCat.1350....0G
1881|2MASS J00202809-4754243                                                                                  |Long-Period Variable                |00 20 28.0784705784 -47 54 24.026570748|317.1073703527462 -68.3601986437329| 11.756 -10.977   |10.82    |~              |    ~     ~    |    1| 3710.575   pc  |-228.5549   +228.5549    |paral   |2020yCat.1350....0G
1882|TYC 8026-866-1                                                                                           |Star                                |00 24 36.7318860264 -48 08 29.214141540|315.1242624518000 -68.3467956329123|  5.514 -19.357   |10.93    |~              |    ~     ~    |    1|  168.245   pc  |  -1.6460     +1.6460    |ST-L    |2020AJ....160...83S
1883|TYC 8026-1232-1                                                                                          |Star                                |00 22 04.4297171352 -48 43 45.840075132|315.7439887452143 -67.6619000648934|-25.894 -27.783   |10.743   |~              |    ~     ~    |    1|  433.393   pc  | -13.4800    +13.4800    |ST-L    |2020AJ....160...83S
1884|HD 1629                                                                                                  |Star                                |00 20 25.4324848200 -47 37 27.352283952|317.3785755739833 -68.6246301346280|   30.747 1.813   |9.95     |G8             |    ~     ~    |    1|  597.193   pc  |  -4.9930     +4.9930    |paral   |2020yCat.1350....0G
1885|CD-48 38                                                                                                 |High Proper Motion Star             |00 17 36.0418978032 -47 31 47.178942528|318.6922432278969 -68.5496840012062|-41.167 -42.804   |10.53    |~              |    ~     ~    |    1|  243.604   pc  |  -4.2480     +4.2480    |ST-L    |2020AJ....160...83S
1886|HD 1516                                                                                                  |Star                                |00 19 11.2351398144 -45 15 42.764136084|320.3638773596342 -70.7590530278474|-36.395 -13.449   |9.03     |G8IVCNIII      |    ~     ~    |    1|  383.259   pc  |  -2.3943     +2.3943    |paral   |2020yCat.1350....0G
1887|HD 1249                                                                                                  |High Proper Motion Star             |00 16 30.6710215776 -45 36 42.137497584|321.2514724199824 -70.2540367445598| 44.027 -37.721   |9.694    |F5V            |    ~     ~    |    1|  169.982   pc  |  -1.5970     +1.5970    |ST-L    |2020AJ....160...83S
1888|HD 1621                                                                                                  |Star                                |00 20 18.2931955152 -45 42 41.352503148|319.3167862421321 -70.4135119088617|   0.302 13.765   |10.31    |A9/F2V         |    ~     ~    |    1|  303.463   pc  |  -9.7062     +9.7062    |paral   |2020yCat.1350....0G
1889|CD-46 45                                                                                                 |Star                                |00 15 02.9229831192 -45 58 39.655838568|321.5015756878945 -69.8162803034628|-13.403 -15.286   |9.28     |K5             |    ~     ~    |    1|  748.727   pc  |  -8.5771     +8.5771    |paral   |2020yCat.1350....0G
1890|HD 1157                                                                                                  |Star                                |00 15 41.4019048416 -46 14 22.524991296|320.9039318816609 -69.6212494124851|  5.305 -20.216   |7.94     |K2IIICNIb/II   |    ~     ~    |    1|  236.379   pc  |  -2.9090     +2.9090    |ST-L    |2020AJ....160...83S
1891|HD 1197                                                                                                  |Star                                |00 16 08.9576728200 -45 52 39.175984272|321.1094926481102 -69.9850975770620|  3.862 -11.826   |9.59     |K1/2(III)      |    ~     ~    |    1|  845.309   pc  | -10.3609    +10.3609    |paral   |2020yCat.1350....0G
1892|CD-46 57                                                                                                 |Star                                |00 17 54.4502751792 -45 43 35.878308564|320.4540792165003 -70.2438971619568|      40.4 -3.4   |10.149   |~              |    ~     ~    |    0|                |                         |        |                   
1893|HD 1410                                                                                                  |Star                                |00 18 03.1529741880 -45 45 46.024911216|320.3440400319489 -70.2201856531187|   43.226 1.203   |9.29     |K2/3(III)      |    ~     ~    |    1|  302.691   pc  |  -1.3102     +1.3102    |paral   |2020yCat.1350....0G
1894|CD-46 60                                                                                                 |High Proper Motion Star             |00 18 43.7508081048 -45 59 53.722950360|319.7622163047816 -70.0463442314861|148.501 -23.618   |10.29    |G5             |    ~     ~    |    1|  103.533   pc  |  -0.5658     +0.5658    |ST-L    |2020AJ....160...83S
1895|HD 1476                                                                                                  |Spectroscopic Binary                |00 18 41.9040237504 -46 04 59.777014440|319.6846328987895 -69.9653975064643| -7.779 -11.884   |9.80     |G5/K3(III)+A/F |    ~     ~    |    1|  322.030   pc  |  -1.7007     +1.7007    |paral   |2020yCat.1350....0G
1896|CD-46 76                                                                                                 |High Proper Motion Star             |00 21 19.6195902906 -45 44 47.107952180|318.7818588437090 -70.4439735527327|70.048 -815.326   |10.394   |M1V            |    ~     ~    |    1|   17.5908  pc  |  -0.0059     +0.0059    |paral   |2020yCat.1350....0G
1897|HD 1859                                                                                                  |High Proper Motion Star             |00 22 43.7178761256 -46 17 08.736208512|317.5672303178746 -70.0181173735082|114.848 -53.777   |9.58     |G6V            |    ~     ~    |    1|   92.917   pc  |  -0.1399     +0.1399    |paral   |2020yCat.1350....0G
1898|HD 1271                                                                                                  |Spectroscopic Binary                |00 16 47.2615709208 -46 34 26.828228604|320.0345009529159 -69.3866382559060|112.762 -76.000   |8.01     |F5V            |    ~     ~    |    1|  130.477   pc  |  -2.9196     +2.9196    |paral   |2020yCat.1350....0G
1899|HD 1297                                                                                                  |Star                                |00 16 53.1405313344 -46 41 23.244218124|319.8660561923570 -69.2859927398881|    4.102 6.359   |10.336   |G0             |    ~     ~    |    1|  229.377   pc  |  -2.8720     +2.8720    |ST-L    |2020AJ....160...83S
