C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:54:04

dec< 0&rah >=10.75&rah< 11.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6353

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
5812|HD 95433                                                                                                 |Star                               |10 59 59.1006487128 -56 00 44.487900180|287.7572980186981 +03.5404991930033|   -7.787 2.624   |10.53    |B8               |    ~     ~    |    1| 1120.323   pc  | -33.7628    +33.7628    |paral   |2020yCat.1350....0G
5813|TYC 8619-584-1                                                                                           |Star                               |10 58 13.3562629848 -56 02 02.000682096|287.5424474738926 +03.4176018925871|  -14.718 4.355   |10.69    |~                |    ~     ~    |    1|  969.932   pc  | -10.4425    +10.4425    |paral   |2020yCat.1350....0G
5814|TYC 8619-725-1                                                                                           |Star                               |10 56 26.5072016040 -55 14 18.909479364|286.9751490079444 +04.0301219207636| -13.521 -5.228   |10.94    |~                |    ~     ~    |    1| 1462.844   pc  | -27.3909    +27.3909    |paral   |2020yCat.1350....0G
5815|HD 94787                                                                                                 |Star                               |10 55 36.3107213688 -55 59 33.182530008|287.1934596808383 +03.2987200128433|   -5.876 4.869   |10.65    |A3/5V            |    ~     ~    |    0|                |                         |        |                   
5816|HD 94679                                                                                                 |Star                               |10 54 50.4902323728 -56 09 31.434869124|287.1693073539810 +03.1027919752204|  -18.184 6.502   |9.88     |A0V              |    ~     ~    |    1|  493.803   pc  |  -4.6330     +4.6330    |paral   |2020yCat.1350....0G
5817|TYC 8619-833-1                                                                                           |Star                               |10 58 57.9656701344 -55 08 46.970773476|287.2628287169408 +04.2666414946013|   14.404 7.980   |9.70     |~                |    ~     ~    |    1|  583.056   pc  |  -4.1135     +4.1135    |paral   |2020yCat.1350....0G
5818|TYC 8619-864-1                                                                                           |Star                               |10 59 34.2884341200 -56 04 34.259161224|287.7314189897215 +03.4583956957335| -28.095 10.628   |10.83    |~                |    ~     ~    |    1|  322.269   pc  |  -7.0104     +7.0104    |paral   |2020yCat.1350....0G
5819|TYC 8619-867-1                                                                                           |Star                               |10 54 45.6612299256 -55 08 07.844381196|286.7136288476981 +04.0194543239895|   -9.056 1.371   |10.67    |~                |    ~     ~    |    1| 1057.418   pc  | -14.4239    +14.4239    |paral   |2020yCat.1350....0G
5820|TYC 8619-1002-1                                                                                          |Star                               |10 55 38.7428040384 -56 05 33.609497388|287.2418485594614 +03.2108460142690|    0.742 2.776   |10.92    |~                |    ~     ~    |    1| 1082.954   pc  | -14.3080    +14.3080    |paral   |2020yCat.1350....0G
5821|TYC 8619-1042-1                                                                                          |Star                               |10 59 25.8961375584 -55 48 04.742957088|287.5983615365359 +03.6998483806815|  -0.155 -2.296   |10.91    |~                |    ~     ~    |    1| 1147.710   pc  | -13.5676    +13.5676    |paral   |2020yCat.1350....0G
5822|TYC 8619-1062-1                                                                                          |Star                               |10 57 37.9840385112 -56 09 28.272079116|287.5204684610192 +03.2704813811425|   -6.371 3.230   |10.48    |~                |    ~     ~    |    1| 2715.178   pc  |-116.4806   +116.4806    |paral   |2020yCat.1350....0G
5823|TYC 8619-1170-1                                                                                          |Star                               |10 56 43.5031234632 -56 10 00.925402296|287.4098098618017 +03.2083986469915|   -8.215 4.176   |10.77    |~                |    ~     ~    |    1| 1061.909   pc  | -17.1403    +17.1403    |paral   |2020yCat.1350....0G
5824|TYC 8619-1309-1                                                                                          |Star                               |10 54 06.2615979936 -55 24 29.599591752|286.7484075474834 +03.7332500996706|   -9.159 2.036   |10.74    |~                |    ~     ~    |    1| 1391.982   pc  | -29.2580    +29.2580    |paral   |2020yCat.1350....0G
5825|TYC 8619-1345-1                                                                                          |Star                               |10 54 41.5699790400 -55 12 41.491324656|286.7379823400241 +03.9467733194559|  -10.846 6.319   |10.51    |~                |    ~     ~    |    1| 1776.830   pc  | -42.3055    +42.3055    |paral   |2020yCat.1350....0G
5826|HD 94845                                                                                                 |Star                               |10 55 59.4577793232 -56 10 40.255860756|287.3220748632892 +03.1546999625135|  -18.057 6.369   |10.64    |A1/3V            |    ~     ~    |    1|  480.723   pc  |  -5.4769     +5.4769    |paral   |2020yCat.1350....0G
5827|TYC 8619-1563-1                                                                                          |Star                               |10 58 10.3822376712 -55 06 11.825238672|287.1415296628568 +04.2578764329880|   -7.764 1.962   |10.94    |~                |    ~     ~    |    1| 1729.206   pc  | -38.2740    +38.2740    |paral   |2020yCat.1350....0G
5828|TYC 8619-1598-1                                                                                          |Star                               |10 54 32.1578626080 -54 28 28.213391460|286.3957409005274 +04.6004041922488|   -3.200 2.321   |10.75    |~                |    ~     ~    |    1| 2214.349   pc  | -80.9051    +80.9051    |paral   |2020yCat.1350....0G
5829|TYC 8619-1726-1                                                                                          |Star                               |10 55 57.5099426688 -55 26 05.163394236|286.9974946196904 +03.8234522330920|  -25.040 4.271   |10.68    |~                |    ~     ~    |    1|  218.775   pc  |  -0.5600     +0.5600    |paral   |2020yCat.1350....0G
5830|TYC 8619-1776-1                                                                                          |Star                               |10 57 46.3592285520 -55 11 50.774891784|287.1296144372714 +04.1483545713073|   -7.062 4.460   |10.61    |~                |    ~     ~    |    1| 2244.165   pc  | -73.0260    +73.0260    |paral   |2020yCat.1350....0G
5831|TYC 8619-1894-1                                                                                          |Star                               |10 54 34.7388493704 -55 26 44.113165296|286.8254574763963 +03.7289903892379| -47.385 -2.719   |10.56    |~                |    ~     ~    |    1|  253.730   pc  |  -0.9914     +0.9914    |paral   |2020yCat.1350....0G
5832|TYC 8619-2361-1                                                                                          |Star                               |10 58 29.7023335488 -55 39 48.878355276|287.4204633686256 +03.7694129789146| -3.341 -11.967   |10.97    |~                |    ~     ~    |    1|  366.986   pc  |  -2.5724     +2.5724    |paral   |2020yCat.1350....0G
5833|TYC 8619-2424-1                                                                                          |Star                               |10 59 21.2127993240 -55 39 47.638459512|287.5303970409167 +03.8206323729520|  -28.092 5.238   |10.57    |~                |    ~     ~    |    1|  662.208   pc  |  -5.2622     +5.2622    |paral   |2020yCat.1350....0G
5834|TYC 8619-2448-1                                                                                          |Star                               |10 58 52.5386600280 -55 29 28.666597920|287.3965976346474 +03.9483177825408|  -11.837 2.823   |10.46    |~                |    ~     ~    |    1| 1219.512   pc  | -16.8055    +16.8055    |paral   |2020yCat.1350....0G
5835|TYC 8619-2512-1                                                                                          |Star                               |10 59 33.1503245064 -55 27 52.077257028|287.4725704865703 +04.0129112006034|   -6.264 2.800   |10.77    |~                |    ~     ~    |    1|  990.491   pc  | -10.8899    +10.8899    |paral   |2020yCat.1350....0G
5836|TYC 8619-2530-1                                                                                          |Star                               |10 56 14.8542601584 -55 25 00.298289352|287.0268311361407 +03.8573596874026|  -9.683 -2.247   |10.51    |~                |    ~     ~    |    1|  851.136   pc  |  -9.8523     +9.8523    |paral   |2020yCat.1350....0G
5837|HD 94064                                                                                                 |Star                               |10 50 21.4700542512 -57 57 40.518639936|287.4182272039535 +01.2164017801259|  -14.980 0.221   |10.21    |A1/2V            |    ~     ~    |    1|  432.339   pc  |  -3.1028     +3.1028    |paral   |2020yCat.1350....0G
5838|HD 94185                                                                                                 |Star                               |10 51 11.2710438288 -58 02 32.806127508|287.5529160962412 +01.1929728612470|  -18.415 4.200   |9.66     |F0III            |    ~     ~    |    1|  714.439   pc  | -11.5356    +11.5356    |paral   |2020yCat.1350....0G
5839|TYC 8622-102-1                                                                                           |High Proper Motion Star            |10 49 19.0702792872 -57 56 16.827069516|287.2845449574456 +01.1750058736453| -54.347 34.659   |10.87    |~                |    ~     ~    |    1|  271.983   pc  |  -1.7310     +1.7310    |paral   |2020yCat.1350....0G
5840|TYC 8622-212-1                                                                                           |Star                               |10 50 25.8095377368 -57 40 39.372854952|287.2995478051804 +01.4742272138304|  -11.443 3.270   |10.80    |~                |    ~     ~    |    1| 1185.677   pc  | -15.6047    +15.6047    |paral   |2020yCat.1350....0G
5841|CD-56 3579                                                                                               |Star                               |10 47 56.9295403488 -57 32 00.956339124|286.9379050746442 +01.4521873035621|  -11.285 2.400   |9.71     |B8               |    ~     ~    |    1| 1015.332   pc  | -39.7927    +39.7927    |paral   |2020yCat.1350....0G
5842|HD 94200                                                                                                 |Star                               |10 51 17.7416612784 -57 45 55.352070252|287.4421996110629 +01.4473774658715|  -13.920 3.748   |9.84     |A0III/IV         |    ~     ~    |    1|  733.514   pc  | -11.4065    +11.4065    |paral   |2020yCat.1350....0G
5843|TYC 8622-422-1                                                                                           |Star                               |10 45 36.1068156720 -57 55 13.381386600|286.8379909289260 +00.9645609420312|  -13.929 6.621   |10.96    |~                |    ~     ~    |    1|  894.694   pc  |  -8.5651     +8.5651    |paral   |2020yCat.1350....0G
5844|TYC 8622-426-1                                                                                           |Pulsating Variable                 |10 47 33.7570714152 -57 30 51.874673436|286.8830086667448 +01.4455345092185|  -11.015 2.782   |10.45    |~                |    ~     ~    |    1|  977.804   pc  | -24.4762    +24.4762    |paral   |2020yCat.1350....0G
5845|HD 94421                                                                                                 |Star                               |10 52 53.4108672528 -57 46 22.446612948|287.6362035346105 +01.5347975134636|  -15.062 4.202   |10.09    |B9IV             |    ~     ~    |    1|  540.774   pc  |  -5.0007     +5.0007    |paral   |2020yCat.1350....0G
5846|TYC 8622-465-1                                                                                           |Star                               |10 47 26.4297204552 -58 06 44.142314580|287.1425836763555 +00.9067012096721|  -10.628 5.975   |10.96    |~                |    ~     ~    |    1| 1038.853   pc  | -13.2744    +13.2744    |paral   |2020yCat.1350....0G
5847|TYC 8622-608-1                                                                                           |Star                               |10 45 31.0756346856 -57 30 19.072803420|286.6351414257519 +01.3269008470909|  -13.288 6.575   |10.80    |~                |    ~     ~    |    1|  935.454   pc  |  -9.3633     +9.3633    |paral   |2020yCat.1350....0G
5848|HD 93536                                                                                                 |Star                               |10 46 38.3866491720 -57 29 11.227666812|286.7600314875313 +01.4133870618494|  -8.820 -0.859   |10.09    |A8/9(V)          |    ~     ~    |    1|  593.155   pc  |  -6.8959     +6.8959    |paral   |2020yCat.1350....0G
5849|TYC 8622-615-1                                                                                           |Star                               |10 45 14.3021858520 -57 51 40.430178972|286.7677167840909 +00.9944628902309| -15.173 -2.140   |10.77    |~                |    ~     ~    |    1|  829.669   pc  |  -8.0537     +8.0537    |paral   |2020yCat.1350....0G
5850|TYC 8622-641-1                                                                                           |Star                               |10 45 04.3830480984 -57 14 09.426755832|286.4565969968178 +01.5373419815366|   -7.117 2.028   |10.98    |~                |    ~     ~    |    1| 2052.545   pc  | -48.0275    +48.0275    |paral   |2020yCat.1350....0G
5851|TYC 8622-823-1                                                                                           |Star                               |10 45 15.4437237096 -57 51 30.926324052|286.7687266699458 +00.9979775143767|   -9.509 5.141   |10.91    |~                |    ~     ~    |    1| 1277.302   pc  | -21.6990    +21.6990    |paral   |2020yCat.1350....0G
5852|TYC 8622-834-1                                                                                           |Star                               |10 51 05.4660471768 -57 21 58.930429356|287.2396107494582 +01.7922672743026|  -6.940 -4.117   |10.98    |~                |    ~     ~    |    1|  672.359   pc  |  -6.4194     +6.4194    |paral   |2020yCat.1350....0G
5853|TYC 8622-855-1                                                                                           |Star                               |10 50 50.5980935664 -57 22 12.606967416|287.2114085292994 +01.7739431227922|  -10.895 3.258   |10.86    |~                |    ~     ~    |    1|  579.945   pc  |  -5.7514     +5.7514    |paral   |2020yCat.1350....0G
5854|TYC 8622-858-1                                                                                           |Star                               |10 48 10.9796544384 -57 33 35.298926856|286.9778304279780 +01.4432085690563|   -6.663 2.892   |10.65    |~                |    ~     ~    |    1| 1398.797   pc  | -22.8926    +22.8926    |paral   |2020yCat.1350....0G
5855|TYC 8622-875-1                                                                                           |Star                               |10 46 59.9449026384 -57 29 40.408733616|286.8066299749717 +01.4284269576552|  -12.550 2.621   |10.91    |~                |    ~     ~    |    0|                |                         |        |                   
5856|TYC 8622-954-2                                                                                           |Star                               |10 45 45.5185 -57 19 05.663            |286.5769391 +01.5076103            |   -8.654 0.883   |10.29    |~                |    ~     ~    |    0|                |                         |        |                   
5857|TYC 8622-1001-1                                                                                          |Star                               |10 50 03.5880134424 -57 15 03.564817164|287.0633291677086 +01.8330112701194|  -11.114 2.908   |10.95    |~                |    ~     ~    |    1| 1093.016   pc  | -25.0883    +25.0883    |paral   |2020yCat.1350....0G
5858|2MASS J10453356-5756427                                                                                  |Long-Period Variable Candidate     |10 45 33.5447168208 -57 56 42.766766376|286.8445088941629 +00.9399409567229|  -4.563 -0.091   |10.97    |~                |    ~     ~    |    0|                |                         |        |                   
5859|TYC 8622-1078-1                                                                                          |Star                               |10 45 11.4372750696 -57 42 59.468188248|286.6946619729338 +01.1195499232901|  -10.227 5.696   |10.97    |~                |    ~     ~    |    1|  957.213   pc  | -10.2621    +10.2621    |paral   |2020yCat.1350....0G
5860|TYC 8622-1085-1                                                                                          |Star                               |10 50 30.9888041304 -57 58 45.856594452|287.4451734566333 +01.2096129006859|  -16.259 2.839   |10.39    |~                |    ~     ~    |    1|  863.707   pc  |  -8.5789     +8.5789    |paral   |2020yCat.1350....0G
5861|TYC 8622-1092-1                                                                                          |Star                               |10 45 35.2158927312 -58 04 33.825462456|286.9085790756155 +00.8257865739635|   -7.274 6.298   |10.61    |~                |    ~     ~    |    1| 1092.896   pc  | -12.5414    +12.5414    |paral   |2020yCat.1350....0G
5862|TYC 8622-1134-1                                                                                          |Star                               |10 52 02.8405345152 -57 23 19.062142872|287.3650019244414 +01.8296528974712|   -5.440 1.739   |10.80    |~                |    ~     ~    |    1| 3108.486   pc  |-160.4006   +160.4006    |paral   |2020yCat.1350....0G
5863|TYC 8622-1162-1                                                                                          |Star                               |10 46 24.7837087104 -57 08 22.336208052|286.5726796772628 +01.7070055850982|   -5.382 0.748   |10.13    |~                |    ~     ~    |    1| 1306.677   pc  | -20.8303    +20.8303    |paral   |2020yCat.1350....0G
5864|CPD-56 3842                                                                                              |Star                               |10 48 08.7579854448 -57 27 10.811120616|286.9246733159355 +01.5359860676717|  -11.242 2.489   |10.39    |B8/9             |    ~     ~    |    1| 1020.096   pc  | -20.4997    +20.4997    |paral   |2020yCat.1350....0G
5865|TYC 8622-1226-1                                                                                          |Star                               |10 49 38.0501877000 -57 47 04.795733796|287.2528089804006 +01.3308164841721|  -10.237 5.806   |10.98    |~                |    ~     ~    |    1|  476.077   pc  |  -3.1278     +3.1278    |paral   |2020yCat.1350....0G
5866|TYC 8622-1428-1                                                                                          |Star                               |10 50 45.9970589088 -57 20 41.107449660|287.1907803644125 +01.7920489785031|  -3.842 -0.649   |10.84    |~                |    ~     ~    |    1| 1512.173   pc  | -26.2967    +26.2967    |paral   |2020yCat.1350....0G
5867|TYC 8622-1444-1                                                                                          |Star                               |10 52 00.1417065576 -57 21 46.973218968|287.3482204449779 +01.8498958238071|  -19.680 9.853   |10.83    |~                |    ~     ~    |    1|  954.290   pc  |  -9.9263     +9.9263    |paral   |2020yCat.1350....0G
5868|TYC 8622-1454-1                                                                                          |Star                               |10 50 35.2929202872 -57 06 32.587549020|287.0635789972096 +01.9919860071079|   -8.172 2.939   |10.61    |~                |    ~     ~    |    1|  908.843   pc  | -11.3987    +11.3987    |paral   |2020yCat.1350....0G
5869|TYC 8622-1480-1                                                                                          |Star                               |10 53 09.8786461056 -57 35 49.967834604|287.5918574395895 +01.7087138389766|   0.915 -0.836   |10.73    |~                |    ~     ~    |    1| 1001.904   pc  | -25.8983    +25.8983    |paral   |2020yCat.1350....0G
5870|TYC 8622-1578-1                                                                                          |Star                               |10 50 48.7989954096 -56 38 40.500627900|286.8829493575408 +02.4210525662313|   4.802 -2.601   |10.93    |~                |    ~     ~    |    1| 1211.094   pc  | -17.1609    +17.1609    |paral   |2020yCat.1350....0G
5871|TYC 8622-1651-1                                                                                          |Star                               |10 49 23.8987974696 -56 23 28.858960464|286.5944596068180 +02.5594120054023|  -24.378 4.477   |10.60    |~                |    ~     ~    |    1|  883.158   pc  | -10.9196    +10.9196    |paral   |2020yCat.1350....0G
5872|TYC 8622-1659-1                                                                                          |Star                               |10 50 50.7101957136 -56 55 42.780746532|287.0140019894382 +02.1690428625834|   -6.459 3.419   |10.97    |~                |    ~     ~    |    1| 2503.129   pc  | -65.1628    +65.1628    |paral   |2020yCat.1350....0G
5873|Cl Loden 189 15                                                                                          |Star                               |10 51 23.8260300792 -56 25 08.942809836|286.8542687244473 +02.6587009718888|   -7.689 3.866   |10.98    |~                |    ~     ~    |    1| 1283.203   pc  | -35.7314    +35.7314    |paral   |2020yCat.1350....0G
5874|TYC 8622-1737-1                                                                                          |Star                               |10 49 36.6086131608 -56 29 22.635914172|286.6650538062186 +02.4849781190268| -17.438 -2.970   |10.99    |~                |    ~     ~    |    1| 1093.972   pc  | -13.5236    +13.5236    |paral   |2020yCat.1350....0G
5875|LLNS 3029                                                                                                |Star                               |10 49 05.4506464248 -56 28 05.571102828|286.5913620338755 +02.4716327571587|  -5.419 -4.835   |10.87    |M4               |    ~     ~    |    1| 1242.236   pc  | -31.1716    +31.1716    |paral   |2020yCat.1350....0G
5876|TYC 8622-2049-1                                                                                          |Star                               |10 48 24.4380983880 -57 00 22.759334820|286.7524748412578 +01.9496885254045|   -4.735 2.023   |10.51    |~                |    ~     ~    |    1| 1035.411   pc  | -13.2937    +13.2937    |paral   |2020yCat.1350....0G
5877|HD 93670                                                                                                 |Star                               |10 47 42.3264613440 -56 56 19.198205808|286.6364312635332 +01.9662148074343|  -11.478 3.361   |10.25    |A0/1V            |    ~     ~    |    1|  715.410   pc  | -12.7441    +12.7441    |paral   |2020yCat.1350....0G
5878|TYC 8622-2375-1                                                                                          |Star                               |10 46 07.2125626896 -56 56 14.055479880|286.4437366478347 +01.8679464261902|  -16.241 5.642   |10.46    |~                |    ~     ~    |    1|  798.403   pc  | -10.0717    +10.0717    |paral   |2020yCat.1350....0G
5879|TYC 8622-2556-1                                                                                          |High Proper Motion Star            |10 49 45.7214161680 -57 00 10.395061164|286.9154284735468 +02.0363287059476| -48.846 15.738   |10.62    |~                |    ~     ~    |    1|  135.718   pc  |  -0.2229     +0.2229    |paral   |2020yCat.1350....0G
5880|TYC 8622-2621-1                                                                                          |Star                               |10 48 56.1622416648 -56 58 17.533367508|286.8008375826950 +02.0134054238957|    2.115 4.942   |10.97    |~                |    ~     ~    |    1|  554.232   pc  |  -4.8533     +4.8533    |paral   |2020yCat.1350....0G
5881|TYC 8622-2915-1                                                                                          |Star                               |10 49 26.4442978848 -56 39 12.444940152|286.7183092174419 +02.3282765372382|  -11.272 3.389   |10.96    |~                |    ~     ~    |    1| 1311.819   pc  | -21.8551    +21.8551    |paral   |2020yCat.1350....0G
5882|TYC 8622-3135-1                                                                                          |Star                               |10 53 09.6738843168 -56 35 50.706636828|287.1517185114577 +02.6065702328254|   -6.855 0.951   |10.81    |~                |    ~     ~    |    1| 1761.494   pc  | -46.8532    +46.8532    |paral   |2020yCat.1350....0G
5883|TYC 8622-3420-1                                                                                          |Star                               |10 52 46.1220011112 -57 03 45.613080972|287.3084650354188 +02.1651916666826|  -12.322 6.934   |10.85    |~                |    ~     ~    |    1| 1168.088   pc  | -14.7358    +14.7358    |paral   |2020yCat.1350....0G
5884|TYC 8622-3442-1                                                                                          |Star                               |10 52 08.6525453592 -56 33 23.799614148|287.0078910487210 +02.5813773300097| -21.892 12.464   |10.65    |~                |    ~     ~    |    1|  855.286   pc  |  -9.3634     +9.3634    |paral   |2020yCat.1350....0G
5885|TYC 8622-3661-1                                                                                          |Star                               |10 53 06.9304233816 -57 50 04.326404172|287.6902882067542 +01.4926498358823|   -5.488 1.727   |10.03    |~                |    ~     ~    |    1| 4242.681   pc  |-243.0047   +243.0047    |paral   |2020yCat.1350....0G
5886|TYC 8623-5-1                                                                                             |Star                               |10 53 22.5635736888 -58 04 12.039516768|287.8247639089385 +01.2962559778078|  -14.136 4.687   |10.63    |~                |    ~     ~    |    1|  902.120   pc  |  -8.8706     +8.8706    |paral   |2020yCat.1350....0G
5887|TYC 8623-66-1                                                                                            |Star                               |10 59 59.0115755472 -57 41 09.167128512|288.4548963924999 +02.0189191816171|   -4.427 1.945   |10.43    |~                |    ~     ~    |    1| 1992.429   pc  | -48.0342    +48.0342    |paral   |2020yCat.1350....0G
5888|LLNS 3512                                                                                                |Star                               |10 59 12.7783854048 -57 57 39.047145768|288.4764882834604 +01.7262339486290|  -14.005 8.632   |10.45    |M3/4             |    ~     ~    |    1| 1402.525   pc  | -39.5382    +39.5382    |paral   |2020yCat.1350....0G
5889|TYC 8623-140-1                                                                                           |Star                               |10 54 31.9441543512 -57 36 10.754815500|287.7592521164359 +01.7835993964187|  -15.423 2.539   |10.96    |~                |    ~     ~    |    1| 1176.609   pc  | -16.3360    +16.3360    |paral   |2020yCat.1350....0G
5890|TYC 8623-197-1                                                                                           |Star                               |10 55 27.4919595048 -57 46 06.931054020|287.9425855097080 +01.6879329272702|  -12.468 7.999   |10.60    |~                |    ~     ~    |    0|                |                         |        |                   
5891|TYC 8623-241-1                                                                                           |Star                               |10 56 38.7662104584 -58 03 28.858797612|288.2094696936480 +01.4943349302984|   -9.262 4.663   |10.99    |~                |    ~     ~    |    1| 1103.875   pc  | -14.9880    +14.9880    |paral   |2020yCat.1350....0G
5892|HD 95392                                                                                                 |Star                               |10 59 51.5637054024 -57 40 49.735182612|288.4375546084897 +02.0169181448386|  -13.980 6.780   |9.91     |A1V              |    ~     ~    |    1|  679.163   pc  | -11.0242    +11.0242    |paral   |2020yCat.1350....0G
5893|HD 95356                                                                                                 |Star                               |10 59 38.2212652224 -57 29 32.950033944|288.3319978734178 +02.1753578653596|  -14.853 7.106   |10.02    |A7/8III          |    ~     ~    |    1|  493.583   pc  |  -3.7275     +3.7275    |paral   |2020yCat.1350....0G
5894|TYC 8623-451-1                                                                                           |Star                               |10 54 59.1240228432 -57 44 33.476556768|287.8744680519052 +01.6840719549653|  -13.762 2.942   |10.93    |~                |    ~     ~    |    1| 1116.071   pc  | -13.3281    +13.3281    |paral   |2020yCat.1350....0G
5895|TYC 8623-484-1                                                                                           |Star                               |10 56 01.7823825960 -57 16 48.888457644|287.8014221673141 +02.1617067023493| -21.475 14.678   |10.81    |~                |    ~     ~    |    1|  821.693   pc  |  -7.5620     +7.5620    |paral   |2020yCat.1350....0G
5896|TYC 8623-543-1                                                                                           |Star                               |10 59 05.3966251992 -57 37 51.003651144|288.3232380181661 +02.0190071423914|  -3.970 -3.753   |10.87    |~                |    ~     ~    |    1| 1125.366   pc  | -14.5642    +14.5642    |paral   |2020yCat.1350....0G
5897|TYC 8623-565-1                                                                                           |Star                               |10 58 28.9284151752 -57 30 37.818740556|288.1986428544647 +02.0939399417282|  -6.526 -0.522   |10.92    |~                |    ~     ~    |    1|  985.999   pc  | -10.4997    +10.4997    |paral   |2020yCat.1350....0G
5898|TYC 8623-587-1                                                                                           |Star                               |10 56 03.2583358728 -58 00 14.363292456|288.1155092585596 +01.5095821998738|   -7.744 0.211   |10.94    |~                |    ~     ~    |    0|                |                         |        |                   
5899|TYC 8623-597-1                                                                                           |Star                               |10 58 12.8231037672 -57 55 46.230696696|288.3429587391192 +01.6989159877817|   -6.751 2.695   |10.86    |~                |    ~     ~    |    1| 2349.624   pc  | -67.3529    +67.3529    |paral   |2020yCat.1350....0G
5900|TYC 8623-696-1                                                                                           |High Proper Motion Star            |10 58 06.2778782376 -58 04 14.220460488|288.3894785644812 +01.5649083046273|78.918 -130.553   |10.69    |~                |    ~     ~    |    1|   38.053   pc  |  -0.0182     +0.0182    |paral   |2020yCat.1350....0G
5901|TYC 8623-748-1                                                                                           |Star                               |10 57 18.6913435416 -57 37 01.960736700|288.1015510837134 +01.9308146883804|   -7.640 2.758   |10.94    |~                |    ~     ~    |    1| 1037.667   pc  | -12.9210    +12.9210    |paral   |2020yCat.1350....0G
5902|LLNS 3520                                                                                                |Star                               |10 59 38.3902681272 -57 05 25.822035276|288.1643785256804 +02.5407884033444|   -9.591 6.233   |10.01    |M0               |    ~     ~    |    1|  950.570   pc  | -10.2105    +10.2105    |paral   |2020yCat.1350....0G
5903|GSC 08623-00794                                                                                          |Star                               |10 59 46.2665516400 -57 39 37.834959060|288.4184890171669 +02.0301534136447|  -11.147 3.429   |10.98    |~                |    ~     ~    |    1| 1282.380   pc  | -18.9117    +18.9117    |paral   |2020yCat.1350....0G
5904|HD 94876                                                                                                 |Star                               |10 56 08.6813979888 -58 04 27.076797804|288.1564662330726 +01.4513198720745| -19.197 10.926   |8.67     |A0V              |    ~     ~    |    1|  309.655   pc  |  -1.8027     +1.8027    |paral   |2020yCat.1350....0G
5905|TYC 8623-836-1                                                                                           |Star                               |10 56 11.5554528576 -57 19 07.176641088|287.8378130255069 +02.1364651772529|  -10.254 2.316   |10.71    |~                |    ~     ~    |    1|  989.218   pc  | -11.6448    +11.6448    |paral   |2020yCat.1350....0G
5906|TYC 8623-903-1                                                                                           |Star                               |10 59 11.4474505152 -57 45 05.335159968|288.3860721698860 +01.9151131698795|   6.427 -3.417   |10.89    |~                |    ~     ~    |    1|  767.342   pc  |  -7.1246     +7.1246    |paral   |2020yCat.1350....0G
5907|TYC 8623-1260-1                                                                                          |Star                               |10 57 16.6070030544 -56 17 25.596044268|287.5320555569952 +03.1294198847946|   -9.982 3.381   |10.91    |~                |    ~     ~    |    1|  855.286   pc  |  -7.8272     +7.8272    |paral   |2020yCat.1350....0G
5908|TYC 8623-1485-1                                                                                          |Star                               |10 56 22.0513720200 -56 21 18.075901716|287.4455725983532 +03.0171660222985|  -13.677 6.892   |10.59    |~                |    ~     ~    |    1| 1219.661   pc  | -18.5947    +18.5947    |paral   |2020yCat.1350....0G
5909|TYC 8623-1666-1                                                                                          |Star                               |10 58 09.5284645248 -56 50 09.121358652|287.8739220089047 +02.6870650544693|   -6.869 3.268   |10.49    |~                |    ~     ~    |    1|  911.826   pc  | -10.1434    +10.1434    |paral   |2020yCat.1350....0G
5910|TYC 8623-1756-1                                                                                          |Star                               |10 57 41.6732410512 -56 47 39.577755084|287.7986988803099 +02.6977953876163|   -1.196 0.030   |10.15    |~                |    ~     ~    |    1| 1012.863   pc  | -13.0288    +13.0288    |paral   |2020yCat.1350....0G
5911|LLNS 3529                                                                                                |Star                               |10 59 13.0690089576 -56 31 47.107461072|287.8769891197939 +03.0259514010263|   -8.289 2.950   |10.86    |M3/4             |    ~     ~    |    1| 3369.272   pc  |-221.3639   +221.3639    |paral   |2020yCat.1350....0G
5912|HD 95053                                                                                                 |Star                               |10 57 30.6134488848 -56 22 36.891453936|287.5982186781209 +03.0649286914711|   -8.744 4.724   |10.90    |B9/A1V           |    ~     ~    |    1| 1072.386   pc  | -29.3253    +29.3253    |paral   |2020yCat.1350....0G
5913|TYC 8623-2004-1                                                                                          |Star                               |10 58 53.3347412472 -56 24 45.051192360|287.7864258054016 +03.1132974091820|  -19.614 4.019   |10.74    |~                |    ~     ~    |    1|  929.541   pc  |  -8.4677     +8.4677    |paral   |2020yCat.1350....0G
5914|TYC 8623-2059-1                                                                                          |Star                               |10 53 33.3497279256 -56 33 09.857475828|287.1809600694355 +02.6705698446813|  -2.061 -3.531   |10.97    |~                |    ~     ~    |    1|  932.053   pc  |  -9.2953     +9.2953    |paral   |2020yCat.1350....0G
5915|TYC 8623-2094-1                                                                                          |Star                               |10 56 35.7683001216 -56 28 40.316311416|287.5268858658668 +02.9197177595596|  -11.682 7.035   |10.47    |~                |    ~     ~    |    1| 1133.787   pc  | -15.9399    +15.9399    |paral   |2020yCat.1350....0G
